Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
10040101	10040101	普通4-1			0.15	15	2	9	100401010			0|0|0			0|0|0		
10040102	10040102	普通4-2			0.15	15	2	9	100401020			0|0|0			0|0|0		
10040103	10040103	普通4-3			0.15	15	2	9	100401030			0|0|0			0|0|0		
10040104	10040104	普通4-4			0.15	15	8	9	100401040			0|0|0			0|0|0		
10040201	10040201	普通4-5			0.15	15	1	9	100402010			0|0|0			0|0|0		
10040202	10040202	普通4-6			0.15	15	1	11	100402020			0|0|0			0|0|0		
10040203	10040203	普通4-7			0.15	15	8	9	100402030			0|0|0			0|0|0		
10040204	10040204	普通4-8			0.15	15	8	9	100402040			0|0|0			0|0|0		
10040301	10040301	普通4-9			0.15	15	8	9	100403010			0|0|0			0|0|0		
10040302	10040302	普通4-10			0.15	15	2	9	100403020			0|0|0			0|0|0		
10040303	10040303	普通4-11			0.15	15	1	9	100403030			0|0|0			0|0|0		
10040304	10040304	普通4-12			0.15	15	1	11	100403040			0|0|0			0|0|0		
10040401	10040401	危险4-1			0.15	15	2	9	100404010			0|0|0			0|0|0		
10040402	10040402	危险4-2			0.15	15	2	9	100404020			0|0|0			0|0|0		
10040403	10040403	危险4-3			0.15	15	2	9	100404030			0|0|0			0|0|0		
10040404	10040404	危险4-4			0.15	15	8	9	100404040			0|0|0			0|0|0		
10040501	10040501	危险4-5			0.15	15	1	9	100405010			0|0|0			0|0|0		
10040502	10040502	危险4-6			0.15	15	1	11	100405020			0|0|0			0|0|0		
10040503	10040503	危险4-7			0.15	15	8	9	100405030			0|0|0			0|0|0		
10040504	10040504	危险4-8			0.15	15	8	9	100405040			0|0|0			0|0|0		
10040601	10040601	危险4-9			0.15	15	8	9	100406010			0|0|0			0|0|0		
10040602	10040602	危险4-10			0.15	15	2	9	100406020			0|0|0			0|0|0		
10040603	10040603	危险4-11			0.15	15	1	9	100406030			0|0|0			0|0|0		
10040604	10040604	危险4-12			0.15	15	1	11	100406040			0|0|0			0|0|0		
