Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
99970010	99970010				0.15	15	1	9	999700100			0|0|0			0|0|0		
99970020	99970020				0.15	15	1	9	999700200			0|0|0			0|0|0		
99970030	99970030				0.15	15	1	9	999700300			0|0|0			0|0|0		
99970040	99970040				0.15	15	1	9	999700400			0|0|0			0|0|0		
99970050	99970050				0.15	15	1	9	999700500			0|0|0			0|0|0		
99970060	99970060				0.15	15	1	9	999700600			0|0|0			0|0|0		
99970070	99970070				0.15	15	1	9	999700700			0|0|0			0|0|0		
99970080	99970080				0.15	15	1	9	999700800			0|0|0			0|0|0		
99970120	99970120				0.15	15	1	9	999701200			0|0|0			0|0|0		
99970130	99970130				0.15	15	1	9	999701300			0|0|0			0|0|0		
99981100	99981100				0.15	15	1	9	999811000			0|0|0			0|0|0		
99981110	99981110				0.15	15	1	9	999811100			0|0|0			0|0|0		
99981200	99981200				0.15	15	1	9	999812000			0|0|0			0|0|0		
99981300	99981300				0.15	15	1	9	999813000			0|0|0			0|0|0		
99981310	99981310				0.15	15	1	9	999813100			0|0|0			0|0|0		
99981400	99981400				0.15	15	1	9	999814000			0|0|0			0|0|0		
99981401	99981401				0.15	15	1	9	999814010			0|0|0			0|0|0		
99981410	99981410				0.15	15	1	9	999814100			0|0|0			0|0|0		
99981420	99981420				0.15	15	1	9	999814200			0|0|0			0|0|0		
99981430	99981430				0.15	15	1	9	999814300			0|0|0			0|0|0		
99981500	99981500				0.15	15	1	9	999815000			0|0|0			0|0|0		
99981600	99981600				0.15	15	1	9	999816000			0|0|0			0|0|0		
99981700	99981700				0.15	15	1	9	999817000			0|0|0			0|0|0		
99981800	99981800				0.15	15	1	9	999818000			0|0|0			0|0|0		
99981900	99981900				0.15	15	1	9	999819000			0|0|0			0|0|0		
99982100	99982100				0.15	15	1	9	999821000			0|0|0			0|0|0		
99920100	99920100				0.15	15	1	9	999201000			0|0|0			0|0|0		
99920110	99920110				0.15	15	1	9	999201100			0|0|0			0|0|0		
99982130	99982130				0.15	15	1	9	999821300			0|0|0			0|0|0		
99982140	99982140				0.15	15	1	9	999821400			0|0|0			0|0|0		
99982150	99982150				0.15	15	1	9	999821500			0|0|0			0|0|0		
99982160	99982160				0.15	15	1	9	999821600			0|0|0			0|0|0		
99983100	99983100				0.15	15	1	9	999831000			0|0|0			0|0|0		
99983110	99983110				0.15	15	1	9	999831100			0|0|0			0|0|0		
99983111	99983111				0.15	15	1	9	999831110			0|0|0			0|0|0		
99983102	99983102				0.15	15	1	9	999831020			0|0|0			0|0|0		
99987010	99987010				0.15	15	1	9	999870100			0|0|0			0|0|0		
99987020	99987020				0.15	15	1	9	999870200			0|0|0			0|0|0		
99987030	99987030				0.15	15	1	9	999870300			0|0|0			0|0|0		
99987050	99987050				0.15	15	1	9	999870500			0|0|0			0|0|0		
99990000	99990000				0.15	15	1	9	999900000			0|0|0			0|0|0		
99990001	99990001				0.15	15	1	9	999900010			0|0|0			0|0|0		
99990002	99990002				0.15	15	1	9	999900020			0|0|0			0|0|0		
99990020	99990020				0.15	15	1	9	999900200			0|0|0			0|0|0		
99990040	99990040				0.15	15	1	9	999900400			0|0|0			0|0|0		
99990060	99990060				0.15	15	1	9	999900600			0|0|0			0|0|0		
99990230	99990230				0.15	15	1	9	999902300			0|0|0			0|0|0		
99990030	99990030				0.15	15	1	9	999900300			0|0|0			0|0|0		
99990090	99990090				0.15	15	1	9	999900900			0|0|0			0|0|0		
99990100	99990100				0.15	15	1	9	999901000			0|0|0			0|0|0		
99990110	99990110				0.15	15	1	9	999901100			0|0|0			0|0|0		
99990120	99990120				0.15	15	1	9	999901200			0|0|0			0|0|0		
99990130	99990130				0.15	15	1	9	999901300			0|0|0			0|0|0		
99990140	99990140				0.15	15	1	9	999901400			0|0|0			0|0|0		
99990150	99990150				0.15	15	1	9	999901500			0|0|0			0|0|0		
99990160	99990160				0.15	15	1	9	999901600			0|0|0			0|0|0		
99990170	99990170				0.15	15	1	9	999901700			0|0|0			0|0|0		
99990180	99990180				0.15	15	1	9	999901800			0|0|0			0|0|0		
99990190	99990190				0.15	15	1	9	999901900			0|0|0			0|0|0		
99990200	99990200				0.15	15	1	9	999902000			0|0|0			0|0|0		
99990210	99990210				0.15	15	1	9	999902100			0|0|0			0|0|0		
99990220	99990220				0.15	15	1	9	999902200			0|0|0			0|0|0		
99990250	99990250				0.15	15	1	9	999902500			0|0|0			0|0|0		
99990260	99990260				0.15	15	1	9	999902600			0|0|0			0|0|0		
99990330	99990330				0.15	15	1	9	999903300			0|0|0			0|0|0		
99990340	99990340				0.15	15	1	9	999903400			0|0|0			0|0|0		
99990350	99990350				0.15	15	1	9	999903500			0|0|0			0|0|0		
99990360	99990360				0.15	15	1	9	999903600			0|0|0			0|0|0		
99990370	99990370				0.15	15	1	9	999903700			0|0|0			0|0|0		
99990380	99990380				0.15	15	1	9	999903800			0|0|0			0|0|0		
99990390	99990390				0.15	15	1	9	999903900			0|0|0			0|0|0		
99990400	99990400				0.15	15	1	9	999904000			0|0|0			0|0|0		
99990410	99990410				0.15	15	1	9	999904100			0|0|0			0|0|0		
99990420	99990420				0.15	15	1	9	999904200			0|0|0			0|0|0		
99990430	99990430				0.15	15	1	9	999904300			0|0|0			0|0|0		
99990440	99990440				0.15	15	1	9	999904400			0|0|0			0|0|0		
99991030	99991030				0.15	15	1	9	999910300			0|0|0			0|0|0		
99991090	99991090				0.15	15	1	9	999910900			0|0|0			0|0|0		
99991100	99991100				0.15	15	1	9	999911000			0|0|0			0|0|0		
99991110	99991110				0.15	15	1	9	999911100			0|0|0			0|0|0		
99991120	99991120				0.15	15	1	9	999911200			0|0|0			0|0|0		
99991130	99991130				0.15	15	1	9	999911300			0|0|0			0|0|0		
99991140	99991140				0.15	15	1	9	999911400			0|0|0			0|0|0		
99991150	99991150				0.15	15	1	9	999911500			0|0|0			0|0|0		
99991160	99991160				0.15	15	1	9	999911600			0|0|0			0|0|0		
99991170	99991170				0.15	15	1	9	999911700			0|0|0			0|0|0		
99991180	99991180				0.15	15	1	9	999911800			0|0|0			0|0|0		
99991190	99991190				0.15	15	1	9	999911900			0|0|0			0|0|0		
99991200	99991200				0.15	15	1	9	999912000			0|0|0			0|0|0		
99991210	99991210				0.15	15	1	9	999912100			0|0|0			0|0|0		
99991250	99991250				0.15	15	1	9	999912500			0|0|0			0|0|0		
99991260	99991260				0.15	15	1	9	999912600			0|0|0			0|0|0		
99991330	99991330				0.15	15	1	9	999913300			0|0|0			0|0|0		
99991340	99991340				0.15	15	1	9	999913400			0|0|0			0|0|0		
99991350	99991350				0.15	15	1	9	999913500			0|0|0			0|0|0		
99991360	99991360				0.15	15	1	9	999913600			0|0|0			0|0|0		
99991370	99991370				0.15	15	1	9	999913700			0|0|0			0|0|0		
99991380	99991380				0.15	15	1	9	999913800			0|0|0			0|0|0		
99991390	99991390				0.15	15	1	9	999913900			0|0|0			0|0|0		
99991400	99991400				0.15	15	1	9	999914000			0|0|0			0|0|0		
99991410	99991410				0.15	15	1	9	999914100			0|0|0			0|0|0		
99991420	99991420				0.15	15	1	9	999914200			0|0|0			0|0|0		
99991430	99991430				0.15	15	1	9	999914300			0|0|0			0|0|0		
99991440	99991440				0.15	15	1	9	999914400			0|0|0			0|0|0		
99992030	99992030				0.15	15	1	9	999920300			0|0|0			0|0|0		
99992090	99992090				0.15	15	1	9	999920900			0|0|0			0|0|0		
99992100	99992100				0.15	15	1	9	999921000			0|0|0			0|0|0		
99992110	99992110				0.15	15	1	9	999921100			0|0|0			0|0|0		
99992120	99992120				0.15	15	1	9	999921200			0|0|0			0|0|0		
99992130	99992130				0.15	15	1	9	999921300			0|0|0			0|0|0		
99992140	99992140				0.15	15	1	9	999921400			0|0|0			0|0|0		
99992150	99992150				0.15	15	1	9	999921500			0|0|0			0|0|0		
99992160	99992160				0.15	15	1	9	999921600			0|0|0			0|0|0		
99992170	99992170				0.15	15	1	9	999921700			0|0|0			0|0|0		
99992180	99992180				0.15	15	1	9	999921800			0|0|0			0|0|0		
99992190	99992190				0.15	15	1	9	999921900			0|0|0			0|0|0		
99992200	99992200				0.15	15	1	9	999922000			0|0|0			0|0|0		
99992210	99992210				0.15	15	1	9	999922100			0|0|0			0|0|0		
99992250	99992250				0.15	15	1	9	999922500			0|0|0			0|0|0		
99992260	99992260				0.15	15	1	9	999922600			0|0|0			0|0|0		
99992330	99992330				0.15	15	1	9	999923300			0|0|0			0|0|0		
99992340	99992340				0.15	15	1	9	999923400			0|0|0			0|0|0		
99992350	99992350				0.15	15	1	9	999923500			0|0|0			0|0|0		
99992360	99992360				0.15	15	1	9	999923600			0|0|0			0|0|0		
99992370	99992370				0.15	15	1	9	999923700			0|0|0			0|0|0		
99992380	99992380				0.15	15	1	9	999923800			0|0|0			0|0|0		
99992390	99992390				0.15	15	1	9	999923900			0|0|0			0|0|0		
99992400	99992400				0.15	15	1	9	999924000			0|0|0			0|0|0		
99992410	99992410				0.15	15	1	9	999924100			0|0|0			0|0|0		
99992420	99992420				0.15	15	1	9	999924200			0|0|0			0|0|0		
99992430	99992430				0.15	15	1	9	999924300			0|0|0			0|0|0		
99992440	99992440				0.15	15	1	9	999924400			0|0|0			0|0|0		
99997110	99997110				0.15	15	1	9	999971100			0|0|0			0|0|0		
99997610	99997610				0.15	15	1	9	999976100			0|0|0			0|0|0		
99997620	99997620				0.15	15	1	9	999976200			0|0|0			0|0|0		
99997120	99997120				0.15	15	1	9	999971200			0|0|0			0|0|0		
99996080	99996080				0.15	15	1	9	999960800			0|0|0			0|0|0		
99991031	99991031				0.15	15	1	9	999910310			0|0|0			0|0|0		
99991111	99991111				0.15	15	1	9	999911110			0|0|0			0|0|0		
99990450	99990450				0.15	15	1	9	999904500			0|0|0			0|0|0		
99990460	99990460				0.15	15	1	9	999904600			0|0|0			0|0|0		
99991450	99991450				0.15	15	1	9	999914500			0|0|0			0|0|0		
99991460	99991460				0.15	15	1	9	999914600			0|0|0			0|0|0		
