Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
30050101	30050101	【金币本】-1			0.15	15	1	9	300501010								
30050102	30050102	【金币本】-2			0.15	15	8	9	300501020								
30050103	30050103	【金币本】-3			0.15	15	1	9	300501030								
30050104	30050104	【金币本】-4			0.15	15	2	9	300501040								
30050105	30050105	【金币本】-1--测试			0.15	15	1	9	300501050								
30050106	30050106	【金币本】-2--测试			0.15	15	8	9	300501060								
30050107	30050107	【金币本】-3--测试			0.15	15	1	9	300501070								
30050108	30050108	【金币本】-4--测试			0.15	15	2	9	300501080								
30050109	30050109	金币-5			0.15	15	2	9	300501090								
30050110	30050110	金币-6			0.15	15	1	9	300501100								
30050201	30050201	【技能本】-1			0.15	15	1	9	300502010								
30050202	30050202	【技能本】-2			0.15	15	1	10	300502020								
30050203	30050203	【技能本】-3			0.15	15	1	10	300502030								
30050204	30050204	【技能本】-4			0.15	15	1	10	300502040								
30050205	30050205	【技能本】-1--测试			0.15	15	1	9	300502050								
30050206	30050206	【技能本】-2--测试			0.15	15	1	9	300502060								
30050207	30050207	【技能本】-3--测试			0.15	15	1	9	300502070								
30050208	30050208	【技能本】-4--测试			0.15	15	1	9	300502080								
