Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
95000001	95000001	场景测试			0.15	15	1	9	950000010			0|0|0			0|0|0		
95000002	95000002	场景测试			0.15	15	2	9	950000020			0|0|0			0|0|0		
95000003	95000003	场景测试			0.15	15	1	9	950000030			0|0|0			0|0|0		
95000004	95000004	场景测试			0.15	15	1	9	950000040			0|0|0			0|0|0		
95000005	95000005	场景测试			0.15	15	4	9	950000050			0|0|0			0|0|0		
95000006	95000006	场景测试			0.15	15	4	9	950000060			0|0|0			0|0|0		
95000007	95000007	场景测试			0.15	15	1	9	950000070			0|0|0			0|0|0		
95000008	95000008	场景测试			0.15	15	4	9	950000080			0|0|0			0|0|0		
95000009	95000009	场景测试			0.15	15	4	9	950000090			0|0|0			0|0|0		
95000010	95000010	场景测试			0.15	15	4	9	950000100			0|0|0			0|0|0		
95000011	95000011	场景测试			0.15	15	4	9	950000110			0|0|0			0|0|0		
95000012	95000012	场景测试			0.15	15	1	9	950000120			0|0|0			0|0|0		
95000013	95000013	场景测试			0.15	15	2	9	950000130			0|0|0			0|0|0		
95000014	95000014	场景测试			0.15	15	2	9	950000140			0|0|0			0|0|0		
95000015	95000015	场景测试			0.15	15	5	9	950000150			0|0|0			0|0|0		
95000016	95000016	场景测试			0.15	15	1	9	950000160			0|0|0			0|0|0		
95000018	95000018	场景测试			0.15	15	1	9	950000180			0|0|0			0|0|0		
95000019	95000019	场景测试			0.15	15	4	9	950000190			0|0|0			0|0|0		
95000020	95000020	场景测试			0.15	15	2	9	950000200			0|0|0			0|0|0		
95000021	95000021	场景测试			0.15	15	1	9	950000210			0|0|0			0|0|0		
95000022	95000022	场景测试			0.15	15	1	9	950000220			0|0|0			0|0|0		
95000024	95000024	场景测试			0.15	15	28	9	950000240			0|0|0			0|0|0		
95000025	95000025	场景测试			0.15	15	2	9	950000250			0|0|0			0|0|0		
95000026	95000026	场景测试			0.15	15	1	9	950000260			0|0|0			0|0|0		
95000027	95000027	场景测试			0.15	15	1	9	950000270			0|0|0			0|0|0		
95000028	95000028	场景测试			0.15	15	6	9	950000280			0|0|0			0|0|0		
95000029	95000029	场景测试			0.15	15	1	9	950000290			0|0|0			0|0|0		
95000030	95000030	场景测试			0.15	15	7	9	950000300			0|0|0			0|0|0		
95000031	95000031	场景测试			0.15	15	8	9	950000310			0|0|0			0|0|0		
95000032	95000032	场景测试			0.15	15	2	9	950000320			0|0|0			0|0|0		
95000033	95000033	场景测试			0.15	15	2	9	950000330			0|0|0			0|0|0		
95000034	95000034	场景测试			0.15	15	2	9	950000340			0|0|0			0|0|0		
95000035	95000035	场景测试			0.15	15	2	9	950000350			0|0|0			0|0|0		
95000037	95000037	场景测试			0.15	15	9	9	950000370			0|0|0			0|0|0		
95000038	95000038	场景测试			0.15	15	1	9	950000380			0|0|0			0|0|0		
