Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
80010205	80010205	互动传送测试			0.15	15	4	9	800102050								
80010206	80010206	黑入-孤儿			0.15	15	1	9	800102060								
80010209	80010209	沙虫测试			0.15	15	8	9	800102090								
80010301	80010301	逃生-大电球			0.15	15	2	9	800103010								
80010302	80010302	行为类型测试			0.15	15	2	9	800103020								
80010303	80010303	行为类型测试			0.15	15	2	9	800103030								
80010401	80010401	竞技玩法测试-5			0.15	15	26	9	800104010								
80010402	80010402	竞技玩法测试-2			0.15	15	2	9	800104020								
80020101	80020101	控制孤儿测试			0.15	15	15	9	800201010								
80020102	80020102	自走棋测试			0.15	15	4	9	800201020								
