Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
99980001	99980001				0.15	15	1	9	999800010			0|0|0			0|0|0		
99980002	99980002				0.15	15	1	9	999800020			0|0|0			0|0|0		
99980003	99980003				0.15	15	1	9	999800030			0|0|0			0|0|0		
99980004	99980004				0.15	15	1	9	999800040			0|0|0			0|0|0		
99980005	99980005				0.15	15	46	9	999800050			0|0|0			0|0|0		
99980006	99980006				0.15	15	45	9	999800060			0|0|0			0|0|0		
99980007	99980007				0.15	15	48	9	999800070			0|0|0			0|0|0		
99980008	99980008				0.15	15	47	9	999800080			0|0|0			0|0|0		
99980009	99980009				0.15	15	31	9	999800090			0|0|0			0|0|0		
99980010	99980010				0.15	15	39	9	999800100			0|0|0			0|0|0		
