Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
30070101	30070101	意识营救Lv.25迅捷猎手（阿呆芙）			0.15	15	1	9	300701010			0|0|0			0|0|0		
30070102	30070102	意识营救Lv.30刀锋乱舞（爱因斯坦娜）			0.15	15	1	9	300701020			0|0|0			0|0|0		
30070103	30070103	意识营救Lv.35复苏剑圣（贝奇）			0.15	15	1	9	300701030			0|0|0			0|0|0		
30070104	30070104	意识营救Lv.40独狼利爪（康德丽娜）			0.15	15	1	9	300701040			0|0|0			0|0|0		
30070105	30070105	意识营救Lv.50囚徒统领（阿斯麦）			0.15	15	1	9	300701050			0|0|0			0|0|0		
30070106	30070106	意识营救Lv.60元素屠夫（桂尼）			0.15	15	1	9	300701060			0|0|0			0|0|0		
30070107	30070107	意识营救Lv.70强攻炮手（海森）			0.15	15	1	9	300701070			0|0|0			0|0|0		
30070108	30070108	意识营救Lv.75冰径剑士（莎士比亚）			0.15	15	1	9	300701080			0|0|0			0|0|0		
30070109	30070109	意识营救Lv.80突击刀锯（凯瑟琳）			0.15	15	1	9	300701090			0|0|0			0|0|0		
30070110	30070110	意识营救Lv.80双子猎人（爱芙）			0.15	15	1	9	300701100			0|0|0			0|0|0		
