Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
10090102	10090102	【观测舱-追逐十字架】（普通互动及打怪）			0.15	15	56	9	100901020			0|0|0			0|0|0		
10090103	10090103	【武器舱-夺取控制权】（打怪、区域控制）			0.15	15	9	9	100901030			0|0|0			0|0|0		
10090104	10090104	【中继舱-往支援途中】（打怪、锁渡边3）			0.15	15	9	9	100901040			0|0|0			0|0|0		
10090201	10090201	【实验舱-光反射玩法】（解谜或打怪）			0.15	15	9	1	100902010			0|0|0			0|0|0		
10090202	10090202	【意识海-稳定控制层】（打怪、锁渡边3）			0.15	15	51	9	100902020			0|0|0			0|0|0		
10090203	10090203	【升降平台-前往环圈】（小关底、打大电球）	Scene00903a	pingtai	0.15	15	9	10	100902030			0|0|0			0|0|0		
10090204	10090204	【外环圈-战斗关】（4区域普通打怪）			0.15	15	9	9	100902040			0|0|0			0|0|0		
10090301	10090301	【中环圈-解谜关】（3区域解谜）			0.15	15	9	9	100903010			0|0|0			0|0|0		
10090302	10090302	【内环圈-试炼关】（3区域强度作战）			0.15	15	9	9	100903020			0|0|0			0|0|0		
10090303	10090303	【核心区-BOSS关1】（前阶段BOSS）			0.15	15	9	12	100903030			0|0|0			0|0|0		
10090304	10090304	【核心区-BOSS关2】（后阶段BOSS）			0.15	15	9	10	100903040			0|0|0			0|0|0		
10090401	10090401	【核心区-BOSS关3】（飞机追逐战）			0.15	15	53	1	100904010			0|0|0			0|0|0		
