Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
99940001	99940001	测试			0.15	15	1	9	999400010			0|0|0			0|0|0		
99940002	99940002	一直给球			0.15	15	1	9	999400020			0|0|0			0|0|0		
99940003	99940003	大机器人测试			0.15	15	1	9	999400030			0|0|0			0|0|0		
99940004	99940004	控制角色			0.15	15	1	9	999400040			0|0|0			0|0|0		
99940005	99940005	3			0.15	15	1	9	999400050			0|0|0			0|0|0		
99940006	99940006	4			0.15	15	1	9	999400060			0|0|0			0|0|0		
99940007	99940007	5			0.15	15	1	9	999400070			0|0|0			0|0|0		
99940008	99940008	6			0.15	15	1	9	999400080			0|0|0			0|0|0		
99940009	99940009	17			0.15	15	1	9	999400090			0|0|0			0|0|0		
99940010	99940010	飞机测试	SceneCHtest0003	Feijidazhan	1	15	38	9	99940010			0|0|0			0|0|0		
99940011	99940011	飞机测试2	SceneCHtest0003	Feijidazhan	1	15	38	9	99940010			0|0|0			0|0|0		
99940012	99940012	飞机测试3	SceneCHtest0003	Feijidazhan	1	15	38	9	99940010			0|0|0			0|0|0		
99940013	99940013	飞机测试4	SceneCHtest0003	Feijidazhan	1	15	38	9	99940010			0|0|0			0|0|0		
99940014	99940014	飞机测试5	SceneCHtest0003	Feijidazhan	1	15	38	9	99940010			0|0|0			0|0|0		
99940015	99940015	飞机测试联机	SceneCHtest0003	Feijidazhan	2	15	38	9	99940010			0|0|0			0|0|0		
99940150	99940150	自控怪大乱斗			0.15	15	2	9	999401500			0|0|0			0|0|0		
99940151	99940151	自控怪打怪			0.15	15	2	9	999401510			0|0|0			0|0|0		
99940152	99940152	自控怪打怪			0.15	15	2	9	999401520			0|0|0			0|0|0		
99940160	99940160	变态关测试1			0.15	15	2	9	999401600			0|0|0			0|0|0		
99940161	99940161	变态关测试2			0.15	15	2	9	999401610			0|0|0			0|0|0		
99940162	99940162	变态关测试3			0.15	15	2	9	999401620			0|0|0			0|0|0		
99940163	99940163	变态关测试4			0.15	15	2	9	999401630			0|0|0			0|0|0		
99940164	99940164	变态关测试5			0.15	15	2	9	999401640			0|0|0			0|0|0		
