Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
30020300	30020300	【第3篇事件Buff相关】			0.15	15	8	9	300203000			0|0|0			0|0|0		
30020301	30020301	探索-路线3-MⅡ-2			0.15	15	1	9	300203010			0|0|0			0|0|0		
30020302	30020302	探索-路线3-MⅠ-2			0.15	15	8	9	300203020			0|0|0			0|0|0		
30020303	30020303	探索-路线3-MⅠ-3			0.15	15	1	9	300203030			0|0|0			0|0|0		
30020304	30020304	探索-路线3-BⅠ-2			0.15	15	1	9	300203040			0|0|0			0|0|0		
30020305	30020305	探索-路线3-MⅠ-5			0.15	15	1	9	300203050			0|0|0			0|0|0		
30020306	30020306	探索-路线3-MⅡ-5			0.15	15	1	9	300203060			0|0|0			0|0|0		
30020307	30020307	探索-路线3-MⅠ-8			0.15	15	1	9	300203070			0|0|0			0|0|0		
30020308	30020308	探索-路线3-BⅡ-2			0.15	15	1	9	300203080			0|0|0			0|0|0		
30020309	30020309	探索-路线3-MⅡ-8			0.15	15	16	9	300203090			0|0|0			0|0|0		
30020310	30020310	探索-路线3-MⅠ-10			0.15	15	1	9	300203100			0|0|0			0|0|0		
30020311	30020311	探索-路线3-MⅠ-12			0.15	15	1	9	300203110			0|0|0			0|0|0		
30020400	30020400	【第4篇事件Buff相关】			0.15	15	8	9	300204000			0|0|0			0|0|0		
30020401	30020401	探索-路线4-M-2			0.15	15	2	9	300204010			0|0|0			0|0|0		
30020402	30020402	探索-路线4-M-3			0.15	15	2	9	300204020			0|0|0			0|0|0		
30020403	30020403	探索-路线4-BⅡ-2			0.15	15	1	9	300204030			0|0|0			0|0|0		
30020404	30020404	探索-路线4-M-6			0.15	15	2	9	300204040			0|0|0			0|0|0		
30020405	30020405	探索-路线4-BⅢ-1			0.15	15	1	9	300204050			0|0|0			0|0|0		
30020406	30020406	探索-路线4-BⅠ-2			0.15	15	19	9	300204060			0|0|0			0|0|0		
30020407	30020407	探索-路线4-M-10			0.15	15	2	9	300204070			0|0|0			0|0|0		
30020408	30020408	探索-路线4-M-11			0.15	15	4	9	300204080			0|0|0			0|0|0		
30020409	30020409	探索-路线4-M-13			0.15	15	4	11	300204090			0|0|0			0|0|0		
