Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
30030101	30030101	噩梦单挑BOSS 卡穆			0.15	15	15	10	300301010			0|0|0			0|0|0		
30030102	30030102	噩梦单挑BOSS 暴动			0.15	15	1	10	300301020			0|0|0			0|0|0		
30030103	30030103	噩梦单挑BOSS 卡穆超			0.15	15	15	10	300301030			0|0|0			0|0|0		
30030104	30030104	噩梦单挑BOSS 暴动超			0.15	15	1	10	300301040			0|0|0			0|0|0		
30030105	30030105	噩梦单挑BOSS 卡穆超Max			0.15	15	15	10	300301050			0|0|0			0|0|0		
30030106	30030106	噩梦单挑BOSS 暴动超Max			0.15	15	1	10	300301060			0|0|0			0|0|0		
30030111	30030111	噩梦单挑BOSS 几何体			0.15	15	9	12	300301110			0|0|0			0|0|0		
30030112	30030112	噩梦单挑BOSS 几何体超			0.15	15	9	12	300301120			0|0|0			0|0|0		
30030113	30030113	噩梦单挑BOSS 几何体超Max			0.15	15	9	12	300301130			0|0|0			0|0|0		
30030201	30030201	噩梦联机BOSS 修女			0.15	15	20	10	300302010			0|0|0			0|0|0		
30030202	30030202	噩梦联机BOSS 欧西里斯			0.15	15	1	10	300302020			0|0|0			0|0|0		
30030203	30030203	噩梦联机BOSS 修女超			0.15	15	20	10	300302030			0|0|0			0|0|0		
30030204	30030204	噩梦联机BOSS 欧西里斯超			0.15	15	1	10	300302040			0|0|0			0|0|0		
30030205	30030205	噩梦联机BOSS 修女超Max			0.15	15	20	10	300302050			0|0|0			0|0|0		
30030206	30030206	噩梦联机BOSS 欧西里斯超Max			0.15	15	1	10	300302060			0|0|0			0|0|0		
30030211	30030211	【噩梦单挑boss】罗塞塔			0.15	15	39	10	300302110			0|0|0			0|0|0		
30030212	30030212	【噩梦单挑boss】罗塞塔-超			0.15	15	39	10	300302120			0|0|0			0|0|0		
30030213	30030213	【噩梦单挑boss】罗塞塔-超Max			0.15	15	39	10	300302130			0|0|0			0|0|0		
