Id	Name	Info	BornPosition[1]	BornPosition[2]	BornPosition[3]	BornPosition[4]	BornPosition[5]	LookPosition[1]	LookPosition[2]	LookPosition[3]	LookPosition[4]	LookPosition[5]	DefaultObstacleArea[1]	DefaultObstacleArea[2]	DefaultObstacleArea[3]	DefaultObstacleArea[4]	DefaultDynamicObject[1]	DefaultDynamicObject[2]	DefaultDynamicObject[3]	DefaultDynamicObject[4]
300001010	Scene07005	21010101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300001020	Scene07005	21010101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300001030	Scene07005	21010101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300001040	Scene07005	21010101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300001050	Scene07005	21010101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300002010	Scene07005	21010101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300002020	Scene07005	21010101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300002030	Scene07005	21010101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300002040	Scene07005	21010101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300002050	Scene07005	21010101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300003010	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300003020	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300003030	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300003040	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300003050	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300004010	Scene07005	21010101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300004020	Scene07005	21010101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300004030	Scene07005	21010101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300004040	Scene07005	21010101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300004050	Scene07005	21010101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300005010	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300005020	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300005030	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300005040	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300005050	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300006010	Scene00308d	21010601	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300006020	Scene00308d	21010601	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300006030	Scene00308d	21010601	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300006040	Scene00308d	21010601	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300006050	Scene00308d	21010601	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300007010	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300007020	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300007030	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300007040	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300007050	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300008010	Scene00901a	90090001	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
300008020	Scene00901a	90090001	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
