Id	Name	Info	BornPosition[1]	BornPosition[2]	BornPosition[3]	BornPosition[4]	BornPosition[5]	LookPosition[1]	LookPosition[2]	LookPosition[3]	LookPosition[4]	LookPosition[5]	DefaultObstacleArea[1]	DefaultObstacleArea[2]	DefaultObstacleArea[3]	DefaultObstacleArea[4]	DefaultDynamicObject[1]	DefaultDynamicObject[2]	DefaultDynamicObject[3]	DefaultDynamicObject[4]
979003010	Scene07005	90090001	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
979003020	Scene07005	90090001	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
979003030	Scene07005	90090001	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
979003040	Scene07005	90090001	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
979003050	Scene07005	90090001	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
979003060	Scene07005	90090001	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
979009010	Scene07005	90090001	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
979009020	Scene07005	90090001	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
979010010	Scene07005	90090001	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
979010020	Scene07005	90090001	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
979011010	Scene07005	90090001	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
979011020	Scene07005	90090001	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
979011030	Scene07005	90090001	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
979012010	Scene07005	90090001	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
979012020	Scene07005	90090001	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
979012030	Scene07005	90090001	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
979013010	Scene07005	90090001	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
979013020	Scene07005	90090001	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
979013030	Scene07005	90090001	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
979013040	Scene07005	90090001	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
979014010	Scene07005	90090001	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
979014020	Scene07005	90090001	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
979015010	Scene07005	90090001	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
