Id	Name	Info	BornPosition[1]	BornPosition[2]	BornPosition[3]	BornPosition[4]	BornPosition[5]	LookPosition[1]	LookPosition[2]	LookPosition[3]	LookPosition[4]	LookPosition[5]	DefaultObstacleArea[1]	DefaultObstacleArea[2]	DefaultObstacleArea[3]	DefaultObstacleArea[4]	DefaultDynamicObject[1]	DefaultDynamicObject[2]	DefaultDynamicObject[3]	DefaultDynamicObject[4]
999700100	Scene07005	90090001	PB1	Scene07005	Scene07005	Scene07005	Scene07005	B101	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005
999700200	Scene07005	90090001	PB1	Scene07005	Scene07005	Scene07005	Scene07005	B101	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005
999700300	Scene07005	90090001	PB1	Scene07005	Scene07005	Scene07005	Scene07005	B101	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005
999700400	Scene07005	90090001	PB1	Scene07005	Scene07005	Scene07005	Scene07005	B101	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005
999700500	Scene07005	90090001	PB1	Scene07005	Scene07005	Scene07005	Scene07005	B101	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005
999700600	Scene07005	90090001	PB1	Scene07005	Scene07005	Scene07005	Scene07005	B101	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005
999700700	Scene07005	90090001	PB1	Scene07005	Scene07005	Scene07005	Scene07005	B101	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005
999700800	Scene07005	90090001	PB1	Scene07005	Scene07005	Scene07005	Scene07005	B101	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005
999701200	Scene07005	90090001	PB1	Scene07005	Scene07005	Scene07005	Scene07005	B101	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005
999701300	Scene07005	90090001	PB1	Scene07005	Scene07005	Scene07005	Scene07005	B101	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005
999811000	Scene07005	90090001	PB1	Scene07005	Scene07005	Scene07005	Scene07005	B101	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005
999811100	Scene07005	90090001	PB1	Scene07005	Scene07005	Scene07005	Scene07005	B101	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005
999812000	Scene07005	90090001	PB1	Scene07005	Scene07005	Scene07005	Scene07005	B101	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005
999813000	Scene07005	90090001	PB1	Scene07005	Scene07005	Scene07005	Scene07005	B101	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005
999813100	Scene07005	90090001	PB1	Scene07005	Scene07005	Scene07005	Scene07005	B101	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005
999814000	Scene07005	90090001	PB1	Scene07005	Scene07005	Scene07005	Scene07005	B101	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005
