Id	Name	Info	BornPosition[1]	BornPosition[2]	BornPosition[3]	BornPosition[4]	BornPosition[5]	LookPosition[1]	LookPosition[2]	LookPosition[3]	LookPosition[4]	LookPosition[5]	DefaultObstacleArea[1]	DefaultObstacleArea[2]	DefaultObstacleArea[3]	DefaultObstacleArea[4]	DefaultDynamicObject[1]	DefaultDynamicObject[2]	DefaultDynamicObject[3]	DefaultDynamicObject[4]
998320010	Scene07005	90090001	PB1					B101												
998320020	Scene07005	90090001	PB1					B101												
998320030	Scene07005	90090001	PB1					B101												
998320040	Scene07005	90090001	PB1					B101												
998320050	Scene07005	90090001	PB1					B101												
998320060	Scene07005	90090001	PB1					B101												
998320070	Scene07005	90090001	PB1					B101												
998320080	Scene07005	90090001	PB1					B101												
998320090	Scene07005	90090001	PB1					B101												
998320110	Scene07005	90090001	PB1					B101												
998320120	Scene07005	90090001	PB1					B101												
998320160	Scene07005	90090001	PB1					B101												
998320170	Scene07005	90090001	PB1					B101												
998320180	Scene07005	90090001	PB1					B101												
998320190	Scene07005	90090001	PB1					B101												
998320210	Scene07005	90090001	PB1					B101												
998320220	Scene07005	90090001	PB1					B101												
998320230	Scene07005	90090001	PB1					B101												
998320240	Scene07005	90090001	PB1					B101												
998320300	Scene07005	90090001	PB1					B101												
998320310	Scene07005	90090001	PB1					B101												
998320320	Scene07005	90090001	PB1					B101												
998320330	Scene07005	90090001	PB1					B101												
998320340	Scene07005	90090001	PB1					B101												
998322010	Scene07005	90090001	PB1					B101												
998322020	Scene07005	90090001	PB1					B101												
998322030	Scene07005	90090001	PB1					B101												
998322040	Scene07005	90090001	PB1					B101												
998322050	Scene07005	90090001	PB1					B101												
998322060	Scene07005	90090001	PB1					B101												
998322070	Scene07005	90090001	PB1					B101												
998322080	Scene07005	90090001	PB1					B101												
998322090	Scene07005	90090001	PB1					B101												
998322110	Scene07005	90090001	PB1					B101												
998322120	Scene07005	90090001	PB1					B101												
998322130	Scene07005	90090001	PB1					B101												
998322140	Scene07005	90090001	PB1					B101												
998322150	Scene07005	90090001	PB1					B101												
998322160	Scene07005	90090001	PB1					B101												
998322210	Scene07005	90090001	PB1					B101												
998322220	Scene07005	90090001	PB1					B101												
998322230	Scene07005	90090001	PB1					B101												
998322240	Scene07005	90090001	PB1					B101												
998322250	Scene07005	90090001	PB1					B101												
998322260	Scene07005	90090001	PB1					B101												
