Id	Name	Info	BornPosition[1]	BornPosition[2]	BornPosition[3]	BornPosition[4]	BornPosition[5]	LookPosition[1]	LookPosition[2]	LookPosition[3]	LookPosition[4]	LookPosition[5]	DefaultObstacleArea[1]	DefaultObstacleArea[2]	DefaultObstacleArea[3]	DefaultObstacleArea[4]	DefaultDynamicObject[1]	DefaultDynamicObject[2]	DefaultDynamicObject[3]	DefaultDynamicObject[4]
999500010	Scene07002	99950001	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101								
999500020	Scene00301d	10070302	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101								
999500030	Scene07005	99950003	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101								
999500040	Scene00005a	80008190	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101								
999500050	Scene00502d	99950005	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101								
999500060	Scene07005	30050201	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101								
999500080	Scene07005	99950004	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101								
999500090	Scene07005	99950004	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101								
999500100	Scene07005	99950004	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101								
999500110	Scene00308d	21010601	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
999500120	Scene00308d	21010601	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
999500130	Scene00308d	21010601	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
999500140	Scene00308d	21010601	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
999500150	Scene00308d	21010601	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
999500160	Scene00308d	21010601	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
999500170	Scene00308d	21010601	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
999500180	Scene07005	21010101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
999500190	SceneCHtest0003	99999999	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
999500200	Scene07005	99999999	PB1	PB2	PB3	PB4	PB5	PB2	B101	B101	B101	B101								
999500210	SceneCHtest0003	99950021	PB1	PB2	PB3	PB4	PB5	S1	B101	B101	B101	B101								
999500220	Scene00003	11010106	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1	AW1	AW2						
999500230	Scene00001Exb	30030101	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
999500240	Scene90104	30080304	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
999500250	SceneCHtest0003	99950019	PB1	PB2	PB3	PB4	PB5	S1	B101	B101	B101	B101								
999500260	SceneCHtest0003	99950019	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
999500270	Scene90102	11050101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
999500280	Scene00302c	11050115	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
999500290	Scene90101	11050103	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
999500300	Scene00304a	30050103	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
999500310	Scene07005	99950003	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
999500320	SceneDLC00111	30130103	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
999500330	Scene00901a	90090001	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
999500340	Scene07001	10070101	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101	AW1	AW2	AW3		AW1	AW2	AW3	
999500350	Scene00901a	90090001	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
999500360	Scene00901a	90090001	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
999500370	Scene00901a	90090001	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
999500380	Scene92105	30080503	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
999500390	Scene00201c	11040105	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
999500400	Scene00201c	11040105	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
999500410	Scene07004	10050404	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
999500420	Scene07004	10050404	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
999500430	Scene07003	70010309	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
999500440	Scene07003	70010309	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
999500450	Scene07004CH1	20010109	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
999500460	Scene07004CH1	20010109	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
999500470	Sceneice00104	30080204	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
999500480	Sceneice00104	30080204	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
999500490	Scene00005a	80008190	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
999500500	Scene00101b	12020201	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
999500510	Scene00101b	12020202	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
999500520	SceneDLC00101	30110108	PB1	PB2	PB3	PB4	PB5	B101	S1	S1	S1	S1								
999500530	SceneDLC00101	30110108	PB1	PB2	PB3	PB4	PB5	B101	S1	S1	S1	S1								
999500540	SceneDLC00101	30110108	PB1	PB2	PB3	PB4	PB5	B101	S1	S1	S1	S1								
999500550	Scene00901a	90090001	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101								
999500560	Scene00402a	30020106	PB1	PB2	PB3	PB4	PB5	PB1	PB1	PB1	PB1	PB1								
999500570	Scene00402a	30020106	PB1	PB2	PB3	PB4	PB5	PB1	PB1	PB1	PB1	PB1								
999500580	Scene00504a	10080403	PB1	PB2	PB3	PB4	PB5	PB1	PB1	PB1	PB1	PB1								
999500590	Scene00504a	10080403	PB1	PB2	PB3	PB4	PB5	PB1	PB1	PB1	PB1	PB1								
