Id	Name	Info	BornPosition[1]	BornPosition[2]	BornPosition[3]	BornPosition[4]	BornPosition[5]	LookPosition[1]	LookPosition[2]	LookPosition[3]	LookPosition[4]	LookPosition[5]	DefaultObstacleArea[1]	DefaultObstacleArea[2]	DefaultObstacleArea[3]	DefaultObstacleArea[4]	DefaultDynamicObject[1]	DefaultDynamicObject[2]	DefaultDynamicObject[3]	DefaultDynamicObject[4]
99940010	FeiJiTest01	99950019	PB1	PB2	PB3	PB4	PB5	S1	S1	S1	S1	S1								
999400010	Scene07005	30050201	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101								
999400020	Scene07005	30050201	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101								
999400030	Scene07005	30050201	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101								
999400040	Scene07005	30050201	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101								
999400050	Scene00001a	10010102	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101								
999400060	Scene07005	30050201	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101								
999400070	Scene07005	30050201	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101								
999400080	Scene07005	30050201	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101								
999400090	Scene07005	30050201	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101								
999401500	Scene00005a	99940150	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101								
999401510	Scene00005a	99940150	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101								
999401520	Scene00005a	99940150	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101								
999401600	Scene00005a	99940150	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101								
999401610	Scene00005a	99940150	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101								
999401620	Scene00005a	99940150	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101								
999401630	Scene00005a	99940150	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101								
999401640	Scene00005a	99940150	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101								
