Id	Name	Desc	Delay	Duration	EffectType	AffixId	Limit	Cd	Kind	Cover	Mutex	Magic	Effect	EffectJoint	TriggerMagic	TriggerInterval	TriggerOnAdd
720001			0	2			1	0	7200010			720001000					
720002			0	-1			1	0	7200020			720002000					
720003			0	-1			1	0	7200030			720003000					
720004			0	-1			1	0	7200040			720004000					
720005			0	-1			1	0	7200050			720005000					
720006			0	-1			1	0	7200060			720006000					
720007			0	-1			1	0	7200070			720007000					
720008			0	0.1			1	0	7200080				FxFaxianQianxing	MarkCase			
720009			0	-1			-1	0	7200090			720009000					
720010			0	-1			1	0	7200100			720010000					
720011			0	0			1	0	7200110			720011000					
720012			0	0			1	0	7200120			720012000					
720013			0	0			1	0	7200130			720013000					
720014			0	-1			1	0	7200140			720014000					
720015			0	-1			1	0	7200150			720015000					
720016			0	-1			1	0	7200160			720016000					
720017			0	-1			1	0	7200170|7200173			720017000					
720018			0	0			1	0	7200180	7200160|7200170							
720020			0	0			1	0	7200200			720020000					
720021			0	-1			1	0	7200210|7200213	1000410	1000410	720021000					
720022			0	-1			1	0	7200220|7200223			720022000					
720023			0	-1			1	0	7200230|7200233			720023000					
720024			0	0			1	0	7200240	7200210|7200230|7200220							
720025			0	-1			1	0	7200250				FxCizhuiBilei	HitCase			
720026			0	-1			1	0	7200260				FxEquipHudun	HitCase			
720027			0	2			1	0	7200270	7200250|7200260			FxCizhuiBileiShouji	HitCase			
720028			0	1			1	0	7200280			720028000					
720029			0	1			1	0	7200290			720029000					
720030			0	0			1	0	7200300	7200220|7200230|7200160|9707060|7200390|7200400	7200220|7200230|7200160|9707060|7200390|7200400						
720031			0	1			1	0	7200310			720031000					
720032			0	1			1	0	7200320			720032000					
720033			0	8			1	0	7200330			720033000					
720034			0	-1			1	0	7200340			720034000					
720035			0	-1			1	0	7200350			720035000					
720036			0	0			1	0	7200360	7200340|7200350	7200340|7200350						
720037			0	0			1	0	7200370	7200070	7200070						
720038			0	0			-1	0	7200380			720038000					
720039			0	-1			1	0	7200390			720039000					
720040			0	-1			1	0	7200400			720040000					
720041			0	-1			1	0	7200410			720041000					
720042			0	-1			1	0	7200420			720042000					
720101			0	-1			1	0	7201010|4	3	3	720101000					
720102			0	-1			1	0	7201020|4	3	3	720102000					
720201			0	-1			1	0	7202010			720201000					
720202			0	2			1	0	7202020			720202000					
720203			0	-1			1	0	7202030			720203000					
720204			0	1			-1	0	7202040			720204000					
720205			0	-1			1	0	7202050			720205000					
720206			0	-1			1	0	7202060			720206000					
720207			0.7	1			1	0	7202070			720207000					
720208			0	0			1	0	7202080								
720209			1	-1			1	0	7202090			720209000					
720210			0	-1			1	0	7202100			720210000					
720211			0	-1			1	0	7202110			720211000					
720212			0.7	1			1	0	7202120			720212000					
720213			0.7	1			1	0	7202130			720213000					
720214			1	1			1	0	7202140	7202090	7202090	720214000					
720215			0.7	1			1	0	7202150			720215000					
720216			0.7	1			1	0	7202160			720216000					
720217			0.7	1			1	0	7202170			720217000					
720218			0.7	1			1	0	7202180			720218000					
720220			0	-1			1	0	7202200			720220000					
720221			0	1			1	0	7202210			720221000					
720301			0	-1			1	0	7203010|4	3	3	720301000					
720302			0	-1			1	0	7203020|4	3	3	720302000					
720303			0	1			1	0	7203030			720303000					
720304			0	1			1	0	7203040			720304000					
