Id	Name	Desc	Delay	Duration	EffectType	AffixId	Limit	Cd	Kind	Cover	Mutex	Magic	Effect	EffectJoint	TriggerMagic	TriggerInterval	TriggerOnAdd
760001			0	-1	202	760001	1	0	7600010|202|200|5			760001000	FxTongyongJianfang	HitCase			
760002			0	-1	202	760002	1	0	7600020|202|200|5			760002000	FxTongyongJianfang	HitCase			
760003			0	-1	202	760003	1	0	7600030|202|200|5			760003000	FxTongyongJianfang	HitCase			
760011			0	-1	202	760011	1	0	7600110|202|200|5			760011000	FxTongyongJianfang	HitCase			
760012			0	-1	202	760012	1	0	7600120|202|200|5			760012000	FxTongyongJianfang	HitCase			
760013			0	-1	202	760013	1	0	7600130|202|200|5			760013000	FxTongyongJianfang	HitCase			
760021			0	-1	202	760021	1	0	7600210|202|200|5			760021000	FxTongyongJianfang	HitCase			
760022			0	-1	202	760022	1	0	7600220|202|200|5			760022000	FxTongyongJianfang	HitCase			
760023			0	-1	202	760023	1	0	7600230|202|200|5			760023000	FxTongyongJianfang	HitCase			
760031			0	-1	202	760031	1	0	7600310|202|200|5			760031000	FxTongyongJianfang	HitCase			
760032			0	-1	202	760032	1	0	7600320|202|200|5			760032000	FxTongyongJianfang	HitCase			
760033			0	-1	202	760033	1	0	7600330|202|200|5			760033000	FxTongyongJianfang	HitCase			
760041			0	-1	202	760041	1	0	7600410|202|200|5			760041000	FxTongyongJianfang	HitCase			
760042			0	-1	202	760042	1	0	7600420|202|200|5			760042000	FxTongyongJianfang	HitCase			
760043			0	-1	202	760043	1	0	7600430|202|200|5			760043000	FxTongyongJianfang	HitCase			
760051			0	-1	202	760051	1	0	7600510|202|200|5			760051000	FxTongyongJianfang	HitCase			
760052			0	-1	202	760052	1	0	7600520|202|200|5			760052000	FxTongyongJianfang	HitCase			
760053			0	-1	202	760053	1	0	7600530|202|200|5			760053000	FxTongyongJianfang	HitCase			
760061			0	-1	201	760061	1	0	7600610|201|200|5			760061000	FxTongyongJiangong	HitCase			
760062			0	-1	201	760062	1	0	7600620|201|200|5			760062000	FxTongyongJiangong	HitCase			
760063			0	-1	201	760063	1	0	7600630|201|200|5			760063000	FxTongyongJiangong	HitCase			
760071			0	-1	202	760071	1	0	7600710|202|200|5			760071000	FxTongyongJianfang	HitCase			
760072			0	-1	202	760072	1	0	7600720|202|200|5			760072000	FxTongyongJianfang	HitCase			
760073			0	-1	202	760073	1	0	7600730|202|200|5			760073000	FxTongyongJianfang	HitCase			
760081			0	-1	202	760081	1	0	7600810|202|200|5			760081000	FxTongyongJianfang	HitCase			
760082			0	-1	202	760082	1	0	7600820|202|200|5			760082000	FxTongyongJianfang	HitCase			
760083			0	-1	202	760083	1	0	7600830|202|200|5			760083000	FxTongyongJianfang	HitCase			
760091			0	-1	201	760091	1	0	7600910|201|200|5			760091000	FxTongyongJiangong	HitCase			
760092			0	-1	201	760092	1	0	7600920|201|200|5			760092000	FxTongyongJiangong	HitCase			
760093			0	-1	201	760093	1	0	7600930|201|200|5			760093000	FxTongyongJiangong	HitCase			
760094			0	-1			1	0	7600940			760094000					
760095			0	-1			1	0	7600950			760095000					
760096			0	-1			1	0	7600960			760096000					
760097			0	-1			1	0	7600970			760097000					
760098			0	-1			1	0	7600980			760098000					
760099			0	-1			1	0	7600990			760099000					
760101			0	-1	202	760101	1	0	7601010|202|200|5			760101000	FxTongyongJianfang	HitCase			
760102			0	-1	202	760102	1	0	7601020|202|200|5			760102000	FxTongyongJianfang	HitCase			
760103			0	-1	202	760103	1	0	7601030|202|200|5			760103000	FxTongyongJianfang	HitCase			
760104			0	-1			1	0	7601040			760104000					
760105			0	-1			1	0	7601050			760105000					
760106			0	-1			1	0	7601060			760106000					
760111			0	-1	202	760111	1	0	7601110|202|200|5			760111000	FxTongyongJianfang	HitCase			
760112			0	-1	202	760112	1	0	7601120|202|200|5			760112000	FxTongyongJianfang	HitCase			
760113			0	-1	202	760113	1	0	7601130|202|200|5			760113000	FxTongyongJianfang	HitCase			
760114			0	-1			1	0	7601140			760114000					
760115			0	-1			1	0	7601150			760115000					
760116			0	-1			1	0	7601160			760116000					
760121			0	-1	202	760121	1	0	7601210|202|200|5			760121000	FxTongyongJianfang	HitCase			
760122			0	-1	202	760122	1	0	7601220|202|200|5			760122000	FxTongyongJianfang	HitCase			
760123			0	-1	202	760123	1	0	7601230|202|200|5			760123000	FxTongyongJianfang	HitCase			
760124			0	-1			1	0	7601240			760124000					
760125			0	-1			1	0	7601250			760125000					
760126			0	-1			1	0	7601260			760126000					
