Id	Name	Desc	Delay	Duration	EffectType	AffixId	Limit	Cd	Kind	Cover	Mutex	Magic	Effect	EffectJoint	TriggerMagic	TriggerInterval	TriggerOnAdd
501001			0	-1			1	0	5010010			501001000					
501101			0	-1			1	0	5011010			501101000					
501102			0	5	101		1	0	5011020|101|100|6	5011020		501102000	FxTongyongJiagong	HitCase			
501201			0	-1			1	0	5012010			501201000					
501202			0	4	101		1	0	5012020|101|100|6	5012020		501202000	FxTongyongJiagong	HitCase			
501203			0	4	101		1	0	5012030|101|100|6	5012030		501203000	FxTongyongJiagong	HitCase			
501204			0	4	101		1	0	5012040|101|100|6	5012040		501204000	FxTongyongJiagong	HitCase			
501205			0	4	101		1	0	5012050|101|100|6	5012050		501205000	FxTongyongJiagong	HitCase			
501206			0	4	101		1	0	5012060|101|100|6	5012060		501206000	FxTongyongJiagong	HitCase			
501301			0	-1			1	0	5013010			501301000					
501303			0	-1			1	0	5013030								
501304			0	0.8			1	0	5013040				FxWeaponGun61Wuqi02	WeaponCase1			
501305			0	0.8			1	0	5013050				FxWeaponGun61Wuqi02	WeaponCase2			
501306			0	-1			1	0	5013060			501306000					
501307			0	5			1	0	5013070	5013070		501307000	FxTongyongJiagong	HitCase			
501308			0	-1			1	0	5013080			501308000					
501310			0	-1			1	0	5013100				FxWeaponGun62Wuqi02	WeaponCase1			
501311			0	-1			1	0	5013110				FxWeaponGun62Wuqi02	WeaponCase2			
501315			0	-1			1	0	5013150			501315000					
501316			0	5	101		5	0	5013160|101|100|6			501316000	FxTongyongJiagong	HitCase			
501317			0	0.1			1	0	5013170			501317000					
501319			0	0.8	314		1	0	5013190|314|5	304			FxTongyongJiaqiu	Root			
501320			0	-1			1	0	5013200			501320000					
501321			0	0.8			1	0	5013210				FxWeaponGun63Wuqi02	WeaponCase1			
501322			0	0.8			1	0	5013220				FxWeaponGun63Wuqi02	WeaponCase2			
502001			0	-1			1	0	5020010			502001000					
502101			0	-1			1	0	5021010			502101000					
502103			0	3			99	0	5021030			502103000					
502201			0	-1			1	0	5022010			502201000					
502202			0	4	101		1	0	5022020|101|100|6	5022020		502202000	FxTongyongJiagong	HitCase			
502203			0	4	101		1	0	5022030|101|100|6	5022030		502203000	FxTongyongJiagong	HitCase			
502204			0	4	101		1	0	5022040|101|100|6	5022040		502204000	FxTongyongJiagong	HitCase			
502205			0	4	101		1	0	5022050|101|100|6	5022050		502205000	FxTongyongJiagong	HitCase			
502206			0	4	101		1	0	5022060|101|100|6	5022060		502206000	FxTongyongJiagong	HitCase			
502301			0	-1			1	0	5023010			502301000					
502302			0	2	101		5	0	5023020|101|100|6			502302000	FxTongyongJiagong	HitCase			
502303			0	-1			1	0	5023030			502303000					
502305			0	0			1	0	5023050			502305000					
502306			0	-1			1	0	5023060								
502307			0	0.8			1	0	5023070				FxWeaponSword61Wuqi02	WeaponCase1			
502308			0	-1			1	0	5023080			502308000					
