Id	Name	Desc	Delay	Duration	EffectType	AffixId	Limit	Cd	Kind	Cover	Mutex	Magic	Effect	EffectJoint	TriggerMagic	TriggerInterval	TriggerOnAdd
950101			0	-1			1	0	9501010|3			950101000					
950102			0.8	0.8			99	0	9501020			950102000					
950103			0.8	0.8			99	0	9501030			950103000					
950104			0.8	0.8			99	0	9501040			950104000					
950105			0	3			99	0	9501050			950105000	FxMe1DestroyerMd001001Attack0401	Bone12			
950108			0	5			1	0	9501080			950108000					
950110			0	-1			1	0	9501100			950110000					
950112			0	5			999	0	9501120			950112000					
950113			0	0			1	0	9501130			950113000	FxDropCureBeHit	HitCase			
950115			0	-1			1	0	9501150			950115000					
950116			0	-1			1	0	9501160			950116000					
950121			0	-1			999	0	9501210			950121000					
950131			0	-1			1	0	9501310			950131000					
833000			0	-1			1	0	8330000|3								
833001			0	3			99	0	8330010			833001000					
833003			0	2			99	0	8330030			833003000					
833004			0	3			99	0	8330040			833004000	FxMe1BraveMd020021Jiasu				
833005			0	2			99	0	8330050			833005000					
833011			0	-1			1	0	8330110			833011000					
833012			0	-1			1	0	8330120			833012000					
