Id	Name	Desc	Delay	Duration	EffectType	AffixId	Limit	Cd	Kind	Cover	Mutex	Magic	Effect	EffectJoint	TriggerMagic	TriggerInterval	TriggerOnAdd
870101			0	1			1	0	8701010			870101000					
870102			0	0.1			1	0	8701020|8701020								
870103			0	0			1	0	8701030|8701030								
870104			0	0			1	0	8701040|8701040								
870105			0	0			1	0	8701050|8701050								
870106			0	-1			1	0	8701060|8701060			870106000	FxMb1OsirisMd000001Attack07DandaoSandR				
870107			0	0			1	0	8701070	8701060	8701060						
870108			0	-1			1	0	8701080			870108000					
870109			0	0			1	0	8701090|8701090								
870110			0	0			1	0	8701100|8701100								
870111			0	0			1	0	8701110|8701110								
870112			0	-1			1	0	8701120			870112000					
870113			0	0			1	0	8701130	8701120	8701120						
870114			0	0			1	0	8701140|8701140								1
870115			0	0			1	0	8701150|8701150								1
870116			0	-1			1	0	8701160			870116000					
870117			0	-1			1	0	8701170			870117000					
870118			0	0			1	0	8701180	8701160|8701170	8701160|8701170						
870119			0	10			99	0	8701190			870119000					
870120			0	3			99	0	8701200								1
870121			0	3			99	0	8701210|10|5			870121000	FxTongyongShihua				1
870122			0	0			99	0	8701220			870122000					
870123			0	0			99	0	8701230			870123000					
870124			0	0			99	0	8701240			870124000					
870125			0	0			1	0	8701250			870125000					
870126			0	0			1	0	8701260			870126000					
870127			0	0			1	0	8701270			870127000					
870128			0	0			99	0	8701280			870128000					
870129			0	0			1	0	8701290			870129000					
870130			0	0			99	0	8701300			870130000					
870131			0	0			99	0	8701310			870131000					
870132			0	0			1	0	8701320			870132000					
870133			0	0			1	0	8701330			870133000					
870134			0	0			99	0	8701340			870134000					
870135			0	0			1	0	8701350			870135000					
870137			0	0			99	0	8701370			870137000					
870138			0	0			1	0	8701380			870138000					
870139			0	3			1	0	8701390			870139000					
870140			0	0			1	0	8701400	8701210|8701200	8701210|8701200						1
870141			0	-1			1	0	8701410				FxMb1OsirisMd000001Attack11				
870142			0	0			1	0	8701420	8701410	8701410						1
870143			0	-1			1	0	8701430			870143000					
870144			0	2.5			1	0	8701440|8702470			870144000					1
870201			0	1			1	0	8702010			870201000					
870202			0	-1			1	0	8702020			870202000					
870203			0	10			1	0	8702030|8702030				FxMb1OsirisMd000001Attack07DandaoStart				
870204			0	-1			1	0	8702040|8702040				FxMb1OsirisMd000001Attack07DandaoHold				
870206			0	10			1	0	8702060				FxMb1OsirisMd000002Born				
870207			0	10			1	0	8702070				FxMb1OsirisMd000002BornGuadianBone068	Bone068			
870208			0	10			1	0	8702080				FxMb1OsirisMd000002BornGuadianBone070	Bone070			
870209			0	10			1	0	8702090				FxMb1OsirisMd000002BornGuadianBone078	Bone078			
870210			0	10			1	0	8702100				FxMb1OsirisMd000002BornGuadianBone072	Bone072			
870211			0	10			1	0	8702110				FxMb1OsirisMd000002BornGuadianBone074	Bone074			
870212			0	10			1	0	8702120				FxMb1OsirisMd000002BornGuadianBone076	Bone076			
870213			0	10			1	0	8702130	8702200|8702210			FxMb1OsirisMd000002Death				
870214			0	10			1	0	8702140	8702220			FxMb1OsirisMd000002DeathGuadianBone068	Bone068			
870215			0	10			1	0	8702150	8702230			FxMb1OsirisMd000002DeathGuadianBone070	Bone070			
870216			0	10			1	0	8702160	8702240			FxMb1OsirisMd000002DeathGuadianBone078	Bone078			
870217			0	10			1	0	8702170	8702250			FxMb1OsirisMd000002DeathGuadianBone072	Bone072			
870218			0	10			1	0	8702180	8702260			FxMb1OsirisMd000002DeathGuadianBone074	Bone074			
870219			0	10			1	0	8702190	8702270			FxMb1OsirisMd000002DeathGuadianBone076	Bone076			
870220			0	-1			1	0	8702200|8702200	8702060			FxMb1OsirisMd000002Stand1GuadianDummy001	Dummy001			
870221			0	-1			1	0	8702210|8702210	8702060			FxMb1OsirisMd000002Stand1GuadianRedDummy001	Dummy001			
870222			0	-1			1	0	8702220	8702070			FxMb1OsirisMd000002Stand1GuadianBone068	Bone068			
870223			0	-1			1	0	8702230	8702080			FxMb1OsirisMd000002Stand1GuadianBone070	Bone070			
870224			0	-1			1	0	8702240	8702090			FxMb1OsirisMd000002Stand1GuadianBone078	Bone078			
870225			0	-1			1	0	8702250	8702100			FxMb1OsirisMd000002Stand1GuadianBone072	Bone072			
870226			0	-1			1	0	8702260	8702110			FxMb1OsirisMd000002Stand1GuadianBone074	Bone074			
870227			0	-1			1	0	8702270	8702120			FxMb1OsirisMd000002Stand1GuadianBone076	Bone076			
870228			0	-1			1	0	8702280	8702340	8702340		FxMb1OsirisMd000002Guajian	HitCase1			
870229			0	-1			1	0	8702290	8702350	8702350		FxMb1OsirisMd000002Guajian	HitCase3			
870230			0	-1			1	0	8702300	8702360	8702360		FxMb1OsirisMd000002Guajian	HitCase2			
870231			0	-1			1	0	8702310	8702370	8702370		FxMb1OsirisMd000002Guajian	HitCase4			
870232			0	-1			1	0	8702320	8702380	8702380		FxMb1OsirisMd000002Guajian	HitCase6			
870233			0	-1			1	0	8702330	8702390	8702390		FxMb1OsirisMd000002Guajian	HitCase5			
870234			0	-1			1	0	8702340	8702280	8702280		FxMb1OsirisMd000002GuajianRed	HitCase1			
870235			0	-1			1	0	8702350	8702290	8702290		FxMb1OsirisMd000002GuajianRed	HitCase3			
870236			0	-1			1	0	8702360	8702300	8702300		FxMb1OsirisMd000002GuajianRed	HitCase2			
870237			0	-1			1	0	8702370	8702310	8702310		FxMb1OsirisMd000002GuajianRed	HitCase4			
870238			0	-1			1	0	8702380	8702320	8702320		FxMb1OsirisMd000002GuajianRed	HitCase6			
870239			0	-1			1	0	8702390	8702330	8702330		FxMb1OsirisMd000002GuajianRed	HitCase5			
870240			0	0			1	0	8702400	8702220|8702230|8702240|8702250|8702260|8702270	8702220|8702230|8702240|8702250|8702260|8702270						
870241			0	0			1	0	8702410	8702280|8702340	8702280|8702340						
870242			0	0			1	0	8702420	8702290|8702350	8702290|8702350						
870243			0	0			1	0	8702430	8702300|8702360	8702300|8702360						
870244			0	0			1	0	8702440	8702310|8702370	8702310|8702370						
870245			0	0			1	0	8702450	8702320|8702380	8702320|8702380						
870246			0	0			1	0	8702460	8702330|8702390	8702330|8702390						
870247			0	3.5			1	0	8702470|8702470			870247000					1
870248			0	1			1	0	8702480|8702480	8702490	8702490	870248000					1
870249			0	1			1	0	8702490|8702490	8702480	8702480	870249000					1
870250			0	-1			1	0	8702500			870250000					1
870251			0	0			1	0	8702510|8702510								
870252			0	0			1	0	8702520|8702520								
870253			0	-1			1	0	8702530|8702530								
870254			0	0			1	0	8702540|8702540								
870255			0	0			1	0	8702550|8702550			870255000					
870256			0	10			1	0	8702560	8702040	8702040						
870257			0	-1			1	0	8702570				FxMb1OsirisMd000002Death				
870258			0	-1			1	0	8702580				FxMb1OsirisMd000002DeathGuadianBone086	Bone086			
870259			0	-1			1	0	8702590|8702590	8702200|8702210	8702200|8702210		FxMb1OsirisMd000002Attack1GuadianBone086	Bone086			
870260			0	0			1	0	8702600	8702590	8702590						
870261			0	0			99	0	8702610			870261000					
870262			0	0			99	0	8702620			870262000					
870263			0	0			99	0	8702630			870263000					
870264			0	0			1	0	8702640			870264000					
870265			0	0			1	0	8702650			870265000					
870266			0	10			1	0	8702660				FxMb1OsirisMd000001DeathBone121	Bone121			
870301			0	-1			1	0	8703010			870301000					
870302			0	-1			1	0	8703020			870302000					
870303			0	-1			1	0	8703030			870303000					1
870304			0	-1			1	0	8703040			870304000					1
870305			0	0			1	0	8703050|8703050								
870306			0	-1			1	0	8703060|8703060			870306000	FxMb1OsirisMd000003Dun				
870307			0	0			1	0	8703070|8703070	8703060|8703110	8703060|8703110	870307000					
870308			0	-1			1	0	8703080			870308000	FxMb1OsirisMd000001Attack06Xian15				
870309			0	0			1	0	8703090|8703090								
870310			0	0			1	0	8703100	8703080	8703080						
870311			0	-1			1	0	8703110			870311000					
870312			0	-1			1	0	8703120|8703120				FxMb1OsirisMd000001Attack0602Hold				
870313			0	-1			1	0	8703130|8703130				FxMb1OsirisMd000003Stand1				
870314			0	-1			1	0	8703140				FxMb1OsirisMd000003Attack1				
870315			0	5			1	0	8703150				FxMb1OsirisMd000003Born				
870316			0	1.8			1	0	8703160|8703160				FxMb1OsirisMd000001Attack0602Start				
870317			0	1.8			1	0	8703170|8703170				FxMb1OsirisMd000001Attack0602Exit				
