Id	Name	Desc	Delay	Duration	EffectType	AffixId	Limit	Cd	Kind	Cover	Mutex	Magic	Effect	EffectJoint	TriggerMagic	TriggerInterval	TriggerOnAdd
81500096				-1								81500097					1
81500098			2	-1								81500099					1
81500094			2	-1								81500095					1
81500092			2	-1								81500093					1
81600096				-1								81600097					1
81600098			4.3	-1								81600099					1
81600094			4.3	-1								81600095					1
81600092			4.3	-1								81600093					1
81700096				-1								81700097					1
81700098			2.4	-1								81700099					1
81700094			2.4	-1								81700095					1
81700092			2.4	-1								81700093					1
81800096				-1								81800097					1
81800098			3.3	-1								81800099					1
81800094			3.3	-1								81800095					1
81800092			3.3	-1								81800093					1
81900096				-1								81900097					1
81900098			1.2	-1								81900099					1
81900094			1.2	-1								81900095					1
81900092			1.2	-1								81900093					1
83100096				-1								83100097					1
83100098			0.05	-1								83100099					1
83100094			0.05	-1								83100095					1
83100092			0.05	-1								83100093					1
83110096			4.17	-1								83110097					1
83110098			4.17	-1								83110099					1
83110094			4.17	-1								83110095					1
83110092			4.17	-1								83110093					1
90020096			2.47	-1								90020097					1
90020098			2.47	-1								90020099					1
90020094			2.47	-1								90020095					1
90020092			2.47	-1								90020093					1
