Id	Type	Time	HoverTime	ImmuneHitTime	Speed	MoveTime	HitFlyHeight1	HitFlyHeight2	HitFlyTime1	HitFlyTime2	HitFlyTime3	OriginType	ImmuneHitValue	Acceleration
992101011	2	0.8	0.2									1	0	
992102011	2	0.8	0.2									1	0	
992102021	2	0.8	0.2									1	0	
992102031	2	0.8	0.2									1	0	
992103011	2	0.8	0.2									1	0	
992104011	2	0.8	0.2									1	0	
992105011	2	0.8	0.2									1	0	
992105021	2	0.8	0.2									1	0	
992105031	2	0.8	0.2									1	0	
992105041	2	0.8	0.2									1	0	
992105051	2	0.8	0.2									1	0	
992105061	2	0.8	0.2									1	0	
970102011	5	0.3	0.2		2	0.2						1		-10
970102021	6	0.3	0.2		2	0.2						1		-10
970103011	2	0.8	0.2									1	0	
970104111	1	0.2	0.2									1	0	
970104121	1	0.2	0.2									1	0	
970104131	1	0.2	0.2									1	0	
970104141	1	0.2	0.2									1	0	
970104151	1	0.2	0.2									1	0	
970202011	5	0.8	0.2		2	0.2						1		-10
970202021	6	0.8	0.2		2	0.2						1		-10
970203011	2	0.8	0.2									1	0	
970204111	1	0.2	0.2									1	0	
970204121	1	0.2	0.2									1	0	
970204131	1	0.2	0.2									1	0	
970204141	1	0.2	0.2									1	0	
970204151	1	0.2	0.2									1	0	
992301011	1	0.8	0.2									1	0	
992302011	1	0.8	0.2									1	0	
992304011	4	0.8	0.2	2	5	1						1	3	
903501011	1	0.8	0.2		5	0.2						1	0	
903506041	3	0.4	0.2		15	0.5	0.6	0.1	0.25	0.05	0.1	1	1	-15
903507041	1	0.8	0.2									1	0	
903508041	3	0.5	1		5	1	0	0.25	0.1	0.2	0.2	1	1	
903511011	1	0.8	0.2		5	0.2						1	0	
