Id	Type	Time	HoverTime	ImmuneHitTime	Speed	MoveTime	HitFlyHeight1	HitFlyHeight2	HitFlyTime1	HitFlyTime2	HitFlyTime3	OriginType	ImmuneHitValue	Acceleration
101801011	2	1	0.3									1	0	
101802011	6	1	0.3									1		
101803011	2	1	0.3									1	0	
101803021	1	1	0.3									1	0	
101804011	6	1	0.3									1		
101804021	6	1	0.3		8	0.15						1		-8
101805011	1	1	0.3									1	0	
101805021	5	1	0.3									1		
101806021	5	1	0.3		2	0.1						1		-2
101807021	5	1	0.3		2	0.1						1		-2
101808021	5	1	0.3		2	0.1						1		-2
101808041	3	1	0.3				1.2	0.25	0.2	0.6	0.2	1	3	
101809011	1	1	0.3									1	0	
101810011	1	1	0.3									1	0	
101811011	1	1	0.3									1	0	
101812011	1	1	0.3									1	0	
101812021	2	1	0.3									1	0	
101812031	1	1	0.3									1	0	
101813011	1	1	0.3									1	0	
101813021	2	1	0.3									1	0	
101813031	1	1	0.3									1	0	
101814011	1	1	0.3									1	0	
101814021	2	1	0.3									1	0	
101814031	1	1	0.3									1	0	
101814041	3	1	0.3		3	1	1.2	0.1	0.5	0.1	0.4	1	3	
101815091	6	1	0.3									1		
101815101	1	1	0.3									1	0	
101815111	2	1	0.3									1	0	
101815121	3	1	0.3				1.2	0.1	0.5	0.1	0.4	1	3	
101819021	5	1	0.3		2	0.1						1		-2
101819041	3	1	0.3				1.2	0.25	0.2	0.6	0.2	1	3	
101822031	5	1	0.3									1		
101822041	3	1	0.3				1.2	0.1	0.5	0.1	0.4	1	3	
101823011	4	1	0.3	2	6	0.4						1	3	-15
101823021	5	1	0.3									1		
101824011	2	1	0.3									1	0	
101825011	6	1	0.3									1		
101825021	6	1	0.3		8	0.15						1		-8
102801011	5	1	0.3		2	0.1						1		-2
102802011	1	1	0.3									1	0	
102803011	1	1	0.3									1	0	
102803021	2	1	0.3									1	0	
102803031	1	1	0.3									1	0	
102804021	5	1	0.3									1		
100901011	6	1	0.3									1		
100902011	1	1	0.3									1	0	
100902021	5	1	0.3		5	0.15						1		-10
100902041	1	1	0.3									1	0	
100903011	2	1	0.3									1	0	
100903021	2	1	0.3									1	0	
100904011	2	1	0.3									1	0	
100904021	1	1	0.3									1	0	
100904031	2	1	0.3									1	0	
100904041	1	1	0.3									1	0	
100904051	2	1	0.3									1	0	
100904061	6	1	0.3									1		
100905011	6	1	0.3									1		
100905021	6	1	0.3									1		
100905031	4	1	0.3	2								1	3	
100905061	5	1	0.3									1		
100905071	5	1	0.3									1		
100906011	6	1	0.3									1		
100906021	6	1	0.3									1		
100906031	4	1	0.3	2								1	3	
100906061	5	1	0.3									1		
100906071	5	1	0.3									1		
100907011	6	1	0.3									1		
100907021	6	1	0.3									1		
100907031	4	1	0.3	2								1	3	
100907061	6	1	0.3									1		
100907071	5	1	0.3									1		
100908011	2	1	0.3		40	0.05						1	0	-80
100908021	2	1	0.3									1	0	
100908031	2	1	0.3									1	0	
100909011	2	1	0.3		40	0.05						1	0	-80
100909021	2	1	0.3									1	0	
100909031	2	1	0.3									1	0	
100910011	2	1	0.3		40	0.05						1	0	-80
100910021	2	1	0.3									1	0	
100910031	2	1	0.3									1	0	
100911011	3	1	0.3		8	0.3	1.5	0.1	0.4	0.2	0.4	1	3	-10
100911041	1	1	0.3									1	0	
100912011	3	1	0.3		8	0.3	1.5	0.1	0.4	0.2	0.4	1	3	-10
100912041	1	1	0.3									1	0	
100913011	3	1	0.3		8	0.3	1.5	0.1	0.4	0.2	0.4	1	3	-10
100913041	1	1	0.3									1	0	
100914021	1	1	0.3									1	0	
100914031	5	1	0.3									1		
100914041	6	1	0.3									1		
100914051	5	1	0.3									1		
100914061	6	1	0.3									1		
100914071	5	1	0.3									1		
100914081	6	1	0.3									1		
100914091	5	1	0.3									1		
100914101	6	1	0.3									1		
100914121	4	1	0.3	2	12	0.3						1	3	-3
100918011	3	1	0.3		10	0.1	1.5	0.1	0.5	0.1	0.4	1	3	-10
100918041	1	1	0.3									1	0	
100921031	2	1	0.3									1	0	
100921041	3	1	0.3		8	0.2	1.5	0.1	0.5	0.1	0.4	1	3	-8
100923011	1	1	0.3									1	0	
100924031	4	1	0.3	2	60	0.25						1	3	-240
