Id	Name	Desc	Delay	Duration	EffectType	AffixId	Limit	Cd	Kind	Cover	Mutex	Magic	Effect	EffectJoint	TriggerMagic	TriggerInterval	TriggerOnAdd
800000			0	-1			1	0	8000000|8000003								
800001			0	-1			1	0	8000010|8000013			800001000					
800002			0	-1			1	0	8000020			800002000	FxTongyongBati	Root			
800004			0	-1			1	0	8000040|8000043			800004000					
800005			0	-1			1	0	8000050			800005000					
800006			0	-1			1	0	8000060			800006000					
800007			0	3			1	0	8000070			800007000					
800008			0	-1			1	0	8000080			800008000					
800009			0	-1			1	0	8000090			800009000					
800011			0	-1			1	0	8000110				FxJiantou02	Root			
800012			0	-1			1	0	8000120			800012000					
800013			0	-1			1	0	8000130			800013000					
800014			0	-1			1	0	8000140			800014000		Root			
800015			0	-1	8		1	0	8000150|8000150				FxTongyongBati	Root			
800016			0	-1			1	0	8000160			800016000					
800017			0	-1			1	0	8000170				FxTongyongYinshen				
800018			0	-1			1	0	8000180				FxTongyongYinshen02				
800019			0	-1			1	0	8000190			800019000					
800031			0	-1			1	0	8000310			800031000					
800032			0	-1			1	0	8000320			800032000					
800033			0	-1			1	0	8000330	8000310|8000320							
800041			0	-1			1	0	8000410			800041000					
800042			0	-1			1	0	8000420			800042000					
800043			0	0			1	0	8000430	8000440|8000450|8000460|8000470							
800044			0	-1			1	0	8000440|8000443|1000	1000410	1000410	800044000					
800045			0	-1			1	0	8000450|8000453			800045000					
800046			0	-1			1	0	8000460|8000463			800046000					
800047			0	-1			1	0	8000470|8000473			800047000					
800048			0	-1			1	0	8000480			800048000					
800049			0	-1			1	0	8000490|8000493			800049000					
800050			0	0			1	0	8000500	8000490|8000410							
800051			0	1.4			1	0	8000510			800051000					
800052			0.2	-1			1	0	8000520			800052000	FxQte	Root			
800053			0.2	-1			1	0	8000530	8000520	8000520		FxQte	Root			
800054			0	0.5			1	0	8000540			800054000					
800055			0	0.5			1	0	8000550			800055000					
800056			0	-1			1	0	8000560			800056000					
800057			0	-1			1	0	8000570			800057000					
800058			0	-1			1	0	8000580			800058000					
800059			0	-1			1	0	8000590			800059000					
800061			0	-1			-1	0	8000610			800061000					
800062			0	-1			-1	0	8000620			800062000					
800063			0	-1			-1	0	8000630			800063000					
800064			0	-1			-1	0	8000640			800064000					
800065			0	-1			-1	0	8000650			800065000					
800066			0	-1			-1	0	8000660			800066000					
800067			0	-1			-1	0	8000670			800067000					
800072			0	0			1	0	8000720			800072000	FxDropCureBeHit	HitCase			
800073			0	5			1	0	8000730			800073000					
800074			0	5			1	0	8000740			800074000					
800075			0	5			1	0	8000750			800075000					
800076			0	5			1	0	8000760			800076000					
800090			0	3			1	0	8000900			800090000					
800091			0	0.5			1	0	8000910|8000913				FxJiaohuChenggong	Root			
800092			0	1			1	0	8000920|8000923	8000920|8000930|8000940|8000950|8000960			FxJiaohuShibai	Root			
800093			0	0.55			1	0	8000930|8000933			800093000		Root			
800094			0	1.05			1	0	8000940|8000943			800094000	FxJindutiao1s	Root			
800095			0	2.05			1	0	8000950|8000953			800095000	FxJindutiao2s	Root			
800096			0	3.05			1	0	8000960|8000963			800096000	FxJindutiao3s	Root			
800097			0	5.05			1	0	8000970|8000973			800097000	FxJindutiao5s	Root			
800098			0	60.05			1	0	8000980|8000983				FxJindutiao60s	Root			
