Id	StageId	Title	WebUrl	Icon	TeachIcon	Description
1011002	30030301	控弹	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	Assets/Product/Texture/Image/IconGuide/GuideR2Li.png	消除黄球后，下次红球子弹额外附加爆炎效果，造成额外小范围火属性伤害。
1021001	30030301	红莲-双刀术	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	Assets/Product/Texture/Image/IconGuide/GuideR1Luxiya.png	任意3消后，4秒内再次消除红色信号时，露西亚进入爆发状态，将使用双刀术代替普通攻击。
1031001	30030301	核心激光	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	Assets/Product/Texture/Image/IconGuide/GuideR1Lifu.png	任意3消后，再次消除红球时，将触发核心激光，造成10段大范围物理伤害。
1041002	30030301	饶恕箭筒	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAolisuo1.png	Assets/Product/Texture/Image/IconGuide/GuideR2Bianka.png	每次3消将会储存一只能量箭矢，最多储存3只，下次释放必杀时将储存的能量箭一齐发出，造成额外物理伤害。
1051001	30030301	EX-切割风暴	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1.png	Assets/Product/Texture/Image/IconGuide/GuideR2Yongyechao.png	任意3消后，再次消除黄球时，将释放EX-切割风暴，对周围的敌人持续攻击8次，造成大量物理伤害。
1061002	30030301	攻防律动	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	Assets/Product/Texture/Image/IconGuide/GuideR2Shenwei.png	成功格挡伤害将立即反击并发射剑气，对敌人造成物理伤害。
1071002	30030301	炮斗战术	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1.png	Assets/Product/Texture/Image/IconGuide/GuideR2Kalienina.png	3次3消或释放必杀技后，卡列尼娜进入爆发状态，下次普通攻击将用远程炮击攻击，持续3秒。
1081002	30030301	疾驰幻影	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1.png	Assets/Product/Texture/Image/IconGuide/GuideR2Dubian.png	每次3消击中的敌人将被标记，再次3消攻击被标记的敌人时，将释放5个能量分身攻击，之后分身将持续存在5秒，每次普通攻击时，都将命令能量分身攻击一次。
1031002	30030301	逆白鹭领域	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1S.png	Assets/Product/Texture/Image/IconGuide/GuideR2Lifu.png	普通攻击和红球攻击标记的敌人，有概率召唤引雷，造成雷属性伤害。触发4次引雷后，第5次将召唤EX引雷，对敌人造成雷属性伤害，并治疗区域内友方单位。
1021002	30030301	红莲-引雷舞	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1S.png	Assets/Product/Texture/Image/IconGuide/GuideR2Luxiya.png	蓝球技能和黄球技能会标记敌人，攻击被露西亚标记的敌人时，根据敌人被标记的层数，有概率引发落雷攻击目标，造成雷属性伤害。
1061003	30030301	战意	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1SS.png	Assets/Product/Texture/Image/IconGuide/GuideR3Shenwei.png	3消额外获得10点能量。暗影状态下，受到物理和暗影伤害减少。
1031003	30030301	女神连接系统	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1SS.png	Assets/Product/Texture/Image/IconGuide/GuideR3Lifu.png	攻击被标记的敌人时，有概率触发光罚，造成物理伤害。每触发第5次光罚时，将触发一次以自身为中心的范围治疗效果。任意三消时，也会触发一次以自身为中心的范围治疗效果。
1011003	30030301	时空射击	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1SS.png	Assets/Product/Texture/Image/IconGuide/GuideR3Li.png	任意3消后，再次消除红球时，将召唤多个空间子弹协助射击。
1071003	30030301	热能系统	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1SS.png	Assets/Product/Texture/Image/IconGuide/GuideR3Kalienina.png	热能系统：释放指定技能将获得热能。热能大于50%时，所有技能获得强化，处于热能状态时，火属性伤害增加。
1051003	30030301	超频共振	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1SS.png	Assets/Product/Texture/Image/IconGuide/GuideR3Yongyechao.png	核心被动：释放必杀技后，七实进入超频状态，普通攻击将转化为超频攻击，造成火属性伤害。并使命中的目标降低火属性抗性。
