Id	Key[1]	Key[2]	Key[3]	Key[4]	Key[5]	Key[6]	Key[7]	Key[8]	Key[9]	Key[10]	Key[11]	Key[12]	Key[13]	Key[14]	Key[15]	Key[16]	Key[17]	Key[18]	Key[19]	Key[20]	Key[21]	Key[22]	Key[23]	Key[24]	Key[25]	Key[26]	Key[27]	Key[28]	Key[29]	Key[30]	Key[31]	Key[32]	Key[33]	Key[34]	Key[35]	Key[36]	Key[37]	Key[38]	Key[39]	Key[40]	Key[41]	Key[42]	Key[43]	Key[44]	Key[45]	Key[46]	Key[47]	Key[48]	Key[49]	Key[50]	Key[51]	Key[52]	Key[53]	Key[54]	Key[55]	Key[56]	Key[57]	Key[58]	Key[59]	Key[60]	Key[61]	Key[62]	Key[63]	Key[64]	Key[65]	Key[66]	Key[67]	Key[68]	Key[69]	Key[70]	Key[71]	Key[72]	Key[73]	Key[74]	Key[75]	Key[76]	Key[77]	Key[78]	Key[79]	Key[80]
102201	3|Cast|10220101	1|Effect|FxR3LuxiyaAttack01||	44|Effect|FxR3LuxiyaShoudao|WeaponCase1|1																																																																													
102202	4|Cast|10220201	7|Cast|10220202	1|Effect|FxR3LuxiyaAttack02||1	62|Effect|FxR3LuxiyaShoudao|WeaponCase1|1																																																																												
102203	4|Cast|10220301	10|Cast|10220302	16|Cast|10220303	1|Effect|FxR3LuxiyaAttack03||1	59|Effect|FxR3LuxiyaShoudao|WeaponCase1|1																																																																											
102204	3|Cast|10220401	7|Cast|10220402	12|Cast|10220403	1|Effect|FxR3LuxiyaAttack04||1																																																																												
102205	6|Cast|10220501	12|Cast|10220502	21|Cast|10220503	1|Effect|FxR3LuxiyaAttack05||1	54|Effect|FxR3LuxiyaShoudao|WeaponCase1|1	4|Magic|102270|0	4|Magic|102272|0	11|Magic|102271|0	12|Magic|102273|0																																																																							
102206	3|Cast|10220601	1|Effect|FxR3LuxiyaAttack01||	44|Effect|FxR3LuxiyaShoudao|WeaponCase1|1	1|Move|20|0.1|																																																																												
102207	1|Cast|10220701	1|Magic|100029|0	4|Cast|10220703	3|Magic|102270|0	3|Magic|102272|0	23|Magic|102271|0	24|Magic|102273|0	3|Magic|102274|0	3|Magic|102275|0	18|Magic|102276|0	0|Magic|102277|0	26|Magic|102278|0	4|Shake|2|0.35|-1|10|0.25|3	6|Shake|2|0.35|-1|10|0.25|4	9|Shake|2|0.35|-1|10|0.25|5	2|Magic|102215|0	41|Effect|FxR3LuxiyaShoudao|WeaponCase1|1																																																															
102208	1|Cast|10220801	1|Magic|100030|0	4|Cast|10220803	3|Magic|102270|0	3|Magic|102272|0	23|Magic|102271|0	24|Magic|102273|0	3|Magic|102274|0	3|Magic|102275|0	18|Magic|102276|0	0|Magic|102277|0	26|Magic|102278|0	4|Shake|2|0.35|-1|10|0.25|3	6|Shake|2|0.35|-1|10|0.25|4	9|Shake|2|0.35|-1|10|0.25|5	2|Magic|102215|0	41|Effect|FxR3LuxiyaShoudao|WeaponCase1|1																																																															
102209	1|Cast|10220901	1|Magic|100031|0	4|Cast|10220903	3|Magic|102270|0	3|Magic|102272|0	23|Magic|102271|0	24|Magic|102273|0	3|Magic|102274|0	3|Magic|102275|0	18|Magic|102276|0	0|Magic|102277|0	26|Magic|102278|0	4|Shake|2|0.35|-1|10|0.25|3	6|Shake|2|0.35|-1|10|0.25|4	9|Shake|2|0.35|-1|10|0.25|5	3|Magic|102215|0	22|Shake|2|0.5|-1|10|0.25|6	41|Effect|FxR3LuxiyaShoudao|WeaponCase1|1																																																														
102210	1|Cast|10221001	7|Cast|10221002	45|Effect|FxR3LuxiyaShoudao|WeaponCase1|1	7|Magic|102223|0	7|Magic|102226|0	1|Magic|100029|0																																																																										
