Role	State	Target	TransitionDuration
MoActMd15	AnyState	Born	0
MoActMd15	AnyState	Stand2	0
MoActMd15	AnyState	Stand1	0
MoActMd15	AnyState	Standchange	0
MoActMd15	AnyState	Run	0
MoActMd15	AnyState	Walk	0
MoActMd15	AnyState	Death	0
MoActMd15	AnyState	Hit1	0
MoActMd15	AnyState	Hit2	0
MoActMd15	AnyState	Behitfly	0
MoActMd15	AnyState	Hover	0
MoActMd15	AnyState	Hoverhit	0
MoActMd15	AnyState	Falldown	0
MoActMd15	AnyState	Hitdown	0
MoActMd15	AnyState	Lieonfloor	0
MoActMd15	AnyState	Standup	0
MoActMd15	AnyState	Straight	0
MoActMd15	AnyState	Stun	0
MoActMd15	AnyState	TurnLeft	0
MoActMd15	AnyState	TurnRight	0
MoActMd15	AnyState	StraightBefore	0
MoActMd15	AnyState	StraightAfter	0
MoActMd15	AnyState	Attack01	0
MoActMd15	AnyState	Attack02	0
MoActMd15	AnyState	Attack03	0
MoActMd15	AnyState	Attack04	0
MoActMd15	AnyState	Move1	0
MoActMd15	AnyState	Move2	0
MoActMd15	AnyState	Move3	0
MoActMd15	Stand2	Standchange	0
MoActMd15	Stand2	Run	0
MoActMd15	Stand2	Walk	0
MoActMd15	Stand1	Run	0
MoActMd15	Stand1	Walk	0
MoActMd15	Standchange	Stand1	0
MoActMd15	Standchange	Run	0
MoActMd15	Standchange	Walk	0
MoActMd15	Run	Stand2	0
MoActMd15	Walk	Stand2	0
MoActMd15	Hit1	Stand2	0
MoActMd15	Hit2	Stand2	0
MoActMd15	Behitfly	Hover	0
MoActMd15	Behitfly	Falldown	0
MoActMd15	Hover	HoverHit	0
MoActMd15	Hoverhit	Hover	0
MoActMd15	Falldown	Lieonfloor	0
MoActMd15	Hitdown	Lieonfloor	0
MoActMd15	Lieonfloor	Standup	0
MoActMd15	Standup	Stand2	0
MoActMd15	Straight	Stand2	0
MoActMd15	Stun	Stand2	0
MoActMd15	TurnLeft	Stand2	0
MoActMd15	TurnRight	Stand2	0
