Id	CharacterId	ResourcesId	Name	Quality	Description	WorldDescription	Icon	BigIcon	SkipIdParams[0]	SkipIdParams[1]	SkipIdParams[2]	SkipIdParams[3]	SkipIdParams[4]	Priority	ItemKey	ItemCount	SmallHeadIcon	BigHeadIcon	RoundnessNotItemHeadIcon	RoundnessHeadIcon	BigRoundnessHeadIcon	HalfBodyImage	RoleCharacterBigImage	RoundnessNotItemHeadIconLiberation	SmallHeadIconLiberation	BigHeadIconLiberation
6110101	1011002	1010101	泛用式	1	初始系列——里·异火	构造体生产出来时配给的服装。	Assets/Product/Texture/Image/IconToolsSp/Clo10110010101Sp.png	Assets/Product/Texture/Image/IconTools/Clo10110010101.png	10017					1000	32	3	Assets/Product/Texture/Image/Role/RoleHeadLi.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	Assets/Product/Texture/Image/Role/RoleHeadLi3.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadLi2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadLi2.png	Assets/Product/Texture/Image/RoleStory/LiangNomal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigLiangNomal01.png	Assets/Product/Texture/Image/Role/RoleHeadLi5.png	Assets/Product/Texture/Image/Role/RoleHeadLi6.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi2.png
6110102	1011002	1010102	泛用式·改	2	初始系列——里·异火	构造体进行解放后，获得权限根据爱好修改的服装。	Assets/Product/Texture/Image/IconToolsSp/Clo10110010102Sp.png	Assets/Product/Texture/Image/IconTools/Clo10110010102.png	10017					990	32	6	Assets/Product/Texture/Image/Role/RoleHeadLi.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	Assets/Product/Texture/Image/Role/RoleHeadLi3.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadLi2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadLi2.png	Assets/Product/Texture/Image/RoleStory/LiangNomal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigLiangNomal01.png	Assets/Product/Texture/Image/Role/RoleHeadLi5.png	Assets/Product/Texture/Image/Role/RoleHeadLi6.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi2.png
6110103	1011002	1010103	泛用式·终	2	初始系列——里·异火	构造体解放到最高后，根据个人意愿修改的服装，完好的体现了本人意识海的特征。	Assets/Product/Texture/Image/IconToolsSp/Clo10110010103Sp.png	Assets/Product/Texture/Image/IconTools/Clo10110010103.png	10017					980	32	9	Assets/Product/Texture/Image/Role/RoleHeadLi.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	Assets/Product/Texture/Image/Role/RoleHeadLi3.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadLi2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadLi2.png	Assets/Product/Texture/Image/RoleStory/LiangNomal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigLiangNomal01.png	Assets/Product/Texture/Image/Role/RoleHeadLi5.png	Assets/Product/Texture/Image/Role/RoleHeadLi6.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi2.png
6110104	1011002	1010104	灰羽·异火	5	灰羽·灰鸦小队 基地服系列——里·异火	为所有和灰鸦小队结下羁绊的构造体们量身定做的制服，也是出席基地中各种重要仪式活动时的正式着装。	Assets/Product/Texture/Image/IconToolsSp/Clo10110090102Sp.png	Assets/Product/Texture/Image/IconTools/Clo10110090102.png	10016					975	32	21	Assets/Product/Texture/Image/Role/RoleHeadLi.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	Assets/Product/Texture/Image/Role/RoleHeadLi3.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadLi2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadLi2.png	Assets/Product/Texture/Image/RoleStory/LiangNomal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigLiangNomal01.png	Assets/Product/Texture/Image/Role/RoleHeadLi5.png	Assets/Product/Texture/Image/Role/RoleHeadLi6.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi2.png
6210101	1021001	1020101	泛用式	1	初始系列——露西亚·红莲	构造体生产出来时配给的服装。	Assets/Product/Texture/Image/IconToolsSp/Clo10210010101Sp.png	Assets/Product/Texture/Image/IconTools/Clo10210010101.png	10017					970	32	3	Assets/Product/Texture/Image/Role/RoleHeadluxiya.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya3.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadluxiya2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadluxiya2.png	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigLuxiyaNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya5.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya6.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya2.png
6210102	1021001	1020102	泛用式·改	2	初始系列——露西亚·红莲	构造体进行解放后，获得权限根据爱好修改的服装。	Assets/Product/Texture/Image/IconToolsSp/Clo10210010102Sp.png	Assets/Product/Texture/Image/IconTools/Clo10210010102.png	10017					960	32	6	Assets/Product/Texture/Image/Role/RoleHeadluxiya.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya3.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadluxiya2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadluxiya2.png	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigLuxiyaNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya5.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya6.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya2.png
6210103	1021001	1020103	泛用式·终	2	初始系列——露西亚·红莲	构造体解放到最高后，根据个人意愿修改的服装，完好的体现了本人意识海的特征。	Assets/Product/Texture/Image/IconToolsSp/Clo10210010103Sp.png	Assets/Product/Texture/Image/IconTools/Clo10210010103.png	10017					950	32	9	Assets/Product/Texture/Image/Role/RoleHeadluxiya.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya3.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadluxiya2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadluxiya2.png	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigLuxiyaNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya5.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya6.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya2.png
6210104	1021001	1020104	破晓	5	地平线系列——露西亚·红莲	光滑贴身的设计极大降低了阻力，隐秘而热情的剪裁与配色，让露西亚化身穿破夜幕的曙光。	Assets/Product/Texture/Image/IconToolsSp/Clo10210090301Sp.png	Assets/Product/Texture/Image/IconTools/Clo10210090301.png	10008					940	32	33	Assets/Product/Texture/Image/Role/RoleHeadluxiya.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya3.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadluxiya2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadluxiya2.png	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigLuxiyaNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya5.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya6.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya2.png
6210105	1021001	1020105	灰羽·红莲	5	灰羽·灰鸦小队 基地服系列——露西亚·红莲	为所有和灰鸦小队结下羁绊的构造体们量身定做的制服，也是出席基地中各种重要仪式活动时的正式着装。	Assets/Product/Texture/Image/IconToolsSp/Clo10210090302Sp.png	Assets/Product/Texture/Image/IconTools/Clo10210090302.png	10016					935	32	33	Assets/Product/Texture/Image/Role/RoleHeadluxiya.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya3.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadluxiya2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadluxiya2.png	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigLuxiyaNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya5.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya6.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya2.png
6210106	1021001	1020106	雨街漫步	5	新生活系列——露西亚·红莲	露西亚漫步在空气清新的雨后街道上，防水的透明高分子材料上反射着商店橱窗中迷幻的光彩。	Assets/Product/Texture/Image/IconToolsSp/Clo10210090303Sp.png	Assets/Product/Texture/Image/IconTools/Clo10210090303.png	10019					933	32	10	Assets/Product/Texture/Image/Role/RoleHeadluxiya.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya3.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadluxiya2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadluxiya2.png	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigLuxiyaNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya5.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya6.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya2.png
