Info	Key	X	Y
90090001	PB1	6683	1265
90090001	B101	6643	6415
90090001	B102	6647	6413
30110108	PB1	6708	2018
30110108	B101	6643	6415
30110108	S1	6821	3352
20000401	PB1	6722	4000
20000401	PB2	6522	4000
20000401	PB3	6922	4000
20000401	PB4	6322	4000
20000401	PB5	7122	4000
20000401	B101	6722	3500
20000401	B102	6522	3500
20000401	B103	6922	3500
20000401	B104	6322	3500
20000401	B105	7122	3500
20000401	ZS1	6724	2430
20000401	ZS2	6524	2430
20000401	ZS3	6924	2430
20000401	ZS4	6324	2430
20000401	ZS5	7124	2430
20000401	ZX1	6722	2430
20000401	ZX2	6722	4354
20000401	ZX3	6722	508
20000401	ZX4	5622	2430
20000401	ZX5	7816	2430
30110107	PB1	6500	2080
30110107	B101	6855	3568
30110107	S1	6734	2781
30110107	L101	6762	4061
30110107	L102	6769	3352
30110107	L103	6710	2682
30110107	L104	6734	1949
30110107	L105	7845	4448
30110107	C101	6738	4676
30110107	C102	6127	4692
30110107	C103	7460	4746
30110107	C104	7161	4684
30110107	C105	7866	4522
30110107	C106	5219	2612
30110107	C107	5101	1910
30110107	C108	4894	1039
30110107	C109	6662	199
30110107	C110	7903	4074
30110107	C111	8414	259
30110107	C112	8213	1611
30110107	F101	6480	3747
30110107	F102	4228	3376
30110107	F103	4021	2673
30110107	B999	15752	203
