Id	Key[1]	Key[2]	Key[3]	Key[4]	Key[5]	Key[6]	Key[7]	Key[8]	Key[9]	Key[10]	Key[11]	Key[12]	Key[13]	Key[14]	Key[15]	Key[16]	Key[17]	Key[18]	Key[19]	Key[20]	Key[21]	Key[22]	Key[23]	Key[24]	Key[25]	Key[26]	Key[27]	Key[28]	Key[29]	Key[30]	Key[31]	Key[32]	Key[33]	Key[34]	Key[35]	Key[36]	Key[37]	Key[38]	Key[39]	Key[40]	Key[41]	Key[42]	Key[43]	Key[44]	Key[45]	Key[46]	Key[47]	Key[48]	Key[49]	Key[50]	Key[51]	Key[52]	Key[53]	Key[54]	Key[55]	Key[56]	Key[57]	Key[58]	Key[59]	Key[60]	Key[61]	Key[62]	Key[63]	Key[64]	Key[65]	Key[66]	Key[67]	Key[68]	Key[69]	Key[70]	Key[71]	Key[72]	Key[73]	Key[74]	Key[75]	Key[76]	Key[77]	Key[78]	Key[79]	Key[80]
995101	15|Cast|99510101	0|Effect|FxMe1BioMd004050Attack01||																																																																														
995102	15|Cast|99510201	0|Turn|300|1.3|1	0|Effect|FxMe1BioMd004050Attack01|Bip001Prop1|1																																																																													
995103	15|Cast|99510301	0|Turn|300|1.3|1	0|Effect|FxMe1BioMd004050Attack01|Bip001Prop1|1																																																																													
995104	47|Cast|99510401	57|Cast|99510402	67|Cast|99510403																																																																													
995105	34|Cast|99510501																																																																															
995106	0|Turn|300|0.7|1	28|Cast|99510602	28|Effect|FxMe1BioMd004050Attack01||1																																																																													
903701	32|Cast|90370101	0|Turn|80|1.5|1	0|Effect|FxMe1BioMd004050Attack01||1	8|Magic|995204|0	33|Magic|995203|0	22|Cast|90370106																																																																										
903702	15|Cast|90370201	0|Turn|120|0.7|1	0|Effect|FxMe1BioMd004050Attack02||1	3|Magic|995204|0	16|Magic|995203|0	5|Cast|90370206																																																																										
903703	28|Cast|90370301	0|Turn|70|1.4|1	0|Effect|FxMe1BioMd004050Attack03||1	0|Cast|90370305	28|Cast|90370306	3|Magic|995204|0	29|Magic|995203|0																																																																									
903704	17|Cast|90370401	0|Turn|120|0.4|1	0|Effect|FxMe1BioMd004050Attack04||	6|Effect|FxYubei02|Bip001Neck|1	0|Magic|995202|0																																																																											
903705	17|Cast|90370501	5|Move|-17|0.35|	0|Turn|120|0.8|1	0|Effect|FxMe1BioMd004050Attack05||	3|Magic|995204|0	18|Magic|995203|0	0|Magic|995202|0	15|Cast|90370508																																																																								
903751	17|Cast|90375101	4|Move|20|0.4|	0|Turn|720|0.8|1	0|Magic|800706|0																																																																												
903752	17|Cast|90375201	4|Move|-20|0.4|	0|Turn|720|0.8|1	0|Magic|800706|0																																																																												
903755	15|Cast|90375501	0|Turn|720|0.7|1	0|Effect|FxMe1BioMd004050Attack02||1	3|Magic|995204|0	16|Magic|995203|0																																																																											
903756	14|Cast|90375601	16|Cast|90375602	0|Turn|720|0.7|1	0|Effect|FxMe1BioMd004050Attack02||1	3|Magic|995204|0	16|Magic|995203|0																																																																										
903757	15|Cast|90375701	17|Cast|90375702	19|Cast|90375703	5|Move|-17|0.35|	0|Turn|720|0.8|1	0|Effect|FxMe1BioMd004050Attack05||	3|Magic|995204|0	18|Magic|995203|0	0|Magic|995202|0																																																																							
903761	11|Cast|90376101|90376105|90376106|90376107	0|Turn|720|0.4|1	3|Effect|FxMe1BioMd004050Attack04||	0|Magic|995202|0																																																																												
903762	28|Cast|90376201|90376202|90376203	30|Cast|90376204|90376205|90376206	32|Cast|90376207|90376208|90376209|90376210	32|Cast|90376211	0|Turn|720|1.5|1	0|Effect|FxMe1BioMd004050Attack01||1	8|Magic|995204|0	33|Magic|995203|0																																																																								
903763	28|Cast|90376301|90376303|90376305	0|Turn|720|1.4|1	0|Effect|FxMe1BioMd004050Attack03||1	0|Cast|90376309	3|Magic|995204|0	29|Magic|995203|0																																																																										
904401																																																																																
904402	33|Cast|90440201	35|Cast|90440202	37|Cast|90440203	39|Cast|90440204	41|Cast|90440205	43|Cast|90440206	45|Cast|90440207	47|Cast|90440208	49|Cast|90440209	51|Cast|90440210	53|Cast|90440211	55|Cast|90440212	57|Cast|90440213	59|Cast|90440214	61|Cast|90440215	63|Cast|90440216	65|Cast|90440217	33|Effect|FxMe1CamouflageMd001002Attack02GuadianEffectCase1|EffectCase1|1	37|Effect|FxMe1CamouflageMd001002Attack02GuadianEffectCase1|EffectCase1|1	41|Effect|FxMe1CamouflageMd001002Attack02GuadianEffectCase1|EffectCase1|1	45|Effect|FxMe1CamouflageMd001002Attack02GuadianEffectCase1|EffectCase1|1	49|Effect|FxMe1CamouflageMd001002Attack02GuadianEffectCase1|EffectCase1|1	53|Effect|FxMe1CamouflageMd001002Attack02GuadianEffectCase1|EffectCase1|1	57|Effect|FxMe1CamouflageMd001002Attack02GuadianEffectCase1|EffectCase1|1	61|Effect|FxMe1CamouflageMd001002Attack02GuadianEffectCase1|EffectCase1|1	65|Effect|FxMe1CamouflageMd001002Attack02GuadianEffectCase1|EffectCase1|1	36|Shake|1|0.05|0|25|1.9|0	0|Turn|80|1.2|1	20|Effect|FxYubei02|EffectCase1|1																																																			
904403	33|Cast|90440301	35|Cast|90440302	37|Cast|90440303	39|Cast|90440304	41|Cast|90440305	43|Cast|90440306	45|Cast|90440307	47|Cast|90440308	49|Cast|90440309	51|Cast|90440310	53|Cast|90440311	55|Cast|90440312	57|Cast|90440313	59|Cast|90440314	61|Cast|90440315	63|Cast|90440316	65|Cast|90440317	33|Effect|FxMe1CamouflageMd001002Attack02GuadianEffectCase1|EffectCase1|1	37|Effect|FxMe1CamouflageMd001002Attack02GuadianEffectCase1|EffectCase1|1	41|Effect|FxMe1CamouflageMd001002Attack02GuadianEffectCase1|EffectCase1|1	45|Effect|FxMe1CamouflageMd001002Attack02GuadianEffectCase1|EffectCase1|1	49|Effect|FxMe1CamouflageMd001002Attack02GuadianEffectCase1|EffectCase1|1	53|Effect|FxMe1CamouflageMd001002Attack02GuadianEffectCase1|EffectCase1|1	57|Effect|FxMe1CamouflageMd001002Attack02GuadianEffectCase1|EffectCase1|1	61|Effect|FxMe1CamouflageMd001002Attack02GuadianEffectCase1|EffectCase1|1	65|Effect|FxMe1CamouflageMd001002Attack02GuadianEffectCase1|EffectCase1|1	36|Shake|1|0.05|0|25|1.9|0	0|Turn|80|1.2|1	20|Effect|FxYubei02|EffectCase1|1																																																			
904404	33|Cast|90440401	35|Cast|90440402	37|Cast|90440403	39|Cast|90440404	41|Cast|90440405	43|Cast|90440406	45|Cast|90440407	47|Cast|90440408	49|Cast|90440409	51|Cast|90440410	53|Cast|90440411	55|Cast|90440412	57|Cast|90440413	59|Cast|90440414	61|Cast|90440415	63|Cast|90440416	65|Cast|90440417	33|Effect|FxMe1CamouflageMd001002Attack02GuadianEffectCase1|EffectCase1|1	37|Effect|FxMe1CamouflageMd001002Attack02GuadianEffectCase1|EffectCase1|1	41|Effect|FxMe1CamouflageMd001002Attack02GuadianEffectCase1|EffectCase1|1	45|Effect|FxMe1CamouflageMd001002Attack02GuadianEffectCase1|EffectCase1|1	49|Effect|FxMe1CamouflageMd001002Attack02GuadianEffectCase1|EffectCase1|1	53|Effect|FxMe1CamouflageMd001002Attack02GuadianEffectCase1|EffectCase1|1	57|Effect|FxMe1CamouflageMd001002Attack02GuadianEffectCase1|EffectCase1|1	61|Effect|FxMe1CamouflageMd001002Attack02GuadianEffectCase1|EffectCase1|1	65|Effect|FxMe1CamouflageMd001002Attack02GuadianEffectCase1|EffectCase1|1	36|Shake|1|0.05|0|25|1.9|0	0|Turn|80|1.2|1	20|Effect|FxYubei02|EffectCase1|1																																																			
904405	31|Cast|90440501	35|Cast|90440502	39|Cast|90440503	43|Cast|90440504	47|Cast|90440505	51|Cast|90440506	31|Effect|FxMe1CamouflageMd001002Attack05GuadianEffectCase1|EffectCase1|1	35|Effect|FxMe1CamouflageMd001002Attack05GuadianEffectCase1|EffectCase1|1	39|Effect|FxMe1CamouflageMd001002Attack05GuadianEffectCase1|EffectCase1|1	43|Effect|FxMe1CamouflageMd001002Attack05GuadianEffectCase1|EffectCase1|1	47|Effect|FxMe1CamouflageMd001002Attack05GuadianEffectCase1|EffectCase1|1	51|Effect|FxMe1CamouflageMd001002Attack05GuadianEffectCase1|EffectCase1|1	0|Turn|120|0.3|1	20|Effect|FxYubei02|EffectCase1|1	31|Cast|90440515	35|Cast|90440516	39|Cast|90440517	43|Cast|90440518	47|Cast|90440519	51|Cast|90440520																																																												
904406	43|Cast|90440601	0|Effect|FxMe1CamouflageMd001002Attack06||1	43|Shake|1|0.05|0|25|0.3|0	30|Effect|FxYubei02|EffectCase1|1																																																																												
904407	5|Cast|90440701	5|Move|20|0.3|	0|Turn|500|0.5|1																																																																													
904408	27|Cast|90440801	40|Cast|90440802	58|Cast|90440803	27|Effect|FxMe1CamouflageMd001002Attack05GuadianEffectCase1|EffectCase1|1	40|Effect|FxMe1CamouflageMd001002Attack05GuadianEffectCase1|EffectCase1|1	58|Effect|FxMe1CamouflageMd001002Attack05GuadianEffectCase1|EffectCase1|1																																																																										
904409	1|Cast|90440901	1|Move|-10|0.02|0	0|Turn|30|0.02|1																																																																													
904410																																																																																
904411																																																																																
