Id	Key[1]	Key[2]	Key[3]	Key[4]	Key[5]	Key[6]	Key[7]	Key[8]	Key[9]	Key[10]	Key[11]	Key[12]	Key[13]	Key[14]	Key[15]	Key[16]	Key[17]	Key[18]	Key[19]	Key[20]	Key[21]	Key[22]	Key[23]	Key[24]	Key[25]	Key[26]	Key[27]	Key[28]	Key[29]	Key[30]	Key[31]	Key[32]	Key[33]	Key[34]	Key[35]	Key[36]	Key[37]	Key[38]	Key[39]	Key[40]	Key[41]	Key[42]	Key[43]	Key[44]	Key[45]	Key[46]	Key[47]	Key[48]	Key[49]	Key[50]	Key[51]	Key[52]	Key[53]	Key[54]	Key[55]	Key[56]	Key[57]	Key[58]	Key[59]	Key[60]	Key[61]	Key[62]	Key[63]	Key[64]	Key[65]	Key[66]	Key[67]	Key[68]	Key[69]	Key[70]	Key[71]	Key[72]	Key[73]	Key[74]	Key[75]	Key[76]	Key[77]	Key[78]	Key[79]	Key[80]
873601	0|Cast|87360101	0|Effect|FxMb1CubeMd050001Attack01Bone027|Bone027|1	17|Magic|873601|0																																																																													
873602	0|Cast|87360201	0|Effect|FxMb1CubeMd050001Attack02Bone027|Bone027|1	17|Magic|873602|0																																																																													
873603	0|Cast|87360301	0|Effect|FxMb1CubeMd050001Attack03Bone027|Bone027|1	19|Magic|873603|0																																																																													
873604	0|Effect|FxMb1CubeMd050001Attack04||	0|Effect|FxMb1CubeMd050001Attack04Bone027|Bone027|	16|Cast|87360406																																																																													
873605	0|Magic|873605|0	17|Magic|873604|0	22|Magic|873604|0	37|Magic|873604|0	0|Effect|FxMb1CubeMd050001Attack05||	0|Effect|FxMb1CubeMd050001Attack05Bone027|Bone027|																																																																										
873606	15|Cast|87360601|87360602	0|Effect|FxMb1CubeMd050001Attack06||	0|Effect|FxMb1CubeMd050001Attack06Bone027|Bone027|	13|Cast|87360606|87360607|87360608|87360609	13|Cast|87360610|87360611|87360612|87360613	13|Cast|87360614|87360615|87360616|87360617	13|Cast|87360618|87360619|87360620|87360621																																																																									
873607	16|Cast|87360702	78|Cast|87360703	104|Cast|87360704	0|Effect|FxMb1CubeMd050001Attack07||1	0|Effect|FxMb1CubeMd050001Attack07tx2|tx2|1	78|Cast|87360707	0|Effect|FxMb1CubeMd050001Attack07Dimian||1																																																																									
873608	0|Effect|FxMb1CubeMd050001Attack08||1	19|Magic|873626|0	0|Effect|FxMb1CubeMd050001Attack08tx2|tx2|1	61|Cast|87360810	0|Effect|FxMb1CubeMd050001Attack08Dilie||1																																																																											
873609	12|Turn|90|0.8|1	28|Turn|180|0.5|1																																																																														
873610	13|Turn|90|0.35|1	20|Turn|180|0.5|1																																																																														
