Id	Name	Level[1]	Level[2]	Level[3]	Level[4]	Level[5]	Level[6]	Level[7]	Level[8]	Level[9]	Level[10]	Level[11]	Level[12]	Level[13]	Level[14]	Level[15]	Level[16]	Level[17]	Level[18]	Level[19]	Level[20]	Level[21]	Level[22]	Level[23]	Level[24]	Level[25]	Level[26]	Level[27]	Level[28]	Level[29]	Level[30]
100600	Damage	2|0|6000|0|0|0|1|20000	2|0|6353|0|0|0|1|20000	2|0|6706|0|0|0|1|20000	2|0|7059|0|0|0|1|20000	2|0|7412|0|0|0|1|20000	2|0|7765|0|0|0|1|20000	2|0|8118|0|0|0|1|20000	2|0|8471|0|0|0|1|20000	2|0|8824|0|0|0|1|20000	2|0|9176|0|0|0|1|20000	2|0|9529|0|0|0|1|20000	2|0|9882|0|0|0|1|20000	2|0|10235|0|0|0|1|20000	2|0|10588|0|0|0|1|20000	2|0|10941|0|0|0|1|20000	2|0|11294|0|0|0|1|20000	2|0|11647|0|0|0|1|20000	2|0|12000|0|0|0|1|20000	2|0|12353|0|0|0|1|20000	2|0|12706|0|0|0|1|20000	2|0|13059|0|0|0|1|20000	2|0|13412|0|0|0|1|20000	2|0|13765|0|0|0|1|20000	2|0|14118|0|0|0|1|20000	2|0|14471|0|0|0|1|20000	2|0|14471|0|0|0|1|20000	2|0|14471|0|0|0|1|20000	2|0|14471|0|0|0|1|20000	2|0|14471|0|0|0|1|20000	2|0|14471|0|0|0|1|20000
100601	Damage	2|0|5000|0|0|0|1|20000	2|0|5294|0|0|0|1|20000	2|0|5588|0|0|0|1|20000	2|0|5882|0|0|0|1|20000	2|0|6176|0|0|0|1|20000	2|0|6471|0|0|0|1|20000	2|0|6765|0|0|0|1|20000	2|0|7059|0|0|0|1|20000	2|0|7353|0|0|0|1|20000	2|0|7647|0|0|0|1|20000	2|0|7941|0|0|0|1|20000	2|0|8235|0|0|0|1|20000	2|0|8529|0|0|0|1|20000	2|0|8824|0|0|0|1|20000	2|0|9118|0|0|0|1|20000	2|0|9412|0|0|0|1|20000	2|0|9706|0|0|0|1|20000	2|0|10000|0|0|0|1|20000	2|0|10294|0|0|0|1|20000	2|0|10588|0|0|0|1|20000	2|0|10882|0|0|0|1|20000	2|0|11176|0|0|0|1|20000	2|0|11471|0|0|0|1|20000	2|0|11765|0|0|0|1|20000	2|0|12059|0|0|0|1|20000	2|0|12059|0|0|0|1|20000	2|0|12059|0|0|0|1|20000	2|0|12059|0|0|0|1|20000	2|0|12059|0|0|0|1|20000	2|0|12059|0|0|0|1|20000
100602	Damage	2|0|7000|0|0|0|1|20000	2|0|7412|0|0|0|1|20000	2|0|7824|0|0|0|1|20000	2|0|8235|0|0|0|1|20000	2|0|8647|0|0|0|1|20000	2|0|9059|0|0|0|1|20000	2|0|9471|0|0|0|1|20000	2|0|9882|0|0|0|1|20000	2|0|10294|0|0|0|1|20000	2|0|10706|0|0|0|1|20000	2|0|11118|0|0|0|1|20000	2|0|11529|0|0|0|1|20000	2|0|11941|0|0|0|1|20000	2|0|12353|0|0|0|1|20000	2|0|12765|0|0|0|1|20000	2|0|13176|0|0|0|1|20000	2|0|13588|0|0|0|1|20000	2|0|14000|0|0|0|1|20000	2|0|14412|0|0|0|1|20000	2|0|14824|0|0|0|1|20000	2|0|15235|0|0|0|1|20000	2|0|15647|0|0|0|1|20000	2|0|16059|0|0|0|1|20000	2|0|16471|0|0|0|1|20000	2|0|16882|0|0|0|1|20000	2|0|16882|0|0|0|1|20000	2|0|16882|0|0|0|1|20000	2|0|16882|0|0|0|1|20000	2|0|16882|0|0|0|1|20000	2|0|16882|0|0|0|1|20000
100603	Damage	2|0|7000|0|0|0|1|20000	2|0|7412|0|0|0|1|20000	2|0|7824|0|0|0|1|20000	2|0|8235|0|0|0|1|20000	2|0|8647|0|0|0|1|20000	2|0|9059|0|0|0|1|20000	2|0|9471|0|0|0|1|20000	2|0|9882|0|0|0|1|20000	2|0|10294|0|0|0|1|20000	2|0|10706|0|0|0|1|20000	2|0|11118|0|0|0|1|20000	2|0|11529|0|0|0|1|20000	2|0|11941|0|0|0|1|20000	2|0|12353|0|0|0|1|20000	2|0|12765|0|0|0|1|20000	2|0|13176|0|0|0|1|20000	2|0|13588|0|0|0|1|20000	2|0|14000|0|0|0|1|20000	2|0|14412|0|0|0|1|20000	2|0|14824|0|0|0|1|20000	2|0|15235|0|0|0|1|20000	2|0|15647|0|0|0|1|20000	2|0|16059|0|0|0|1|20000	2|0|16471|0|0|0|1|20000	2|0|16882|0|0|0|1|20000	2|0|16882|0|0|0|1|20000	2|0|16882|0|0|0|1|20000	2|0|16882|0|0|0|1|20000	2|0|16882|0|0|0|1|20000	2|0|16882|0|0|0|1|20000
100610	Damage	11|0|10000|0|0|0|1|20000	11|0|10588|0|0|0|1|20000	11|0|11176|0|0|0|1|20000	11|0|11765|0|0|0|1|20000	11|0|12353|0|0|0|1|20000	11|0|12941|0|0|0|1|20000	11|0|13529|0|0|0|1|20000	11|0|14118|0|0|0|1|20000	11|0|14706|0|0|0|1|20000	11|0|15294|0|0|0|1|20000	11|0|15882|0|0|0|1|20000	11|0|16471|0|0|0|1|20000	11|0|17059|0|0|0|1|20000	11|0|17647|0|0|0|1|20000	11|0|18235|0|0|0|1|20000	11|0|18824|0|0|0|1|20000	11|0|19412|0|0|0|1|20000	11|0|20000|0|0|0|1|20000	11|0|20588|0|0|0|1|20000	11|0|21176|0|0|0|1|20000	11|0|21765|0|0|0|1|20000	11|0|22353|0|0|0|1|20000	11|0|22941|0|0|0|1|20000	11|0|23529|0|0|0|1|20000	11|0|24118|0|0|0|1|20000	11|0|24118|0|0|0|1|20000	11|0|24118|0|0|0|1|20000	11|0|24118|0|0|0|1|20000	11|0|24118|0|0|0|1|20000	11|0|24118|0|0|0|1|20000
100611	Damage	12|0|20000|0|0|0|1|20000	12|0|21176|0|0|0|1|20000	12|0|22353|0|0|0|1|20000	12|0|23529|0|0|0|1|20000	12|0|24706|0|0|0|1|20000	12|0|25882|0|0|0|1|20000	12|0|27059|0|0|0|1|20000	12|0|28235|0|0|0|1|20000	12|0|29412|0|0|0|1|20000	12|0|30588|0|0|0|1|20000	12|0|31765|0|0|0|1|20000	12|0|32941|0|0|0|1|20000	12|0|34118|0|0|0|1|20000	12|0|35294|0|0|0|1|20000	12|0|36471|0|0|0|1|20000	12|0|37647|0|0|0|1|20000	12|0|38824|0|0|0|1|20000	12|0|40000|0|0|0|1|20000	12|0|41176|0|0|0|1|20000	12|0|42353|0|0|0|1|20000	12|0|43529|0|0|0|1|20000	12|0|44706|0|0|0|1|20000	12|0|45882|0|0|0|1|20000	12|0|47059|0|0|0|1|20000	12|0|48235|0|0|0|1|20000	12|0|48235|0|0|0|1|20000	12|0|48235|0|0|0|1|20000	12|0|48235|0|0|0|1|20000	12|0|48235|0|0|0|1|20000	12|0|48235|0|0|0|1|20000
100612	Damage	13|0|20000|0|0|0|1|20000	13|0|21176|0|0|0|1|20000	13|0|22353|0|0|0|1|20000	13|0|23529|0|0|0|1|20000	13|0|24706|0|0|0|1|20000	13|0|25882|0|0|0|1|20000	13|0|27059|0|0|0|1|20000	13|0|28235|0|0|0|1|20000	13|0|29412|0|0|0|1|20000	13|0|30588|0|0|0|1|20000	13|0|31765|0|0|0|1|20000	13|0|32941|0|0|0|1|20000	13|0|34118|0|0|0|1|20000	13|0|35294|0|0|0|1|20000	13|0|36471|0|0|0|1|20000	13|0|37647|0|0|0|1|20000	13|0|38824|0|0|0|1|20000	13|0|40000|0|0|0|1|20000	13|0|41176|0|0|0|1|20000	13|0|42353|0|0|0|1|20000	13|0|43529|0|0|0|1|20000	13|0|44706|0|0|0|1|20000	13|0|45882|0|0|0|1|20000	13|0|47059|0|0|0|1|20000	13|0|48235|0|0|0|1|20000	13|0|48235|0|0|0|1|20000	13|0|48235|0|0|0|1|20000	13|0|48235|0|0|0|1|20000	13|0|48235|0|0|0|1|20000	13|0|48235|0|0|0|1|20000
100613	ShakeCamera	5|00.5|-1|10|00.25|1																													
100614	AddBuff	100614																													
100615	ChangeTimeScale	00.5|3|0|0																													
