Id	Name	Shape	SizeX	SizeY	OffsetX	OffsetY	Speed	HitSpeed	Direction	TargetType	TrackTarget	LiveTime	FillTime	DeadExplosion	HitCount	RepeatDamage	HitEffect[1]	HitEffect[2]	DamageInterval	StartJoint	Effect	WaitTime	DamageCount	DamageRange	ExplosionEffect	LineType	LineParams[1]	LineParams[2]	LineParams[3]	LineParams[4]	LineParams[5]	LineParams[6]	LineParams[7]	BornPosition	ChildDelay	ChildInterval	ChildCountLimit	ChildId	BornChildWhileDead	SwitchTargetOnHit	BornDirectionType	BeHitCenter	HitShakeDirection	HitShakeDuration	HitShakeIntensity	BeHitState	Magic[1]	Magic[2]	Magic[3]	Magic[4]	Magic[5]	MagicLauncherNpc[1]	MagicLauncherNpc[3]	MagicLauncherNpc[2]	EffectHeight	HitOnJoint	ResizeEffect	BindLauncher	LockLauncherFightTarget	BindSkill	ActiveDelayTime	ExplodeOnFloor	DodgeLimitMark	HitEffectUseMissileDirection	IgnoreNpcTimeScale	ScaleTimeOnHit	TimeScale	TimeScaleDuration
90020001	库贝 弹飞	2	2				100			4	1	1			-1						FxYujing1M06S		-1			1					0	0	0	1	0.6		1	90020002			0	1													0	HitCase	1	0					0					
90020002	库贝 弹飞	2	2				0			4		0.05		1	-1								-1		FxMo1KuroMd1001Attack01	1					0	0	0	2							0	1				900200021									0	HitCase		0					1					
90040001	激光柱子弹	2	1				0			4		0.2			-1		FxMb1BraveMd010011ShouJi						-1			1					0	0	0	0							0	1				900400011	801010								0.5	HitCase	1	0					1					
90005006	剑圣-Skill-02-剑风	2	3				0			4		60	60		-1						FxYujingRing		-1			1					0	0	0	0							0	1													1	HitCase	1	1					0					
90005000	酸液喷射者-Skill-04-轰炸	2	1				10			4		3			-1		FxDibingShouji						-1			3	-20	0	10	0	0	0	0	0							1	1					970104								0	HitCase		0			9999	1	1					
90005001	关卡用—小受击	2	2				0			4		1			-1						FxNpcYujing01		-1			1	0				0	0	0	1							1	1				900050011									0	HitCase	1	0					0					
90005002	关卡用—大受击	2	2				0			4		1			-1						FxNpcYujing01		-1			1	0				0	0	0	1							1	1				900050021									0	HitCase	1	0					0					
90005003	关卡用—击飞	2	2				0			4		1			-1						FxNpcYujing01		-1			1	0				0	0	0	1							1	1				900050031									0	HitCase	1	0					0					
90005004	关卡用—击倒	2	2				0			4		1			-1						FxNpcYujing01		-1			1	0				0	0	0	1							1	1				900050041									0	HitCase	1	0					0					
90005005	关卡用—击倒	2	2				0			4		1			-1						FxNpcYujing01		-1			1	0				0	0	0	1							1	1				900050051									0	HitCase	1	0					0					
90005007	测试移动速度	2	1				1.5			4		60			-1						FxNpcYujing01		-1			1					0	0	0	0							1	1													0	HitCase	1	0					0					
90005011	能量包	2	0.3				8			4		999		1	-1						FxDropPower		-1			3	-80	0.1	10	0	0	0	0	3	999		1	90005012	1		4	1													1	HitCase		0			999	1	0					
90005012	·····	2	0.3				0			4		999		1	1						FxDropPower		1		FxDropPowerBeHit	1					0	0	0	2							2	1					800071								0	HitCase		0					0					
90005013	生命值包	2	0.3				8			4		999		1	-1						FxDropCure		-1			3	-80	0.1	10	0	0	0	0	3	999		1	90005014	1		4	1													1	HitCase		0			999	1	0					
90005014	·····	2	0.3				0			4		999		1	1						FxDropCure		1		FxDropCureBeHit	1					0	0	0	2							2	1					800072								0	HitCase		0					0					
90005015	攻击力包	2	0.3				8			4		999		1	-1						FxDropAttack		-1			3	-80	0.1	10	0	0	0	0	3	999		1	90005016	1		4	1													1	HitCase		0			999	1	0					
90005016	·····	2	0.3				0			4		999		1	1						FxDropAttack		1		FxDropAttackBeHit	1					0	0	0	2							2	1					800073								0	HitCase		0					0					
90005017	防御包	2	0.3				8			4		999		1	-1						FxDropDefense		-1			3	-80	0.1	10	0	0	0	0	3	999		1	90005018	1		4	1													1	HitCase		0			999	1	0					
90005018	·····	2	0.3				0			4		999		1	1						FxDropDefense		1		FxDropDefenseBeHit	1					0	0	0	2							2	1					800074								0	HitCase		0					0					
90005019	速度包	2	0.3				8			4		999		1	-1						FxDropSpeed		-1			3	-80	0.1	10	0	0	0	0	3	999		1	90005020	1		4	1													1	HitCase		0			999	1	0					
90005020	·····	2	0.3				0			4		999		1	1						FxDropSpeed		1		FxDropSpeedBeHit	1					0	0	0	2							2	1					800075								0	HitCase		0					0					
90005021	暴击包	2	0.3				8			4		999		1	-1						FxDropViolent		-1			3	-80	0.1	10	0	0	0	0	3	999		1	90005022	1		4	1													1	HitCase		0			999	1	0					
90005022	·····	2	0.3				0			4		999		1	1						FxDropViolent		1		FxDropViolentBeHit	1					0	0	0	2							2	1					800076								0	HitCase		0					0					
90230101	360°环形激光	1	1	20		11.5	0			4		999			-1	1	FxDibingShouji		0.1				-1			1					0	0	0	0							0	1					801010								0	HitCase	1	1		1			1					
90230201	直线激光-3秒闪断	1	1	20		10	0			4		2.5			-1	1	FxDibingShouji		0.1				-1			1					0	0	0	0							0	1					801010								0	HitCase	1	1		1			1					
90230202	直线激光-3秒闪断（特效）	1	1	20			0			4		2.5			-1	1			0.1		FxMo1JgrcMd000002Attack0103		-1			1					0	0	0	0							0	1													0	HitCase		1		1			1					
90230203	直线激光-3秒闪断（特效）	1	1	20			0			4		0.4			-1						FxMo1JgrcMd000002Attack0103		-1			1					0	0	0	0							0	1													0	HitCase		1		1			1					
90230204	直线激光-3秒闪断（特效）	1	1	20			0			4		0.4			-1						FxYujingXian02		-1			1					0	0	0	0							0	1													0	HitCase		1		1			1					
90230301	360°环形激光	1	1	20		11.5	0			4		999			-1	1	FxDibingShouji		0.1				-1			1					0	0	0	0							0	1					801010								0	HitCase	1	1		1			1					
90230401	360°旋转 （双向）	1	1	20			0			4		999			-1	1	FxDibingShouji		0.1				-1			1					0	0	0	0							0	1					801010								0	HitCase	1	1		1			1					
90230403	360°旋转 （双向）（特效）	1	1	20		-10	0			4		999			-1						FxMo1JgrcMd000002Attack0103		-1			1					0	0	0	0							0	1													0	HitCase		1		1			1					
90240101	飞行远程怪的技能1-1	2	0.1				30			4		1.5			1		FxDibingShouji			Rhand	FxNpcYujing02		1			1					0	0	0	0							0	1													0	HitCase	1	0					1					
90240201	飞行远程怪的技能2-1爆炸伤害	2	3				0			4		0.1			-1		FxDibingShouji						-1			1					0	0	0	0							0	1													0	HitCase		0					1					
97060101	小坦克-Skill-01-激光射线	1	4	20		10	0			4		2			-1	1	FxDibingShouji		0.3		FxNpcYujing02		-1			1					0	0	0	0							0	1													0	HitCase	1	0					1					
97060201	小坦克-Skill-01-炮击	2	2			6	50			4		5		1	-1		FxDibingShouji			EffectCase1	FxMe1DestroyerMd001001Attack02Dandao		-1		FxMe1DestroyerMd001001Attack02Zha	3	0	1	10	0	0	0	0	0							0	1													0	HitCase		0				1	1					
97060301	剑圣-Skill-01-旋风斩	2	4				0			4		0.1			-1		FxDibingShouji				FxNpcYujing01		-1			1					0	0	0	0							0	1													0	HitCase	1	0					1					
97070101	剑圣-Skill-01-旋风斩	2	4				0			4		0.1			-1		FxMe1SwordMd002001Attack01Shouji						-1			1					0	0	0	0							0	1				970701011	801100								0	HitCase		0					1					
97070102	剑圣-Skill-01-旋风斩	2	4				0			4		0.1			-1		FxMe1SwordMd002001Attack01Shouji						-1			1					0	0	0	0							0	1				970701021	801100								0	HitCase		0					0					
97070103	剑圣-Skill-01-旋风斩	2	4				0			4		0.1			-1		FxMe1SwordMd002001Attack01Shouji						-1			1					0	0	0	0							0	1				970701031	801100								0	HitCase		0					0					
97070104	剑圣-Skill-01-旋风斩	2	4				0			4		0.1			-1		FxMe1SwordMd002001Attack01Shouji						-1			1					0	0	0	0							0	1				970701041	801100								0	HitCase		0					0					
97070105	剑圣-Skill-01-旋风斩	2	4				0			4		0.1			-1		FxMe1SwordMd002001Attack01Shouji						-1			1					0	0	0	0							0	1				970701051	801100								0	HitCase		0					0					
