Id	Name	Shape	SizeX	SizeY	OffsetX	OffsetY	Speed	HitSpeed	Direction	TargetType	TrackTarget	LiveTime	FillTime	DeadExplosion	HitCount	RepeatDamage	HitEffect[1]	HitEffect[2]	DamageInterval	StartJoint	Effect	WaitTime	DamageCount	DamageRange	ExplosionEffect	LineType	LineParams[1]	LineParams[2]	LineParams[3]	LineParams[4]	LineParams[5]	LineParams[6]	LineParams[7]	BornPosition	ChildDelay	ChildInterval	ChildCountLimit	ChildId	BornChildWhileDead	SwitchTargetOnHit	BornDirectionType	BeHitCenter	HitShakeDirection	HitShakeDuration	HitShakeIntensity	BeHitState	Magic[1]	Magic[2]	Magic[3]	Magic[4]	Magic[5]	MagicLauncherNpc[1]	MagicLauncherNpc[3]	MagicLauncherNpc[2]	EffectHeight	HitOnJoint	ResizeEffect	BindLauncher	LockLauncherFightTarget	BindSkill	ActiveDelayTime	ExplodeOnFloor	DodgeLimitMark	HitEffectUseMissileDirection	IgnoreNpcTimeScale	ScaleTimeOnHit	TimeScale	TimeScaleDuration
99210101	剑客拔刀斩-伤害子弹	1	5.5	2.5		1.5	0			4		0.3			-1		FxDibingShouji				FxNpcYujing02		-1			1					0	0	0	0							0	1				992101011	991101	991109	991111						0	HitCase	1	1		1			1					
99210106	剑客拔刀斩-震屏	2	0.1				0			4		0.1			-1								-1			1					0	0	0	0							0	1					991110								0	HitCase		0		1			0					
99210201	剑客连续斩-一段伤害子弹	1	5.5	2.5	0	1.5	0			4		0.1			-1		FxDibingShouji				FxNpcYujing02		-1			1					0	0	0	0							0	1				992102011	991102								0	HitCase	1	0		1			1					
99210202	剑客连续斩-二段伤害子弹	1	5.5	2.5	0	1.5	0			4		0.1			-1		FxDibingShouji				FxNpcYujing02		-1			1					0	0	0	0							0	1				992102021	991103								0	HitCase	1	0		1			1					
99210203	剑客连续斩-三段伤害子弹	1	5.5	2.5	0	1.5	0			4		0.1			-1		FxDibingShouji				FxNpcYujing02		-1			1					0	0	0	0							0	1				992102031	991104	991109	991111						0	HitCase	1	1		1			1					
99210208	剑客连续斩-震屏	2	0.1				0			4		0.1			-1								-1			1					0	0	0	0							0	1					991110								0	HitCase		0		1			0					
99210301	剑客挥劈-伤害子弹	1	3	6	-0.5	0	0			4		0.1			-1		FxDibingShouji				FxNpcYujing02		-1			1					0	0	0	0							0	1				992103011	991105								0	HitCase	1	0		1			1					
99210302	剑客挥劈-震屏	2	0.1				0			4		0.1			-1								-1			1					0	0	0	0							0	1													0	HitCase		0		1			0					
99210401	剑客戳刺-伤害子弹	1	1	6	0	3	0			4		0.27			-1		FxDibingShouji				FxNpcYujing02		-1			1					0	0	0	0							0	1				992104011	991106								0	HitCase	1	0		1			1					
99210403	剑客戳刺-震屏	2	0.1				0			4		0.1			-1								-1			1					0	0	0	0							0	1													0	HitCase		0		1			0					
99210501	剑客大招-伤害子弹1	2	2.5		0	0	0			4		0.15			-1		FxDibingShouji				FxNpcYujing01		-1			1					0	0	0	0							0	1				992105011	991107								0	HitCase	1	1		1			1					
99210502	剑客大招-伤害子弹2	2	2.5		0	0	0			4		0.15			-1		FxDibingShouji				FxNpcYujing01		-1			1					0	0	0	0							0	1				992105021	991107								0	HitCase	1	1		1			1					
99210503	剑客大招-伤害子弹3	2	2.5		0	0	0			4		0.15			-1		FxDibingShouji				FxNpcYujing01		-1			1					0	0	0	0							0	1				992105031	991107								0	HitCase	1	1		1			1					
99210504	剑客大招-伤害子弹4	2	2.5		0	0	0			4		0.15			-1		FxDibingShouji				FxNpcYujing01		-1			1					0	0	0	0							0	1				992105041	991107								0	HitCase	1	1		1			1					
99210505	剑客大招-伤害子弹5	2	2.5		0	0	0			4		0.15			-1		FxDibingShouji				FxNpcYujing01		-1			1					0	0	0	0							0	1				992105051	991107								0	HitCase	1	1		1			1					
99210506	剑客大招-伤害子弹6	2	2.5		0	0	0			4		0.15			-1		FxDibingShouji				FxNpcYujing01		-1			1					0	0	0	0							0	1				992105061	991107								0	HitCase	1	1		1			1					
99210507	剑客大招-震屏	2	0.1				0			4		0.1			-1								-1			1					0	0	0	0							0	1					991110								0	HitCase		0		1			0					
