Id	Name	Shape	SizeX	SizeY	OffsetX	OffsetY	Speed	HitSpeed	Direction	TargetType	TrackTarget	LiveTime	FillTime	DeadExplosion	HitCount	RepeatDamage	HitEffect[1]	HitEffect[2]	DamageInterval	StartJoint	Effect	WaitTime	DamageCount	DamageRange	ExplosionEffect	LineType	LineParams[1]	LineParams[2]	LineParams[3]	LineParams[4]	LineParams[5]	LineParams[6]	LineParams[7]	BornPosition	ChildDelay	ChildInterval	ChildCountLimit	ChildId	BornChildWhileDead	SwitchTargetOnHit	BornDirectionType	BeHitCenter	HitShakeDirection	HitShakeDuration	HitShakeIntensity	BeHitState	Magic[1]	Magic[2]	Magic[3]	Magic[4]	Magic[5]	MagicLauncherNpc[1]	MagicLauncherNpc[3]	MagicLauncherNpc[2]	EffectHeight	HitOnJoint	ResizeEffect	BindLauncher	LockLauncherFightTarget	BindSkill	ActiveDelayTime	ExplodeOnFloor	DodgeLimitMark	HitEffectUseMissileDirection	IgnoreNpcTimeScale	ScaleTimeOnHit	TimeScale	TimeScaleDuration
10020104		2	0.3				0			4		10			999						FxR1LuxiyaAttack11		-1			1															0																											
10020204		2	0.3				0			4		10			999						FxR1LuxiyaAttack11		-1			1															0																											
10020304		2	0.3				0			4		10			999						FxR1LuxiyaAttack13		-1			1															0																											
10020405		2	0.3				0			4		10			999						FxR1LuxiyaAttack31Dilie		-1			1															0																											
10020505		2	0.3				0			4		10			999						FxR1LuxiyaAttack31Dilie		-1			1															0																											
10020605		2	0.3				0			4		10			999						FxR1LuxiyaAttack33Dilie		-1			1															0																											
10020710		2	0.3				0			4		10			999						FxR1LuxiyaAttack51		-1			1															0																											
10020711		2	0.3				0			4		10			999						FxR1LuxiyaAttack51Jianzhen		-1			1															0																											
10022003		2	0.3				0			4		10			999						FxR1LuxiyaAttack21		-1			1															0																											
10022103		2	0.3				0			4		10			999						FxR1LuxiyaAttack21		-1			1															0																											
10022203		2	0.3				0			4		10			999						FxR1LuxiyaAttack21		-1			1															0																											
10022404		2	0.3				0			4		10			999						FxR1LuxiyaAttack13		-1			1															0																											
10022407		2	0.3				0			4		10			999						FxHuanjueseHong		-1			1															0																											
10022504		2	0.3				0			4		10			999						FxR1LuxiyaAttack41		-1			1															0																											
10022509		2	0.3				0			4		10			999						FxR1LuxiyaAttack42		-1			1															0																											
10022515		2	0.3				0			4		10			999						FxR1LuxiyaAttack43		-1			1															0																											
10022519		2	0.3				0			4		10			999						FxR1LuxiyaAttack44		-1			1															0																											
10022521		2	0.3				0			4		10			999						FxQte		-1			1															0																											
10022523		2	0.3				0			4		10			999						FxQte		-1			1															0																											
