Id	Name	Shape	SizeX	SizeY	OffsetX	OffsetY	Speed	HitSpeed	Direction	TargetType	TrackTarget	LiveTime	FillTime	DeadExplosion	HitCount	RepeatDamage	HitEffect[1]	HitEffect[2]	DamageInterval	StartJoint	Effect	WaitTime	DamageCount	DamageRange	ExplosionEffect	LineType	LineParams[1]	LineParams[2]	LineParams[3]	LineParams[4]	LineParams[5]	LineParams[6]	LineParams[7]	BornPosition	ChildDelay	ChildInterval	ChildCountLimit	ChildId	BornChildWhileDead	SwitchTargetOnHit	BornDirectionType	BeHitCenter	HitShakeDirection	HitShakeDuration	HitShakeIntensity	BeHitState	Magic[1]	Magic[2]	Magic[3]	Magic[4]	Magic[5]	MagicLauncherNpc[1]	MagicLauncherNpc[3]	MagicLauncherNpc[2]	EffectHeight	HitOnJoint	ResizeEffect	BindLauncher	LockLauncherFightTarget	BindSkill	ActiveDelayTime	ExplodeOnFloor	DodgeLimitMark	HitEffectUseMissileDirection	IgnoreNpcTimeScale	ScaleTimeOnHit	TimeScale	TimeScaleDuration
10010101	红球1消-1	2	0.3			0.2	65			4		0.2			1		FxR2LiangAttack11Shouji			WeaponCase1			1			1					0	0	0	0							0	3	330	0.2	0.1	100101011	100101							100101012	1.2			0					1	1				
10010102	红球1消-2	2	0.3			0.2	65			4		0.2			1		FxR2LiangAttack11Shouji			WeaponCase2			1			1					0	0	0	0							0	3	30	0.2	0.1	100101021	100101							100101022	1.2			0					1	1				
10010103	红球1消-3	2	0.3			0.2	65			4		0.2			1		FxR2LiangAttack11Shouji			WeaponCase1			1			1					0	0	0	0							0	3	330	0.2	0.1	100101031	100101							100101032	1.2			0					1	1				
10010104	红球1消-4	2	0.3			0.2	65			4		0.2			1		FxR2LiangAttack11Shouji			WeaponCase2			1			1					0	0	0	0							0	3	30	0.2	0.1	100101041	100101							100101042	1.2			0					1	1				
10010105	红球1消-5	2	0.3			0.2	65			4		0.2			1		FxR2LiangAttack11Shouji			WeaponCase1			1			1					0	0	0	0							0	3	330	0.2	0.1	100101051	100101							100101052	1.2			0					1	1				
10010106	红球1消-6	2	0.3			0.2	65			4		0.2			1		FxR2LiangAttack11Shouji			WeaponCase2			1			1					0	0	0	0							0	3	30	0.2	0.1	100101061	100101							100101062	1.2			0					1	1				
10010107	红球1消-7	2	0.3			0.2	65			4		0.2			1		FxR2LiangAttack11Shouji			WeaponCase1			1			1					0	0	0	0							0	3	330	0.2	0.1	100101071	100101							100101072	1.2			0					1	1				
10010108	红球1消-8	2	0.3			0.2	65			4		0.2			1		FxR2LiangAttack11Shouji			WeaponCase2			1			1					0	0	0	0							0	3	30	0.2	0.1	100101081	100101							100101082	1.2			0					1	1				
10010109	红球1消-9	2	0.3			0.2	65			4		0.2			1		FxR2LiangAttack11Shouji			WeaponCase1			1			1					0	0	0	0							0	3	330	0.2	0.1	100101091	100101							100101092	1.2			0					1	1				
10010110	红球1消-10	2	0.3			0.2	65			4		0.2			1		FxR2LiangAttack11Shouji			WeaponCase2			1			1					0	0	0	0							0	3	30	0.2	0.1	100101101	100101							100101102	1.2			0					1	1				
10010111	红球1消-11	2	0.3			0.2	65			4		0.2			1		FxR2LiangAttack11Shouji			WeaponCase1			1			1					0	0	0	0							0	3	330	0.2	0.1	100101111	100101							100101112	1.2			0					1	1				
10010112	红球1消-12	2	0.3			0.2	65			4		0.2			1		FxR2LiangAttack11Shouji			WeaponCase2			1			1					0	0	0	0							0	3	30	0.2	0.1	100101121	100101							100101122	1.2			0					1	1				
10010113	红球1消-13	2	0.3			0.2	65			4		0.2			1		FxR2LiangAttack11Shouji			WeaponCase1			1			1					0	0	0	0							0	3	330	0.2	0.1	100101131	100101							100101132	1.2			0					1	1				
10010114	红球1消-14	2	0.3			0.2	65			4		0.2			1		FxR2LiangAttack11Shouji			WeaponCase2			1			1					0	0	0	0							0	3	30	0.2	0.1	100101141	100101							100101142	1.2			0					1	1				
10010115	红球1消-15	2	0.3			0.2	65			4		0.2			1		FxR2LiangAttack11Shouji			WeaponCase1			1			1					0	0	0	0							0	3	330	0.2	0.1	100101151	100101							100101152	1.2			0					1	1				
10010201	红球2消-1	2	0.3			0.2	65			4		0.2			1		FxR2LiangAttack11Shouji			WeaponCase1			1			1					0	0	0	0							0	3	330	0.2	0.1	100102011	100102							100102012	1.2			0					1	1				
10010202	红球2消-2	2	0.3			0.2	65			4		0.2			1		FxR2LiangAttack11Shouji			WeaponCase2			1			1					0	0	0	0							0	3	30	0.2	0.1	100102021	100102							100102022	1.2			0					1	1				
10010203	红球2消-3	2	0.3			0.2	65			4		0.2			1		FxR2LiangAttack11Shouji			WeaponCase1			1			1					0	0	0	0							0	3	330	0.2	0.1	100102031	100102							100102032	1.2			0					1	1				
