Id	Name	Shape	SizeX	SizeY	OffsetX	OffsetY	Speed	HitSpeed	Direction	TargetType	TrackTarget	LiveTime	FillTime	DeadExplosion	HitCount	RepeatDamage	HitEffect[1]	HitEffect[2]	DamageInterval	StartJoint	Effect	WaitTime	DamageCount	DamageRange	ExplosionEffect	LineType	LineParams[1]	LineParams[2]	LineParams[3]	LineParams[4]	LineParams[5]	LineParams[6]	LineParams[7]	ScaleFunction	ScaleParams[1]	ScaleParams[2]	ScaleParams[3]	ScaleParams[4]	ScaleParams[5]	ScaleType	BornPosition	ChildDelay	ChildInterval	ChildCountLimit	ChildId	BornChildWhileDead	SwitchTargetOnHit	BornDirectionType	BeHitCenter	HitShakeDirection	HitShakeDuration	HitShakeIntensity	BeHitState	Magic[1]	Magic[2]	Magic[3]	Magic[4]	Magic[5]	MagicLauncherNpc[1]	MagicLauncherNpc[3]	MagicLauncherNpc[2]	EffectHeight	HitOnJoint	ResizeEffect	BindLauncher	LockLauncherFightTarget	BindSkill	ActiveDelayTime	ExplodeOnFloor	DodgeLimitMark	HitEffectUseMissileDirection	IgnoreNpcTimeScale	ScaleTimeOnHit	TimeScale	TimeScaleDuration
99110511	能量包	2	0.3				8			4		999		1	-1						FxDropPower		-1			3	-80	0.1	10	0	0	0	0								3	999		1	99110512	1		4	1													1	HitCase		0		1	999	1	0					
99110512	·····	2	0.3				0			4		999			1		FxDropPowerBeHit				FxDropPower		1			1					0	0	0								2							2	1					700926								0	HitCase		0		1			0					
99110513	绿色血包	2	0.3				8			4		999		1	-1						FxDropCure		-1			3	-80	0.1	10	0	0	0	0								3	999		1	99110514	1		4	1													1	HitCase		0		1	999	1	0					
99110514	·····	2	0.3				0			4		999			1						FxDropCure		1			1					0	0	0								2							2	1					700931								0	HitCase		0		1			0					
99110515	大号便便包	2	0.3				8			4		999		1	-1						FxDropAttack		-1			3	-80	0.1	10	0	0	0	0								3	999		1	99110516	1		4	1													1	HitCase		0		1	999	1	0					
99110516	·····	2	0.3				0			4		999			1		FxDropAttackBeHit				FxDropAttack		1			1					0	0	0								2							2	1					700932								0	HitCase		0		1			0					
99110517	防御包	2	0.3				8			4		999		1	-1						FxDropDefense		-1			3	-80	0.1	10	0	0	0	0								3	999		1	99110518	1		4	1													1	HitCase		0		1	999	1	0					
99110518	·····	2	0.3				0			4		999			1		FxDropDefenseBeHit				FxDropDefense		1			1					0	0	0								2							2	1					700926								0	HitCase		0		1			0					
99110519	速度包	2	0.3				8			4		999		1	-1						FxDropSpeed		-1			3	-80	0.1	10	0	0	0	0								3	999		1	99110520	1		4	1													1	HitCase		0		1	999	1	0					
99110520	·····	2	0.3				0			4		999			1		FxDropSpeedBeHit				FxDropSpeed		1			1					0	0	0								2							2	1					700926								0	HitCase		0		1			0					
