Id	Name	Shape	SizeX	SizeY	OffsetX	OffsetY	Speed	HitSpeed	Direction	TargetType	TrackTarget	LiveTime	FillTime	DeadExplosion	HitCount	RepeatDamage	HitEffect[1]	HitEffect[2]	DamageInterval	StartJoint	Effect	WaitTime	DamageCount	DamageRange	ExplosionEffect	LineType	LineParams[1]	LineParams[2]	LineParams[3]	LineParams[4]	LineParams[5]	LineParams[6]	LineParams[7]	ScaleFunction	ScaleParams[1]	ScaleParams[2]	ScaleParams[3]	ScaleParams[4]	ScaleParams[5]	ScaleType	BornPosition	ChildDelay	ChildInterval	ChildCountLimit	ChildId	BornChildWhileDead	SwitchTargetOnHit	BornDirectionType	BeHitCenter	HitShakeDirection	HitShakeDuration	HitShakeIntensity	BeHitState	Magic[1]	Magic[2]	Magic[3]	Magic[4]	Magic[5]	MagicLauncherNpc[1]	MagicLauncherNpc[3]	MagicLauncherNpc[2]	EffectHeight	HitOnJoint	ResizeEffect	BindLauncher	LockLauncherFightTarget	BindSkill	ActiveDelayTime	ExplodeOnFloor	DodgeLimitMark	HitEffectUseMissileDirection	IgnoreNpcTimeScale	ScaleTimeOnHit	TimeScale	TimeScaleDuration
0	通用:怪物攻击前全局顿帧	2	25				0			7		0.1			-1								-1			1					0	0	0								0							0	1					900002								0	HitCase		0		1			0					
90000101	mianchaoxiang	2	10				0			4		-1			-1	1			0.05		FxNpcYujing03		-1			1					0	0	0								0							0	1					900104								0	HitCase	1	1		1			0					
90000102	测试:3米距离	2	2	20			0			4		-1			-1						FxNpcYujing03		-1			1					0	0	0								3							0	1													0	HitCase	1	1		1			0					
90000103	测试:5米距离	2	5				0			4		-1			-1						FxNpcYujing04		-1			1					0	0	0								3							0	1													0	HitCase	1	1		1			0					
90000104	测试:10米距离	2	10				0			4		-1			-1						FxNpcYujing05		-1			1					0	0	0								1							0	1													0	HitCase	1	1		1			0					
90000105	测试:15米距离	2	15				0			4		-1			-1						FxNpcYujing06		-1			1					0	0	0								1							0	1													0	HitCase	1	1		1			0					
90000106	测试:20米距离	2	20				0			4		-1			-1						FxNpcYujing07		-1			1					0	0	0								1							0	1													0	HitCase	1	1		1			0					
90000107	惩罚弹道表现	2	0.1				0			4		0.7			-1						FxBossGuangzhu		-1			1					0	0	0								1	0.5		1	90000108			0	1													0	HitCase		0		1			0					
90000108	惩罚弹道伤害	2	3				0			4		0.1			-1		FxDibingShouji						-1			1					0	0	0								2							0	1					980004								0	HitCase		0		1			1					
90000109	测试:1米距离	2	1				0			4		-1			-1						FxNpcYujing03		-1			1					0	0	0								3							0	1													0	HitCase	1	1		1			0					
90000110	测试:2米距离	2	2				0			4		-1			-1						FxNpcYujing03		-1			1					0	0	0								3							0	1													0	HitCase	1	1		1			0					
90000111	测试:40米距离	2	20				0			4		-1			-1						FxNpcYujing03		-1			1					0	0	0								3							0	1													0	HitCase	1	1		1			0					
90000112	无限触发极限闪避弹道	2	20				0			4		0.1			-1								-1			1					0	0	0								0							0	1													0	HitCase		0		1			1					
90000113	10	3	10	10			0		10	4		-1			-1	1			1		FxYujingRing		-1			1					0	0	0								0							0	1													0	HitCase	1	0		1			0					
90000114	20	3	10	10			0		20	4		-1			-1	1			1		FxYujingRing		-1			1					0	0	0								0							0	1													0	HitCase	1	0		1			0					
90000115	30	3	10	10			0		30	4		-1			-1	1			1		FxYujingRing		-1			1					0	0	0								0							0	1													0	HitCase	1	0		1			0					
90000116	40	3	10	10			0		40	4		-1			-1	1			1		FxYujingRing		-1			1					0	0	0								0							0	1													0	HitCase	1	0		1			0					
90000117	50	3	10	10			0		50	4		-1			-1	1			1		FxYujingRing		-1			1					0	0	0								0							0	1													0	HitCase	1	0		1			0					
90000118	60	3	10	10			0		60	4		-1			-1	1			1		FxYujingRing		-1			1					0	0	0								0							0	1													0	HitCase	1	0		1			0					
90000119	70	3	10	10			0		70	4		-1			-1	1			1		FxYujingRing		-1			1					0	0	0								0							0	1													0	HitCase	1	0		1			0					
90000120	80	3	10	10			0		80	4		-1			-1	1			1		FxYujingRing		-1			1					0	0	0								0							0	1													0	HitCase	1	0		1			0					
90000121	90	3	10	10			0		90	4		-1			-1	1			1		FxYujingRing		-1			1					0	0	0								0							0	1													0	HitCase	1	0		1			0					
90000122	100	3	10	10			0		100	4		-1			-1	1			1		FxYujingRing		-1			1					0	0	0								0							0	1													0	HitCase	1	0		1			0					
90000123	110	3	10	10			0		110	4		-1			-1	1			1		FxYujingRing		-1			1					0	0	0								0							0	1													0	HitCase	1	0		1			0					
90000124	120	3	10	10			0		120	4		-1			-1	1			1		FxYujingRing		-1			1					0	0	0								0							0	1													0	HitCase	1	0		1			0					
90000125	130	3	10	10			0		130	4		-1			-1	1			1		FxYujingRing		-1			1					0	0	0								0							0	1													0	HitCase	1	0		1			0					
90000126	140	3	10	10			0		140	4		-1			-1	1			1		FxYujingRing		-1			1					0	0	0								0							0	1													0	HitCase	1	0		1			0					
90000127	150	3	10	10			0		150	4		-1			-1	1			1		FxYujingRing		-1			1					0	0	0								0							0	1													0	HitCase	1	0		1			0					
90000128	160	3	10	10			0		160	4		-1			-1	1			1		FxYujingRing		-1			1					0	0	0								0							0	1													0	HitCase	1	0		1			0					
90000129	170	3	10	10			0		170	4		-1			-1	1			1		FxYujingRing		-1			1					0	0	0								0							0	1													0	HitCase	1	0		1			0					
90000130	180	3	10	10			0		180	4		-1			-1	1			1		FxYujingRing		-1			1					0	0	0								0							0	1													0	HitCase	1	0		1			0					
90000131	190	3	10	10			0		190	4		-1			-1	1			1		FxYujingRing		-1			1					0	0	0								0							0	1													0	HitCase	1	0		1			0					
90000132	200	3	10	10			0		200	4		-1			-1	1			1		FxYujingRing		-1			1					0	0	0								0							0	1													0	HitCase	1	0		1			0					
90000133	210	3	10	10			0		210	4		-1			-1	1			1		FxYujingRing		-1			1					0	0	0								0							0	1													0	HitCase	1	0		1			0					
90000134	220	3	10	10			0		220	4		-1			-1	1			1		FxYujingRing		-1			1					0	0	0								0							0	1													0	HitCase	1	0		1			0					
90000135	230	3	10	10			0		230	4		-1			-1	1			1		FxYujingRing		-1			1					0	0	0								0							0	1													0	HitCase	1	0		1			0					
90000136	240	3	10	10			0		240	4		-1			-1	1			1		FxYujingRing		-1			1					0	0	0								0							0	1													0	HitCase	1	0		1			0					
90000137	250	3	10	10			0		250	4		-1			-1	1			1		FxYujingRing		-1			1					0	0	0								0							0	1													0	HitCase	1	0		1			0					
90000138	260	3	10	10			0		260	4		-1			-1	1			1		FxYujingRing		-1			1					0	0	0								0							0	1													0	HitCase	1	0		1			0					
90000139	270	3	10	10			0		270	4		-1			-1	1			1		FxYujingRing		-1			1					0	0	0								0							0	1													0	HitCase	1	0		1			0					
90000140	280	3	10	10			0		280	4		-1			-1	1			1		FxYujingRing		-1			1					0	0	0								0							0	1													0	HitCase	1	0		1			0					
