Id	Name	Shape	SizeX	SizeY	OffsetX	OffsetY	Speed	HitSpeed	Direction	TargetType	TrackTarget	LiveTime	FillTime	DeadExplosion	HitCount	RepeatDamage	HitEffect[1]	HitEffect[2]	DamageInterval	StartJoint	Effect	WaitTime	DamageCount	DamageRange	ExplosionEffect	LineType	LineParams[1]	LineParams[2]	LineParams[3]	LineParams[4]	LineParams[5]	LineParams[6]	LineParams[7]	ScaleFunction	ScaleParams[1]	ScaleParams[2]	ScaleParams[3]	ScaleParams[4]	ScaleParams[5]	ScaleType	BornPosition	ChildDelay	ChildInterval	ChildCountLimit	ChildId	BornChildWhileDead	SwitchTargetOnHit	BornDirectionType	BeHitCenter	HitShakeDirection	HitShakeDuration	HitShakeIntensity	BeHitState	Magic[1]	Magic[2]	Magic[3]	Magic[4]	Magic[5]	MagicLauncherNpc[1]	MagicLauncherNpc[3]	MagicLauncherNpc[2]	EffectHeight	HitOnJoint	ResizeEffect	BindLauncher	LockLauncherFightTarget	BindSkill	ActiveDelayTime	ExplodeOnFloor	DodgeLimitMark	HitEffectUseMissileDirection	IgnoreNpcTimeScale	ScaleTimeOnHit	TimeScale	TimeScaleDuration
10180101	普攻1-伤害	1	2	2.5		1	0			4		0.1			-1		FxR3DubianAttack01Shouji						-1			1															0							0	3		0.2	0.1	101801011	101800							101801012	1.2			0					0	1				
10180201	普攻2-伤害	1	3.2	2.5		1	0			4		0.1			-1		FxR3DubianAttack02Shouji01						-1			1															0							0	3		0.2	0.1	101802011	101801							101802012	0.9			0					0	1				
10180202	普攻2-伤害	1	3.2	2.5		1	0			4		0.1			-1		FxR3DubianAttack02Shouji02						-1			1															0							0	3		0.2	0.1	101802021	101801							101802022	0.6			0					0	1				
10180301	普攻3-伤害	2	2.2			0.5	0			4		0.1			-1		FxR3DubianAttack03Shouji01						-1			1															0							0	3		0.2	0.1	101803011	101802							101803012	1.2			0					0	1				
10180302	普攻3-伤害	2	2.2			0.5	0			4		0.1			-1		FxR3DubianAttack03Shouji01						-1			1															0							0	3		0.2	0.1	101803021	101802							101803022	1.2			0					0	1				
10180303	普攻3-伤害	2	2.2			0.5	0			4		0.1			-1		FxR3DubianAttack03Shouji02						-1			1															0							0	3		0.2	0.1	101803031	101802							101803032	1.2			0					0	1				
10180401	普攻4-伤害	1	2	2.5		1	0			4		0.1			-1		FxR3DubianAttack04Shouji01						-1			1															0							0	3		0.2	0.1	101804011	101803	101849				101808		101804012	1.3			0					0	1				
10180402	普攻4-伤害	1	2	2.5		1	0			4		0.1			-1		FxR3DubianAttack04Shouji02						-1			1															0							0	3		0.2	0.1	101804021	101803	101809						101804022	0.5			0					0	1				
10180501	普攻5-伤害	2	2			0.5	0			4		0.1			-1		FxR3DubianAttack05Shouji01						-1			1															0							0	3		0.2	0.1	101805011	101804							101805012	0.7			1					0	1				
10180502	普攻5-伤害	2	2			0.5	0			4		0.1			-1		FxR3DubianAttack05Shouji02						-1			1															0							0	3		0.2	0.1	101805021	101804	101807						101805022	1			1					0	1				
10180601	普攻6-伤害	1	4	4		2	0			4		0.1			-1		FxR3DubianAttack06Shouji						-1			1															0							0	3		0.2	0.1	101806011	101805	101848				101848		101806012	0.7			0					0	1				
10180701	突进普攻-伤害	1	2	2.5		1	0			4		0.1			-1		FxR3DubianAttack01Shouji						-1			1															0							0	3		0.2	0.1	101807011	101800							101807012	1.2			0					0	1				
10180801	突进普攻分支-伤害	1	2	2.5		1.2	0			4		0.1			-1		FxR3DubianAttack07Shouji01						-1			1															0							0	3	30	0.2	0.1	101808011	101806	200004				101847		101808012	1			0					0	1				
10180802	突进普攻分支-伤害	1	2	2.5		1.2	0			4		0.1			-1		FxR3DubianAttack07Shouji02						-1			1															0							0	3	270	0.2	0.1	101808021	101806							101808022	1			0					0	1				
10180803	突进普攻分支-拉扯	1	2	2.5		1.2	0			4		0.15			-1	1			0.05				-1			1															0							0	3		0.2	0.1		101807								0	HitCase		0					0	1				
10180901	普攻1（强化）-伤害	1	3.5	3	0.5	1.5	0			4		0.1			-1		FxR3DubianAttack01Shouji						-1			1															0							0	3		0.2	0.1	101809011	101800	101840						101809012	1.2			0					0	1				
10181001	普攻2（强化）-伤害	1	5	3		1.5	0			4		0.1			-1		FxR3DubianAttack02Shouji01						-1			1															0							0	3		0.2	0.1	101810011	101801	101841						101810012	0.9			0					0	1				
10181002	普攻2（强化）-伤害	1	5	3		1.5	0			4		0.1			-1		FxR3DubianAttack02Shouji02						-1			1															0							0	3		0.2	0.1	101810021	101801	101841						101810022	0.6			0					0	1				
10181101	普攻3（强化）-伤害	2	3			1	0			4		0.1			-1		FxR3DubianAttack03Shouji01						-1			1															0							0	3		0.2	0.1	101811011	101802	101842						101811012	1.2			0					0	1				
10181102	普攻3（强化）-伤害	2	3			1	0			4		0.1			-1		FxR3DubianAttack03Shouji01						-1			1															0							0	3		0.2	0.1	101811021	101802	101842						101811022	1.2			0					0	1				
10181103	普攻3（强化）-伤害	2	3			1	0			4		0.1			-1		FxR3DubianAttack03Shouji02						-1			1															0							0	3		0.2	0.1	101811031	101802	101842						101811032	1.2			0					0	1				
10181201	普攻4（强化）-伤害	1	2.5	3.5		1.5	0			4		0.1			-1		FxR3DubianAttack04Shouji01						-1			1															0							0	3		0.2	0.1	101812011	101803	101843	101849			101808		101812012	1.3			0					0	1				
10181202	普攻4（强化）-伤害	1	2.5	3.5		1.5	0			4		0.1			-1		FxR3DubianAttack04Shouji02						-1			1															0							0	3		0.2	0.1	101812021	101803	101843	101809					101812022	0.5			0					0	1				
