Id	Name	Shape	SizeX	SizeY	OffsetX	OffsetY	Speed	HitSpeed	Direction	TargetType	TrackTarget	LiveTime	FillTime	DeadExplosion	HitCount	RepeatDamage	HitEffect[1]	HitEffect[2]	DamageInterval	StartJoint	Effect	WaitTime	DamageCount	DamageRange	ExplosionEffect	LineType	LineParams[1]	LineParams[2]	LineParams[3]	LineParams[4]	LineParams[5]	LineParams[6]	LineParams[7]	BornPosition	ChildDelay	ChildInterval	ChildCountLimit	ChildId	BornChildWhileDead	SwitchTargetOnHit	BornDirectionType	BeHitCenter	HitShakeDirection	HitShakeDuration	HitShakeIntensity	BeHitState	Magic[1]	Magic[2]	Magic[3]	Magic[4]	Magic[5]	MagicLauncherNpc[1]	MagicLauncherNpc[3]	MagicLauncherNpc[2]	EffectHeight	HitOnJoint	ResizeEffect	BindLauncher	LockLauncherFightTarget	BindSkill	ActiveDelayTime	ExplodeOnFloor	DodgeLimitMark	HitEffectUseMissileDirection	IgnoreNpcTimeScale	ScaleTimeOnHit	TimeScale	TimeScaleDuration
20502101	502101-概率落雷-假紫太刀	2	0.3				0			4		0.6			-1						FxWeaponSword51Luolei		-1			1					0	0	0	3	0.05		1	20502102			4	3		0	0										0	HitCase		0					0	1				
20502102	502102-落雷伤害-假紫太刀	2	0.5				0			4		0.1			-1		FxTongyongEleShouji						-1			1					0	0	0	2							2	3		0.2	0.1	205021021	502102							205021022	1.3			0					0	1				
20503311	503311-消12球范围增伤-付费橙炮2	2	5				0			3		5.5			-1	1			0.5		FxWeaponFloat62Wuqi03		-1			1					0	0	0	0							0	3		0	0		503312								0	HitCase		0					0	1				
20506101	506101-冲击波-大剑假紫	1	2	1			25			4		3			-1						FxEquipJianqi		-1			1					0	0	0	0							0	3		0.2	0.1	205061011	506102								0	HitCase		0					0	1				
20506210	506210-圣诞光圈-圣诞大剑	2	6				0			3		15			-1	1			0.1		FxWeaponClaymore51Wuqi01		-1			1					0	0	0	3	0	0.1	999	20506211			4	3		0	0		506211	506212	506213	506214	506215				0	HitCase		0					0	1				
20506211	506211-圣诞光圈-圣诞大剑	2	6				0			3		0.1			-1								-1			1					0	0	0	2							2	3		0	0		506216	506217	506218						0	HitCase	1	0					0	1				
20507207	507207-2020春节-卡列2炮	2	2.5				0			4		0.7			-1	1			0.1				-1			1					0	0	0	3							4	3		0.2	0.1		507208								0	HitCase		0					0	1				
20507208	507208-2020春节-卡列2炮	2	0.3				0			4		5			-1						FxWeaponSleeve51Wuqi01		-1			1					0	0	0	3							4	3		0	0										0	HitCase		0					0	1				
20509201	509201-伤害加深10%-极闪	2	99				0			4		1			-1					HitCase	FxWeaponExDiankuo		-1			1					0	0	0	3							4	3		0	0		509204								0	HitCase		0					0	1				
20509701	509701-100%伤害-反伤	2	1.5				0			4		1			-1								-1			1					0	0	0	3							4	3		0.2	0.1		510402								0	HitCase		0					0	1				
20509904	509904-附带XXX技能-3消耀光	2	3				0			4		0.2			-1								-1			1					0	0	0	3							4	3		0.2	0.1	205099041	509902								0	HitCase		0					0	1				
20509905	509905-附带XXX技能特效-3消耀光	2	3				0			4		1			-1						FxWeaponExYaoguang		-1		FxWeaponClaymore51Wuqi01	1					0	0	0	3							4	3		0	0										1.1			0					0	1				
20510003	510003-3消环爆炸-消击	2	3				0			4		0.2			-1								-1			1					0	0	0	3							4	3		0.2	0.1	205100031	510004								0	HitCase		0					0	1				
20510004	510004-3消环爆炸特效-消击	2	3				0			4		1.8			-1						FxWeaponExHuanZha		-1			1					0	0	0	3							4	3		0	0										1.5			0					0	1				
20510201	510201-击杀敌兵-充能	2	0.5				20			4	1	0.2			1						FxWeaponExChongnengShouji		1			1					0	0	0	3							4	3		0.2	0.1	205102011	510202								0	HitCase		0					0	1				
20510301	510301-超算空间对怪顿帧-禁锢	2	3				0			4		3			-1	1			0.05				-1			1					0	0	0	3							4	3		0	0		510302								0	HitCase		0					0	1				
