Info	Key	X	Y
90090001	PB1	519	1500
90090001	S1	550	1200
90090001	End	535	14591
90090001	NPC	350	2000
90090001	B102	550	1300
90090001	C10	550	2000
90090001	C20	550	3000
90090001	C30	550	4000
90090001	C40	550	5000
90090001	C50	550	6000
90090001	C60	550	7000
90090001	C70	550	8000
90090001	C80	550	9000
90090001	C90	550	10000
90090001	C100	550	11500
90090001	C110	550	12000
90090001	C120	550	13000
90090001	C130	550	14000
90090001	C11	430	2000
90090001	C21	330	3000
90090001	C31	330	4000
90090001	C41	330	5000
90090001	C51	330	6000
90090001	C61	330	7000
90090001	C71	330	8000
90090001	C81	330	9000
90090001	C91	330	10000
90090001	C101	330	11500
90090001	C111	330	12000
90090001	C121	330	13000
90090001	C131	330	14000
90090001	C12	770	2000
90090001	C22	770	3000
90090001	C32	770	4000
90090001	C42	770	5000
90090001	C52	770	6000
90090001	C62	770	7000
90090001	C72	770	8000
90090001	C82	770	9000
90090001	C92	770	10000
90090001	C102	770	11500
90090001	C112	770	12000
90090001	C122	770	13000
90090001	C132	770	14000
10060201	PB1	491	1602
10060201	S1	491	1949
10060201	B101	486	2800
10060201	B102	289	2700
10060201	B103	702	2700
10060201	S2	479	2809
10060201	B201	498	4200
10060201	B202	296	4000
10060201	B203	730	4000
10060201	S3	498	3997
10060201	B301	527	5800
10060201	B302	296	5500
10060201	B303	791	5500
10060302	PB1	491	1602
10060302	S1	491	1949
10060302	B101	486	2800
10060302	B102	289	2700
10060302	B103	702	2700
10060302	S2	479	2809
10060302	B201	498	4200
10060302	B202	296	4000
10060302	B203	730	4000
10060302	S3	498	3997
10060302	B301	527	5800
10060302	B302	296	5500
10060302	B303	791	5500
10060303	PB1	541	6343
10060303	S1	552	6787
10060303	B101	574	7461
10060303	B102	309	7620
10060303	B103	819	7617
10060303	S2	575	8058
10060303	B201	572	8658
10060303	B202	264	8740
10060303	B203	819	8747
10060303	S3	564	8886
10060303	B301	337	9781
10060303	B302	707	9781
10060303	JS	535	10199
