Id	Name	SkillType	CastTime	AfterTime	Animation	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime
997101	左手前刺		1.3	0	Attack01			10	2		2		4	
997102	右手勾拳		1.3	0	Attack02			10	2		2		4	
997103	泰山压顶		2.9	0	Attack03			10	2		0		4	
997104	攻击前摇6		0.6	0	Attack04			10	2		2		4	
997105	蓄能攻击6		3	0	Attack05			10	2		2		4	
997106	释放攻击6		1.8	0	Attack06			10	2		2		4	
997107	技能前摇8		1.3	0	Attack07			10	2		2		4	
997108	连续发射8		3	0	Attack08			10	2		2		4	
997109	大炮球		1.7	0	Attack09			10	2		2		4	
997110	左脚踩地板		1.9	0	Attack16			10	2		2		4	
997111	右脚踹		1.5	0	Attack17			10	2		2		4	
997112	黄球测试		1.8	0	Attack11			10	2		2		4	
997113	黄球测试		1.8	0	Attack11			10	2		2		4	
997114	黄球测试		1.8	0	Attack11			10	2		2		4	
997115	环绕球		1.7	0	Attack09			10	2		2		4	
997151	格挡无敌-玩家操作		1	0.3	Attack07			10	5		2		0	
997152	格挡无敌-玩家操作		1	0.3	Attack07			10	5		2		0	
997155	左手前刺		0.9	0.8	Attack01			10	2		2		4	
997156	右手勾拳		0.8	0.5	Attack02			10	2		2		4	
997157	天残脚-玩家操作		0.9	1	Attack16			10	2		2		4	
997158	右脚踹		1	0.3	Attack17			10	2		2		4	
997161	机枪咚咚咚-玩家操作		2.3	0.7	Attack08			10	2		2		1	
997162	大炮球-玩家操作		1.3	0.4	Attack09			10	2		2		4	
997163	泰山压顶-玩家操作		1.7	1.2	Attack03	700249		10	5		2		3	
997164	机枪咚咚咚-玩家操作		3	0	Attack08			10	2		2		4	
997165	大炮球-玩家操作		1.7	0	Attack09			10	2		2		4	
997166	天残脚-玩家操作		1.9	0	Attack16			10	2		2		4	
997171	泰山压顶-玩家操作		2.9	0	Attack03			10	2		2		4	
905001	释放激光加血区域		5.1	0	Attack01	905052		10	2		2		4	
905002	变形三角机关		3.3	0	Attack02			10	2		2		4	
905003	三角顺时针		999	0	Attack03			10	6		2		4	
905004	三角逆时针		999	0	Attack04			10	6		2		4	
905005	三角复原		1.66	0	Attack05	905052|905061		10	2		2		4	
905006	变成喷子喷射墙体		2.5	0	Attack06			10	2		2		4	
905007	键盘侠一直喷射		1	0	Attack07			10	2		2		4	
905008	安静复原		1.56	0	Attack08	700249		10	2		2		4	
905009	启动让敌人隐形		1.83	0	Attack09			10	2		2		4	
905010	隐形转换运行		999	0	Attack10	905047		10	2		2		4	
905011	隐形回复常态		1.46	0	Attack11	905052|905061		10	2		2		4	
905012	变成跟随物品		2	0	Attack12			10	2		2		4	
905013	跟随物		999	0	Attack13			10	2		2		4	
905014	变回原状		2.3	0	Attack14			10	2		2		4	
905051	表演用召怪		2.5	0	Attack06	905035		10	2		2		2	
905052	表演用恢复		1.56	0	Attack08			10	2		2		2	
997301	变形铁三角		1.83	0	Attack02			10	2		2		4	
997302	铁三角顺时针		999	0	Attack03			10	6		2		4	
997303	铁三角逆时针		999	0	Attack04			10	6		2		4	
904701	追踪者戳刺		1.7	0	Attack01			10	2		2			
904702	追踪者挠爪		1.9	0	Attack02			10	2		2			
904703	追踪者跳砸		1.4	0	Attack04	730045		10	2		0			
904704	追踪者插地		3.73	0	Attack05			10	2		2			
904801	重构保安射击		2.4	0	Attack01			10	2		2		4	
904802	重构保安旋转		4	0	Attack02			10	1		2			
904803	重构保安开炮		2.9	0	Attack03			10	2		2	1	4	
904901	侦查机撞击		1.87	0	Attack01			10	4		2			
904902	侦查机声波		1.83	0	Attack02			10	2		2			
904903	侦查机开炮		2.83	0	Attack03			10	2		2		4	
906001	站在地面分解loop		1.63	0	Attack04			10	2		2			
906005	站在地面分解out		1.16	0	Attack05			10	2		2			
906011	竖劈		2.93	0	Attack11			10	3		2		4	
906012	跳劈		2.83	0	Attack12			10	3		2		4	
906013	冲刺-in		1.66	0	Attack13			10	1		2		4	
906014	冲刺-loop		999	0	Attack14			10	1		2		4	
906015	冲刺-out		1.1	0	Attack15	906010		10	2		2			
906021	瘫痪-in		1.13	0	Attack21			10	2		2			
906022	瘫痪-loop		999	0	Attack22			10	2		2			
906023	瘫痪-out		1.1	0	Attack23	906004|906007		10	2		2			
906024	瘫痪-loop		999	0	Attack22			10	2		2			
906101	站在地面分解loop		2.03	0	Attack04			10	2		2			
906105	站在地面分解out		0.8	0	Attack05			10	2		2			
906111	向前喷火		2.56	0	Attack11			10	2		2			
906112	跳起来喷火		4.13	0	Attack12			10	1		2		4	
906113	治疗友军		4	0	Attack13	700271		10	1		2		4	
906121	瘫痪-in		1.13	0	Attack21			10	2		2			
906122	瘫痪-loop		999	0	Attack22			10	2		2			
906123	瘫痪-out		1.1	0	Attack23	906004|906007		10	2		2			
