Id	Name	SkillType	CastTime	AfterTime	Animation	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime
100101	红球1消	11	1.8	0.5	Attack13			10	5		2	0	4	
100102	红球2消	12	1.8	0.5	Attack13			10	5		2	0	4	
100103	红球3消	13	1.8	0.5	Attack13			10	5		2	0	4	
100104	蓝球1消	21	0.9	0.5	Attack21			10	2		2	0	0	
100105	蓝球2消	22	0.9	0.5	Attack21			10	2		2	0	0	
100106	蓝球3消	23	0.9	0.5	Attack21			10	2		2	0	0	
100107	黄球1消	31	0.9	0.7	Attack31			8	2		2	0	0	
100108	黄球2消	32	0.9	0.7	Attack31			8	2		2	0	0	
100109	黄球3消	33	0.9	0.7	Attack31			8	2		2	0	0	
100110	大招	2	4.85	0	Attack51			10	5		2	0	0	
100111	登场动作	4	0	3	Born			10	2		2	0	0	
100112	强化红球1消	11	1.8	0.5	Attack13			10	5		2	0	4	
100113	强化红球2消	12	1.8	0.5	Attack13			10	5		2	0	4	
100114	强化红球3消	13	1.8	0.5	Attack13			10	5		2	0	4	
100115	出场技	3	0.9	0.7	Attack31			10	2		2	0	0	
100116	胜利	8	100	0	Win			10	2		2	0	0	
100117	胜利2	8	100	0	Win2			10	2		2	0	0	
100118	援助技能	7	2.7	0	AttackQte			10	2		2	0	0	
100119	闪避	5	0.4	0.3	Move1	100094|100174		10	2		2	0	0	0.4
100120	默认向后闪避	6	0.4	0.3	Move2	100094|100174		10	2		2	0	0	0.4
100121	普攻1	1	0.6	0.6	Attack01			10	2		2	0	0	
100122	普攻2	1	0.7	0.6	Attack02			10	2		2	0	0	
100123	普攻3	1	0.9	0.6	Attack03			10	2		2	0	0	
100124	普攻4	1	0.9	1	Attack04			10	2		2	0	0	
100125	普攻5	1	0.7	0.6	Attack05			10	2		2	0	0	
100126	交互动作	9	0	100	Save			10	2		2	0	0	
100501	永夜抄红球1	11	1.3	0.6	Attack11			10	2		2	0	0	
100502	永夜抄红球2	12	1.3	0.6	Attack11			10	2		2	0	0	
100503	永夜抄红球3	13	1.3	0.6	Attack11			10	2		2	0	0	
100504	永夜抄蓝球1	21	0.6	0.4	Attack21			10	2		2	0	0	
100505	永夜抄蓝球2	22	0.6	0.4	Attack21			10	2		2	0	0	
100506	永夜抄蓝球3	23	0.6	0.4	Attack21			10	2		2	0	0	
100507	永夜抄黄球1	31	0.9	0.7	Attack31			10	5		2	0	0	
100508	永夜抄黄球2	32	1.2	0.7	Attack32			10	5		2	0	0	
100509	永夜抄黄球3	33	1.5	0.7	Attack33			10	5		2	0	0	
100510	永夜抄普攻1	1	0.75	0.65	Attack01			10	2		2	0	0	
100511	永夜抄普攻2	1	0.85	0.65	Attack02			10	2		2	0	0	
100512	永夜抄普攻3	1	1.05	0.4	Attack03			10	2		2	0	0	
100513	永夜抄普攻4	1	1.4	0.65	Attack04			10	2		2	0	0	
100514	出生动作	4	0	2.5	Born			10	2		2	0	0	
100515	永夜抄黄球3+1	34	1.7	0.75	Attack41			10	5		2	0	0	
100516	出场技	3	1.3	0.6	Attack11			10	2		2	0	0	
100517	胜利	8	100	0	Win			10	2		2	0	0	
100518	胜利2	8	100	0	Win2			10	2		2	0	0	
100519	援助技	7	2.75	0	AttackQte			10	2		2	0	0	
100520	大招	2	2	0.4	Attack51			10	2		2	0	0	
100521	闪避	5	0.5	0.7	Move1	100094		10	2		2	0	0	0.5
100522	默认向后闪避	6	0.5	0.7	Move2	100094		10	2		2	0	0	0.5
100523	交互动作	9	0	100	Save			10	2		2	0	0	
100524	普攻1（突进）	1	0.75	0.65	Attack01			10	2		2	0	0	
100701	普通攻击1	1	0.6	0.8	Attack01			10	2		2	0	0	
100702	普通攻击2	1	0.8	0.8	Attack02			10	2		2	0	0	
100703	普通攻击3	1	0.9	1	Attack03			10	2		2	0	0	
100704	普通攻击4	1	1	1.2	Attack04			10	2		2	0	0	
100705	红球1消	11	0.8	0.9	Attack11			10	2		2	0	0	
100706	红球2消	12	0.8	0.9	Attack11			10	2		2	0	0	
100707	红球3消	13	0.8	0.9	Attack11			10	2		2	0	0	
100708	蓝球1消	21	1	0.9	Attack21			10	2		2	0	0	
100709	蓝球2消	22	1	0.9	Attack21			10	2		2	0	0	
100710	蓝球3消	23	1	0.9	Attack21			10	2		2	0	0	
100711	黄球1消	31	0.6	0.9	Attack31			10	2		2	0	0	
100712	黄球2消	32	0.6	0.9	Attack31			10	2		2	0	0	
100713	黄球3消	33	0.6	0.9	Attack31			10	2		2	0	0	
100714	出生动作	4	0	3.15	Born			10	2		2	0	0	
100715	出场技	3	0.6	0.9	Attack31			10	2		2	0	0	
100716	大招	2	3.7	0	Attack51			10	2		2	0	0	
100717	胜利	8	100	0	Win			10	2		2	0	0	
100718	胜利2	8	100	0	Win2			10	2		2	0	0	
100719	援助技能	7	2.3	0	AttackQte			10	2		2	0	0	
100720	闪避	5	0.4	0.4	Move1	100094		10	2		2	0	0	0.4
100721	默认向后闪避	6	0.4	0.5	Move2	100094		10	2		2	0	0	0.4
100722	加特林普攻	1	1.6	0.6	Attack41	100755|100787		10	2		2	0	0	
100723	加特林普攻2	1	1	0.7	Attack42	100755|100787		10	2		2	0	0	
100724	交互动作	9	0	100	Save			10	2		2	0	0	
100725	普通攻击1（突进版）	1	0.6	0.8	Attack01			10	2		2	0	0	
100801	普通攻击1	1	0.55	0.6	Attack01			10	2		2	0	0	
100802	普通攻击2	1	0.65	0.6	Attack02			10	2		2	0	0	
100803	普通攻击3	1	0.5	0.75	Attack03			10	2		2	0	0	
100804	普通攻击4	1	0.6	0.4	Attack04			10	2		2	0	0	
100805	普通攻击5	1	0.85	1.05	Attack05			10	2		2	0	0	
100806	普通攻击1（突进版）	1	0.55	0.6	Attack01			10	2		2	0	0	
100807	红球1消	11	0.8	1.25	Attack11			10	2		2	0	0	
100808	红球2消	12	0.8	1.25	Attack11			10	2		2	0	0	
100809	红球3消	13	1.1	1.2	Attack13			10	2		2	0	0	
100810	蓝球1消	21	0.8	0.7	Attack21			10	2		2	0	0	
100811	蓝球2消	22	0.8	0.7	Attack21			10	2		2	0	0	
100812	蓝球3消	23	0.8	0.7	Attack21			10	2		2	0	0	
100813	黄球1消	31	0.7	1	Attack31	100834|100837		10	2		2	0	0	
100814	黄球2消	32	0.7	1	Attack31	100834|100837		10	2		2	0	0	
100815	黄球3消	33	0.7	1	Attack31	100834|100837		10	2		2	0	0	
100816	出生动作	4	0	2.9	Born			10	2		2	0	0	
100817	出场技	13	1.1	1.2	Attack13			10	2		2	0	0	
100818	援助技能	7	1.8	0	AttackQte			10	2		2	0	0	
100819	闪避	5	0.4	0.65	Move1	100094|100834|100837|100872		10	2		2	0	0	0.4
100820	默认向后闪避	6	0.4	0.7	Move2	100094|100834|100837|100872		10	2		2	0	0	0.4
100821	大招	2	5	0.65	Attack51			10	2		2	0	0	
100822	胜利	8	100	0	Win			10	2		2	0	0	
100823	胜利2	8	100	0	Win2			10	2		2	0	0	
100824	被动弹道存放	41	0	0	Win			10	2		2	0	0	
100825	普通攻击1	1	0.55	0.6	Attack01			10	2		2	0	0	
100826	普通攻击2	1	0.65	0.6	Attack02			10	2		2	0	0	
100827	普通攻击3	1	0.55	0.7	Attack03			10	2		2	0	0	
100828	普通攻击4	1	0.6	0.4	Attack04			10	2		2	0	0	
100829	普通攻击5	1	0.85	1.05	Attack05			10	2		2	0	0	
100830	交互动作	9	0	100	Save			10	2		2	0	0	
100831	强化攻击1（突进版）	1	0.55	0.6	Attack01			10	2		2	0	0	
101301	普通攻击1	1	0.55	0.85	Attack01			10	2		2	0	0	
101302	普通攻击2	1	0.7	0.9	Attack02			10	2		2	0	0	
101303	普通攻击3	1	0.8	0.7	Attack03			10	2		2	0	0	
101304	普通攻击4	1	0.7	0.9	Attack04			10	2		2	0	0	
101305	普通攻击5	1	1	0.7	Attack05			10	2		2	0	0	
101306	红球1消	11	0.6	0.6	Attack11			10	2		2	0	0	
101307	红球2消	12	0.6	0.6	Attack11			10	2		2	0	0	
101308	红球3消	13	0.6	0.6	Attack11			10	2		2	0	0	
101309	蓝球1消	21	0.7	0.7	Attack21			10	2		2	0	0	
101310	蓝球2消	22	0.7	0.7	Attack21			10	2		2	0	0	
101311	蓝球3消	23	0.7	0.7	Attack21			10	2		2	0	0	
101312	黄球1消	31	0.8	0.6	Attack31			10	2		2	0	0	
101313	黄球2消	32	0.8	0.6	Attack31			10	2		2	0	0	
101314	黄球3消	33	0.8	0.6	Attack31			10	2		2	0	0	
101315	出生动作	4	0	3.2	Born			10	2		2	0	0	
101316	出场技	3	0.6	0.6	Attack11			10	2		2	0	0	
101317	大招	2	3.2	0	Attack51			10	2		2	0	0	
101318	胜利	8	100	0	Win			10	2		2	0	0	
101319	胜利2	8	100	0	Win2			10	2		2	0	0	
101320	援助技能	7	2.3	0	AttackQte			10	2		2	0	0	
101321	闪避	5	0.5	0.9	Move1	100094|100015|100303|100304		10	2		2	0	0	0.5
101322	默认向后闪避	6	0.5	1.1	Move2	100094|100015|100303|100304		10	2		2	0	0	0.5
101323	被动技能雷电招来	41	0	1	Move2			10	2		2	0	0	
