Id	Name	SkillType	CastTime	AfterTime	Animation	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime
994101	蓄力激光		6.267	0				10	0				4	
994102	光柱		4	0				10	0				4	
994103	环形		4	0				10	0				4	
994104	蓄力激光		6.267	0				10	0				4	
994105	环形攻击		4	0				10	0				4	
994106	倒地动作		999	0	Death			10	0				0	
994501	蓄力激光		6.267	0	Attack01			10	0				4	
994301	重构镇暴兵的技能1		1.8	0	Attack01			10	2				0	
994302	重构镇暴兵的技能2		1.8	0	Attack02			10	2				0	
994303	重构镇暴兵的技能3-冲锋-1		0.9	0	Attack03			10	2				0	
994304	重构镇暴兵的技能3-冲锋-2		1	0	Attack04			10	4				0	
994305	重构镇暴兵的技能3-冲锋-3		1.3	0	Attack05			10	4				0	
994306	重构镇暴兵的技能3-冲锋-撞墙		1.3	0	Attack06			10	0				0	
994307	重构镇暴兵的技能3-冲锋-眩晕		1	0	Stun			10	0				0	
994401	重构演出者紫光阵		3.9	0	Attack01			10	2			1	4	
994402	重构演出者治疗友军？		2	0	Attack02			10	2				0	
994403	重构演出者慢速电球		1.1	0	Attack03			10	2				4	
994404	重构演出者快速电球		2.2	0	Attack03			10	2				4	
904001	野牛烈焰撞击		5.7	0	Attack01			10	4				0	
904002	野牛炎刃横扫		2	0	Attack02			10	2				0	
904003	野牛后踢		1.6	0	Attack03			10	2				0	
904004	野牛雪狐击		2.6	0	Attack04			10	2				0	
904005	野牛炎爆		2.1	0	Attack05			10	2				0	
904006	野牛燃烧吧牛宝宝		2.35	0	Attack06			10	2				0	
904007	卧牛前摇		1	0	Attack07			10	2				0	
904008	卧牛中		0.25	0	Attack08			10	2				0	
904009	卧牛结束		1.5	0	Attack09			10	2				0	
904010	锤断腿前摇		1.45	0	Attack11			10	2				0	
904011	锤断腿中		0.25	0	Attack12			10	2				0	
904012	锤断腿结束		1.5	0	Attack13			10	2				0	
904013	野牛转向		0.8	0	Attack17			10	0				4	
904501	战斧斜劈		2.3	0	Attack01			10	0				4	
904502	战斧上挑		2.2	0	Attack02			10	0				4	
904503	链钩发射		1.867	0	Attack03			10	0				4	
904504	链钩回拽		1.267	0	Attack04			10	0				0	
904505	喷射准备		0.8	0	Attack05			10	0				0	
904506	喷射冲锋		3	0	Attack06	904529|730019		10	6				4	
904507	喷射冲锋刹车结束		1.733	0	Attack07	700031		10	0				0	
904508	喷射冲锋撞墙		3.133	0	Attack08	700031		10	0				0	
904509	正义降临-升		0.867	0	Attack09			10	4				0	
904510	待机挑衅		4.7	0	Attack10			10	0				0	
904511	链钩假动作		4.533	0	Attack11			10	0				0	
904512	跳跃出生动作1		2.967	0	Attack12	700249|710077		10	4				0	
904513	喷射冲锋撞人结束		2.033	0	Attack13	700031		10	4				0	
904514	正义降临-落		2.433	0	Attack14	700031|710077|700249		10	0				1	
904515	喷射冲锋		3	0	Attack06			10	6				0	
904516	跳跃出生动作2		2.967	0	Attack12	710077|700249		10	4				0	
904517	降落出生动作		2.433	0	Attack14	700031|710077|700249		10	0				1	
904601	蓄能炮		3.533	0	Attack01			10	0				4	
904602	待机挑衅		4.4	0	Attack02			10	0				0	
904603	冷气喷射-准备		0.8	0	Attack03			10	0				0	
904604	冷气喷射-前		1.133	0	Attack04	904605		10	1				0	
904605	冷气喷射-后		1.133	0	Attack05	904605		10	1				0	
904606	冷气喷射-右		1.133	0	Attack06	904605		10	1				4	
904607	冷气喷射-左		1.133	0	Attack07	904605		10	1				4	
904608	冷气喷射-收回		1.167	0	Attack08	700031		10	0				0	
904609	爆炸飞跃		2.733	0	Attack09	700031		10	4				0	
904610	后跳		1.667	0	Attack10	700031		10	1				0	
904611	转向		0.9	0	Attack11	700031		10	0				4	
904612	机枪扫射		2.967	0	Attack12			10	0				0	
904613	出生动作		2.833	0	Attack13	710077|700249		10	4				0	
904614	趴地		0.167	0	Lieonfloor			10	0				0	
904615	出生动作2		2.833	0	Attack13	710077|700249		10	4				0	
904616	出生动作3		2.833	0	Attack13	710077|700249		10	4				0	
