Id	Name	SkillType	CastTime	AfterTime	Animation	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime
101801	普攻1	1	0.5	1.2	Attack01			10	2		2	0	0	
101802	普攻2	1	0.5	1.6	Attack02			10	2		2	0	0	
101803	普攻3	1	0.75	1.45	Attack03			10	2		2	0	0	
101804	普攻4	1	1.1	1.7	Attack04			10	2		2	0	0	
101805	普攻5	1	0.8	1.4	Attack05			10	2		2	0	0	
101806	普攻6	1	0.55	1.3	Attack06			10	2		2	0	0	
101807	突进普攻	1	0.5	1.2	Attack01			10	2		2	0	0	
101808	突进普攻分支	1	0.85	1.4	Attack07	101873|101869		10	2		2	0	0	
101809	普攻1（强化）	1	0.5	1.2	Attack01			10	2		2	0	0	
101810	普攻2（强化）	1	0.5	1.6	Attack02			10	2		2	0	0	
101811	普攻3（强化）	1	0.7	1.5	Attack03			10	2		2	0	0	
101812	普攻4（强化）	1	1.05	1.55	Attack04			10	2		2	0	0	
101813	普攻5（强化）	1	0.8	1.4	Attack05			10	2		2	0	0	
101814	普攻6（强化）	1	0.55	1.3	Attack06			10	2		2	0	0	
101815	突进普攻（强化）	1	0.5	1.2	Attack01			10	2		2	0	0	
101816	突进普攻分支（强化）	1	0.85	1.4	Attack07	101873|101869		10	2		2	0	0	
101817	红球1消	11	0.6	1	Attack11			10	2		2	0	0	
101818	红球2消	12	0.6	1	Attack11			10	2		2	0	0	
101819	红球3消	13	0.6	1	Attack11			10	2		2	0	0	
101820	红球EX	41	1.35	1.15	Attack41	101873|101869|101838		10	2		2	0	0	
101821	蓝球1消	21	0.7	1	Attack21	101873|101875|101877|101869		10	2		-2	0	2	
101822	蓝球2消	22	0.7	1	Attack21	101873|101875|101877|101869		10	2		-2	0	2	
101823	蓝球3消	23	0.7	1	Attack21	101873|101875|101877|101869		10	2		-2	0	2	
101824	黄球1消	31	1.15	1.25	Attack31	101838		10	2		2	0	0	
101825	黄球2消	32	1.15	1.25	Attack31	101838		10	2		2	0	0	
101826	黄球3消	33	1.15	1.25	Attack31	101838		10	2		2	0	0	
101827	大招	2	4.9	1.25	Attack51	100092		10	2		2	0	0	
101828	闪避	5	0.4	1.15	Move1	100094|101873|101875|101877		10	2		2	0	0	0.5
101829	默认向后闪避	6	0.45	1.55	Move2	100094|101873|101875|101877		10	2		2	0	0	0.5
101830	出生动作	4	0	4.3	Born			10	2		2	0	0	
101831	出场技	3	1.15	1.25	Attack31			10	2		2	0	0	
101832	胜利	8	100	0	Win			10	2		2	0	0	
101833	胜利2	8	100	0	Win2			10	2		2	0	0	
101834	援助技能	7	1.7	0	AttackQte	100092		10	2		2	0	0	
101835	交互动作	9	0	100	Save			10	2		2	0	0	
100901	普攻1	1	0.55	1.15	Attack01			10	2		2	0	0	
100902	普攻2	1	1	0.8	Attack02			10	2		2	0	0	
100903	普攻3	1	0.8	1.2	Attack03			10	2		2	0	0	
100904	普攻4	1	1.4	1.3	Attack04	100906|100908		10	2		2	0	0	
100905	红球1消	11	1.05	1.25	Attack11			10	2		2	0	0	
100906	红球2消	12	1.05	1.25	Attack11			10	2		2	0	0	
100907	红球3消	13	1.05	1.25	Attack11			10	2		2	0	0	
100908	蓝球1消	21	1.25	0.95	Attack21			10	2		2	0	0	
100909	蓝球2消	22	1.25	0.95	Attack21			10	2		2	0	0	
100910	蓝球3消	23	1.25	0.95	Attack21			10	2		2	0	0	
100911	黄球1消	31	1	2	Attack31	100936		10	2		2	0	2	
100912	黄球2消	32	1	2	Attack31	100936		10	2		2	0	2	
100913	黄球3消	33	1	2	Attack31	100936		10	2		2	0	2	
100914	大招	2	4.45	3.25	Attack51			10	2		2	0	4	
100915	闪避	5	0.5	0.7	Move1	100094		10	2		2	0	0	0.5
100916	后闪	6	0.5	0.7	Move2	100094		10	2		2	0	0	0.5
100917	出生动作	4	3	0	Born			10	2		2	0	0	
100918	出场技	3	1	2	Attack31	100936		10	2		2	0	2	
100919	胜利	8	100	0	Win			10	2		2	0	0	
100920	胜利2	8	100	0	Win2			10	2		2	0	0	
100921	援助技能	7	2.9	0	AttackQte			10	2		2	0	0	
100922	交互动作	9	0	100	Save			10	2		2	0	0	
100923	普攻1（追击）	1	0.35	1.15	Attack01			10	2		2	0	0	
100924	蓝球EX	41	1.5	1.3	Attack41	100936		10	2		2	0	0	
