Id	Name	SkillType	CastTime	AfterTime	Animation	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime
101401	普攻1	1	0.5	1.15	Attack01			10	2		2	0	0	
101402	普攻2	1	0.65	1.35	Attack02			10	2		2	0	0	
101403	普攻3	1	0.85	1.4	Attack03			10	2		2	0	0	
101404	普攻4	1	0.95	1.35	Attack04			10	2		2	0	0	
101405	普攻5	1	0.9	1.85	Attack05			10	2		2	0	0	
101406	红球1消	11	1.4	1.45	Attack11			10	2		2	0	0	
101407	红球2消	12	1.4	1.45	Attack11			10	2		2	0	0	
101408	红球3消	13	1.4	1.45	Attack11	101460		10	2		2	0	0	
101409	蓝球1消	21	0.5	1.5	Attack21			10	2		2	0	0	
101410	蓝球2消	22	0.5	1.5	Attack21			10	2		2	0	0	
101411	蓝球3消	23	0.5	1.5	Attack21			10	2		2	0	0	
101412	黄球1消	31	0.9	1.95	Attack31			8	2		2	0	0	
101413	黄球2消	32	0.9	1.95	Attack31			8	2		2	0	0	
101414	黄球3消	33	0.9	1.95	Attack31			8	2		2	0	0	
101415	QTE技能	7	3.15	0	AttackQte			10	2		2	0	0	
101416	闪避1	5	0.6	0.85	Move1	100094		10	2		2	0	0	0.5
101417	默认向后闪避	6	0.6	0.7	Move2	100094		10	2		2	0	0	0.5
101418	大招	2	2.5	1.15	Attack51			10	2		2	0	0	
101419	胜利1	8	100	1	Win			10	2		2	0	0	
101420	胜利2	8	100	1	Win2			10	2		2	0	0	
101421	出生技能	4	3.15	0	Born			10	2		2	0	0	
101422	被动蓄力攻击1	41	0.9	1.1	Attack41			10	2		2	0	0	
101423	被动蓄力攻击2	42	0.8	1.1	Attack42			10	2		2	0	0	
101424	交互动作	9	0	100	Save			10	2		2	0	0	
101425	出场技	3	1.4	1.45	Attack11			10	2		2	0	0	
