Info	Key	X	Y
11030104	PB1	6006	14096
11030104	S1	4727	12512
11030104	B101	4550	11727
11030104	B102	4252	12452
11030104	B103	5259	12327
11030104	B104	4967	11884
11030104	B105	4309	13013
11030104	S2	4190	11498
11030104	B201	2799	10853
11030104	B202	2406	10613
11030104	B203	3854	10659
11030104	B204	4007	10315
11030104	B205	3271	10667
11030104	End1	3206	7541
11030104	End2	3231	6923
11030104	B301	2471	7882
11030104	B302	2265	7503
11030104	B303	2724	7177
11030104	B304	3950	7305
11030104	S3	3444	11211
11030105	PB1	3285	4430
11030105	S1	3297	3900
11030105	B101	2297	3344
11030105	B102	2692	3005
11030105	B103	4390	3301
11030105	B104	3927	2961
11030105	B105	3340	2745
11030105	ST1	1593	2598
11030105	ST2	2179	3990
11030105	ST3	3354	2572
11030105	ST4	4531	3841
11030105	End	850	2888
11030105	S2	607	2895
11030105	PB3	2666	14171
11030105	S3	3194	14177
11030105	B201	3715	14498
11030105	B202	3735	13857
11030105	B203	3501	14184
10030302	PB1	844	2585
10030302	S1	1317	2579
10030302	ST1	1601	2851
10030302	ST2	2875	3654
10030302	ST3	3400	3115
10030302	ST4	3956	3545
10030302	B101	2339	3028
10030302	B102	2607	3351
10030302	B103	2786	2949
10030302	B201	4028	3181
10030302	B202	4371	3462
10030302	B203	4331	2875
10030302	S2	3449	3134
10030302	B301	3373	3791
10030302	B302	2977	4097
10030302	B303	3666	4136
10030302	S3	3408	3227
11040105	PB1	1718	13231
11040105	S1	1728	12885
11040105	JP1	1729	10993
11040105	JPL1	1082	7988
11040105	JP2	5005	6940
11040105	JPL2	4844	3664
11040105	JPS1	1149	7202
11040105	JPS2	4839	2620
11040105	End	876	2804
11040105	B101	1227	12679
11040105	B102	2203	12673
11040105	B103	1439	12406
11040105	B104	1957	12378
11040105	B105	1729	12556
11040105	S2	2080	7653
11040105	B201	2359	8033
11040105	B202	2381	7274
11040105	B203	2632	7838
11040105	B204	2649	7453
11040105	B205	2381	7648
11040105	S3	3976	3377
11040105	B301	3624	3771
11040105	B302	3629	2950
11040105	B303	3326	3686
11040105	B304	3342	3132
11040105	B305	3486	3409
12020801	PB1	3278	4187
12020801	S1	3341	3344
12020801	B101	3349	2643
12020801	B102	2207	2754
12020801	B103	4546	2738
12020801	JS	3349	2525
11040106	PB1	3276	4346
11040106	PB2	3266	3856
11040106	S1	3271	3589
11040106	B201	3261	2965
11040106	B202	2541	3048
11040106	B203	4011	3010
11040106	B101	2949	3227
11040106	B102	3593	3222
11040106	B103	2732	3227
11040106	B104	3832	3214
10030202	PB1	586	8314
10030202	B101	2314	7972
10030202	B102	5054	7144
10030202	B103	4653	4964
10030202	B104	5322	4964
10030202	CSQ3	3293	4178
10030202	CS3	3239	6657
10030202	B105	5707	6476
10030202	B106	5542	8311
10030202	B107	4297	6796
10030202	B108	1166	7013
10030202	B109	3800	7453
10030202	JS	3237	6920
10030202	S1	3040	7818
10030202	XL101	5009	7941
10030202	XL102	2314	7144
10030202	XL103	4620	6051
10030202	XL104	5338	6051
10030202	XL105	4259	6453
10030202	XL106	4730	7524
10030202	XL107	4297	8284
10030202	XL108	2529	8191
10030202	XL109	1748	7453
10030204	PB1	1916	14775
10030204	B101	1878	13698
10030204	B102	1534	13212
10030204	B103	2209	13199
10030204	S1	1916	14141
10030204	S2	2065	12761
10030204	B201	2399	12109
10030204	B202	1629	12058
10030204	B301	2894	11285
10030204	B302	2592	10724
10030204	B303	3497	11109
10030204	S3	2824	11454
10030204	B401	3380	10179
10030204	S4	3103	10883
12030201	PB1	3285	4220
12030201	S1	3284	3957
12030201	B101	3291	3403
12030201	B102	3056	3403
12030201	B103	3558	3403
12030201	S2	3291	3136
12030201	B201	3173	2758
12030201	B202	3428	2751
12030201	JS	3284	2490
12030202	PB1	3387	15737
12030202	S1	3387	15464
12030202	B101	3403	14911
12030202	B102	3082	14702
12030202	B103	3732	14678
12030202	S2	3411	14622
12030202	B201	3306	13820
12030202	B202	3507	13820
12030202	JS	3403	13523
12030203	PB1	3314	8152
12030203	S1	3314	7953
12030203	B101	3321	7179
12030203	B102	3088	7036
12030203	B103	3554	7022
12030203	JS	3328	6844
