Id	Name	SkillType	CastTime	AfterTime	Animation	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime
870101	普攻横扫一段		1.8	0	Attack01			10	2		2	0	4	
870102	普攻横扫二段		1.6	0	Attack02			10	2		2	0	4	
870103	开始横扫三段		2.65	0	Attack03			10	2		2	0	0	
870104	惩罚激光		1.25	0	Attack05			10	2		2	0	4	
870105	指仗关键帧		1.8	0	Attack06			10	2		2	0	4	
870106	旋转法杖关键帧		2	0	Attack07			10	2		2	0	0	
870107	第二阶段表演		5.7	0	Attack08			10	2		2	0	0	
870108	最终阶段前摇		1.15	0	Attack09			10	2		2	0	0	
870109	最终阶段循环		1.1	0	Attack11			10	2		2	0	0	
870110	最终阶意外退出阶段		0.6	0	Attack12			10	2		2	0	0	
870111	意外跳跃起身		2.2	0	Attack13			10	3		0	0	2	
870112	待机表演帧		2.65	0	Attack14			10	2		2	0	0	
870201	审判之眼全场石化		1.35	0	Attack01			10	2		2	0	0	
870202	审判之眼全场火球		1.35	0	Attack01			10	2		2	0	0	
870203	审判之眼预备技能		1.35	0	Attack01			10	2		2	0	0	
870204	审判之眼预备技能		1.35	0	Attack01			10	2		2	0	0	
870205	审判之眼预备技能		1.35	0	Attack01			10	2		2	0	0	
870301	处刑之眼激光喷射		1.35	0	Attack01			10	2		2	0	4	
870302	处刑之眼预备技能		1.35	0	Attack01			10	2		2	0	4	
870303	处刑之眼预备技能		1.35	0	Attack01			10	2		2	0	4	
870304	处刑之眼预备技能		1.35	0	Attack01			10	2		2	0	4	
870305	处刑之眼预备技能		1.35	0	Attack01			10	2		2	0	4	
873101	近战-轻扫		2.167	0	Attack01			10	2		2	0	4	
873102	近战-轻戳		1.833	0	Attack02			10	3		0	0	4	
873103	近战-轻扫花哨		2.533	0	Attack03			10	2		2	0	4	
873104	位移-前跳		1.567	0	Attack05	873103		10	6		2	0	4	
873105	近战击飞-扫挑		1.9	0	Attack06			10	2		2	0	4	
873106	远程-离子弹-散射		2.85	0	Attack07			10	2		2	0	4	
873107	远程-离子弹-巨炮		2.7	0	Attack09			10	2		2	0	4	
873108	位移-冲锋砍杀		1.35	0	Attack17			10	6		2	0	4	
873109	近战-强力劈砍		2.15	0	Attack18			10	6		2	0	4	
873110	远程-十字斩		2.95	0	Attack19			10	2		2	0	4	
873113	骚套路-地裂斩		2.067	0	Attack16			10	6		2	0	4	
873114	位移-后跳		1.333	0	Attack12			10	6		2	0	4	
873115	奖励-瘫痪开始		7.1	0	Attack14			10	2		2	0	4	
873116	奖励-瘫痪结束		1	0	Attack15			10	2		2	0	4	
873117	基础-跑停右		2.23	0	Attack31			10	6		2	0	4	
873118	基础-跑停左		2.23	0	Attack32			10	6		2	0	4	
873119	基础-转向右		1	0	Attack33			10	2		2	0	4	
873120	基础-转向左		1	0	Attack34			10	2		2	0	4	
873301	空中戳		2.4	0	Attack01			10	6		2	0	4	
873302	盾击突刺		3.1	0	Attack02			10	6		2	0	4	
873303	快速三连		2.27	0	Attack03			10	6		2	0	4	
873304	丢盾四连111		2.833	0	Attack04			10	6		2	0	4	
873305	抽枪		2.7	0	Attack05			10	6		2	0	4	
873306	飞天		1.33	0	Attack06			10	6		2	0	4	
873307	落地		2.27	0	Attack07			10	5		2	0	4	
873308	格挡		3.17	0	Attack08			10	5		2	0	4	
873309	格挡突击		3.17	0	Attack08			10	5		2	0	4	
873311	移动剑风		1.67	0	Attack11			10	5		2	0	4	
873312	追踪离子弹		3.33	0	Attack12			10	6		2	0	4	
873313	区域随机生成离子弹		4.13	0	Attack13			10	6		2	0	4	
873314	引爆		2	0	Attack14			10	6		2	0	4	
873315	旋转连击		3.83	0	Attack15			10	5		2	0	4	
873316	地裂斩		1.97	0	Attack16			10	6		2	0	4	
873321	前		0.5	0	Attack21			10	5		2	0	4	
873322	后		0.5	0	Attack22			10	5		2	0	4	
873323	左		0.5	0	Attack23			10	5		2	0	4	
873324	右		0.5	0	Attack24			10	5		2	0	4	
873325	后跳		0.5	0	Attack25			10	6		2	0	4	
873326	BOSS出场		7.33	0	Attack26			10	6		2	0	4	
