Id	Name	SkillType	CastTime	AfterTime	Animation	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime
100401	普攻1	1	0.55	0.95	Attack01			10	2		2	0	0	
100402	普攻2	1	1	1.15	Attack02			10	2		2	0	0	
100403	普攻3	1	0.95	0.9	Attack03			15	2		2	0	0	
100404	普攻4	1	1	1.85	Attack04			10	2		2	0	0	
100405	红球1消	11	0.5	1	Attack11			10	2		2	0	0	
100406	红球2消	12	0.7	1.2	Attack12			10	2		2	0	0	
100407	红球3消	13	0.9	1.5	Attack13			10	2		2	0	0	
100408	蓝球1消	21	0.5	0.7	Attack21			10	2		2	0	0	
100409	蓝球2消	22	0.5	0.7	Attack21			10	2		2	0	0	
100410	蓝球3消	23	0.5	0.7	Attack21			10	2		2	0	0	
100411	黄球1消	31	0.8	1.3	Attack31			10	2		2	0	0	
100412	黄球2消	32	0.8	1.3	Attack31			10	2		2	0	0	
100413	黄球3消	33	0.8	1.3	Attack31			10	2		2	0	0	
100414	出生动作	4	0	2.7	Born			10	2		2	0	0	
100415	胜利	8	100	0	Win			10	2		2	0	0	
100416	胜利2	8	100	0	Win2			10	2		2	0	0	
100417	qte技能	7	2.9	0	AttackQte			10	2		2	0	2	
100418	闪避	5	0.6	0.75	Move1	100094		10	2		2	0	0	0.5
100419	默认向后闪避	6	0.6	0.75	Move2	100094		10	2		2	0	0	0.5
100420	大招	2	2.5	0.5	Attack51			10	2		2	0	0	
100421	出场技	3	0.9	1.5	Attack13			10	2		2	0	0	
100422	被动弹道存放	41	0	0	Attack51			10	2		2	0	0	
100423	交互动作	9	0	100	Save			10	2		2	0	0	
101601	普攻1	1	0.7	0.7	Attack01			10	2		2	0	0	
101602	普攻2	1	0.5	0.8	Attack02			10	2		2	0	0	
101603	普攻3	1	0.8	1.2	Attack03			10	2		2	0	0	
101604	普攻4	1	0.65	0.55	Attack04			10	2		2	0	0	
101605	普攻5	1	0.65	1.15	Attack05			10	2		2	0	0	
101606	出场技	3	1	0.75	Attack11			10	2		2	0	0	
101607	红球1消	11	1	0.75	Attack11			10	2		2	0	0	
101608	红球2消	12	1	0.75	Attack11			10	2		2	0	0	
101609	红球3消	13	1	0.75	Attack11			10	2		2	0	0	
101610	蓝球1消	21	0.8	1.3	Attack21			10	2		2	0	0	
101611	蓝球2消	22	0.8	1.3	Attack21			10	2		2	0	0	
101612	蓝球3消	23	0.8	1.3	Attack21			10	2		2	0	0	
101613	黄球1消	31	1.1	0.3	Attack31	101639		10	6		2	0	4	
101614	黄球2消	32	1.1	0.3	Attack31	101639		10	6		2	0	4	
101615	黄球3消	33	1.1	0.3	Attack31	101639		10	6		2	0	4	
101616	QTE技能	7	3.1	0.1	AttackQte			10	2		2	0	0	
101617	闪避1	5	0.5	0.3	Move1	100094		10	2		2	0	0	0.5
101618	默认向后闪避	6	0.5	0.3	Move2	100094		10	2		2	0	0	0.5
101619	大招	2	3	0.3	Attack51			10	2		2	0	0	
101620	胜利1	8	100	0	Win			10	2		2	0	0	
101621	胜利2		0	1				10	2		2	0	0	
101622	出生技能	4	0	3.7	Born			10	2		2	0	0	
101623	普攻1（狂暴）	1	0.5	0.2	Attack41			10	2		2	0	0	
101624	普攻2（狂暴）	1	0.6	0.4	Attack42			10	2		2	0	0	
101625	普攻3（狂暴）	1	1.2	0.7	Attack43			10	2		2	0	0	
101626	普攻4（狂暴）	1	0.5	0.7	Attack44			10	2		2	0	0	
101627	普攻5（狂暴）	1	0.8	0.5	Attack45			10	2		2	0	0	
101628	红球1消（狂暴）	11	1.9	0.4	Attack12			10	2		2	0	0	
101629	红球2消（狂暴）	12	1.9	0.4	Attack12			10	2		2	0	0	
101630	红球3消（狂暴）	13	1.9	0.4	Attack12			10	2		2	0	0	
101631	蓝球1消（狂暴）	21	1	0.5	Attack22			10	2		2	0	0	
101632	蓝球2消（狂暴）	22	1	0.5	Attack22			10	2		2	0	0	
101633	蓝球3消（狂暴）	23	1	0.5	Attack22			10	2		2	0	0	
101634	黄球1消（狂暴）	31	1.5	0.3	Attack32	101652		10	6		2	0	4	
101635	黄球2消（狂暴）	32	1.5	0.3	Attack32	101652		10	6		2	0	4	
101636	黄球3消（狂暴）	33	1.5	0.3	Attack32	101652		10	6		2	0	4	
