Id	Name	SkillType	CastTime	AfterTime	Animation	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime
903901	毒龙钻戳刺		1.35	0	Attack01			10	0				4	
903902	毒龙钻横扫		1.35	0	Attack02			10	0				4	
903903	毒龙钻踩踏		1.95	0	Attack16			10	0				4	
903904	毒龙钻猛踹		1.45	0	Attack17			10	0				4	
903905	毒龙钻跳跃		3	0	Attack03			10	2				4	
903906	boss瘫痪前摇		1	0	StraightBefore			10	2				0	
903907	boss瘫痪中		1	0	Straight			10	2				0	
903908	boss瘫痪结束		1	0	StraightAfter			10	2				0	
821301	电球召唤物大角度		2.35	0	Attack11			10	2				0	
821302	电球召唤物中角度		2.35	0	Attack12			10	2				0	
821303	电球召唤物小角度		2.35	0	Attack13			10	2				0	
821304	电球召唤物垂直		1.85	0	Attack14			10	2				0	
821305	电球召唤物激光		1.5	0	Run			10	2				0	
821501	散弹枪		1.55	0	Attack01			10	2				0	
821502	能量炮		1.65	0	Attack02			10	2				0	
821503	急速散弹		3	0	Attack03			10	2				0	
821504	喷射后退		1.55	0	Attack04			10	1				0	
821505	召唤自爆虫		3.35	0	Attack05			10	2				0	
821506	激光速射		1.7	0	Attack06			10	2				0	
821507	跳跃隐藏模型		2.45	0	Attack07			10	2				0	
821508	落地显示模型		1.2	0	Attack08			10	2				0	
821509	阶段切换表演		4.85	0	Attack09			10	2				0	
821510	烈焰起跳		1.25	0	Attack11			10	3				4	
821511	开始喷火		1.15	0	Attack12			10	2				0	
821512	转身小跳		0.85	0	Attack13			10	2				4	
821513	烈焰散弹枪		1.55	0	Attack01			10	2				0	
201401	毒龙钻横扫普攻之一（红）		1.5	0	Attack02			10	2				0	
