Id	Name	SkillType	CastTime	AfterTime	Animation	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime
901998	重构镇暴兵-盾墙释放		9999	0	Attack09			10	0				0	
901999	重构镇暴兵-盾墙结束		0.5	0	Attack12			10	0				0	
992101	剑客拔刀斩		2.53	0	Attack01			10	4				1	
992102	剑客连续斩		2.7	0	Attack02			10	4				1	
992103	剑客挥劈		2.2	0	Attack03			10	0				1	
992104	剑客戳刺		2.33	0	Attack04			10	4				1	
992105	剑客大招		3.13	0	Attack05			10	0				1	
970101	Skill-01-跳跃		3.4	0	Attack01			10	4				0	
970102	Skill-02-戳刺		2.1	0	Attack02			10	2				1	
970103	Skill-03-吐息		2.1	0	Attack03			10	2			1	1	
970104	Skill-04-轰炸		4.5	0	Attack04			10	2			1	1	
970105	Skill-05-漏酸		2.7	0	Attack05			10	2				0	
970106	表演		3.4	0	Attack06			10	2				0	
970107	瘫痪-in		1.2	0	Attack07			10	2				0	
970108	瘫痪-loop		0.3	0	Attack08			10	2				0	
970109	瘫痪-out		1.1	0	Attack09			10	2				0	
970110	转身		1	0	Attack12			10	2				4	
970201	Skill-01-跳跃		3.4	0	Attack01			10	4				0	
970202	Skill-02-戳刺		2.1	0	Attack02			10	2				1	
970203	Skill-03-吐息		2.1	0	Attack03			10	2			1	1	
970204	Skill-04-轰炸		4.5	0	Attack04			10	2			1	1	
970205	Skill-05-漏酸		2.7	0	Attack05			10	2				0	
970206	表演		3.4	0	Attack06			10	2				0	
970207	瘫痪-in		1.2	0	Attack07			10	2				0	
970208	瘫痪-loop		0.3	0	Attack08			10	2				0	
970209	瘫痪-out		1.1	0	Attack09			10	2				0	
970210	转身		1	0	Attack12			10	2				4	
992201	Skill-01-跳跃		3.4	0	Attack01			10	4				0	
992202	Skill-02-戳刺		2.1	0	Attack02			10	2				1	
992203	Skill-03-喷泉		4.5	0	Attack04			10	2				2	
992204	Skill-04-轰炸		4.5	0	Attack04			10	2			1	2	
992205	Skill-05-漏酸		5.14	0	Attack05			10	2				0	
992206	表演		3.4	0	Attack06			10	2				0	
992207	瘫痪-in		1.2	0	Attack07			10	2				0	
992208	瘫痪-loop		0.3	0	Attack08			10	2				0	
992209	瘫痪-out		1.1	0	Attack09			10	2				0	
992210	Skill-06-直线		2.2	0	Attack03			10	2				1	
992211	Skill-07-爱心3		1.73	0	Attack11			10	2				0	
992212	Skill-08-爱心4		1.73	0	Attack11			10	2				0	
992213	Skill-09-爱心5		1.73	0	Attack11			10	2				0	
992214	Skill-10-爱心6		1.73	0	Attack11			10	2				0	
992215	Skill-11-爱心7		1.73	0	Attack11			10	2				0	
992301	重构镇暴兵盾猛		2	0	Attack01			10	2				0	
992302	重构镇暴兵横扫		2	0	Attack02			10	2				0	
992303	重构镇暴兵-冲锋-1		1.1	0	Attack03			10	2				0	
992304	重构镇暴兵-冲锋-2		2.2	0	Attack04			10	1				0	
992305	重构镇暴兵-冲锋-3		1.3	0	Attack05			10	2				0	
903501	铁罐（实验级）-普攻-红茶		1.67	0	Attack05			10	0				4	
903502	铁罐（实验级）-摇摇乐-回收		2.67	0	Attack08			10	2				0	
903503	铁罐（实验级）-摇摇乐-摇红		3	0	Attack01			10	0				4	
903504	铁罐（实验级）-摇摇乐-摇黄		3	0	Attack01			10	0				4	
903505	铁罐（实验级）-摇摇乐-摇蓝		3	0	Attack01			10	0				0	
903506	铁罐（实验级）-摇摇乐-技红		1.17	0	Attack02			10	2			1	0	
903507	铁罐（实验级）-摇摇乐-技黄		2	0	Attack03			10	0				4	
903508	铁罐（实验级）-摇摇乐-技蓝		2.13	0	Attack04			10	2				0	
903509	铁罐（实验级）-空手-炮台		6.5	0	Attack07			10	0				0	
903510	铁罐（实验级）-表现-愉悦		2.5	0	Attack11			10	2				0	
903511	铁罐（实验级）-普攻-巴掌		1.67	0	Attack09			10	0				4	
903512	铁罐（实验级）-表现-自爆		2.5	0	Attack06			10	2				0	
903513	铁罐（实验级）-特殊-小自爆		3	0	Attack01			10	2				0	
200801	新空气墙-空气墙碰撞		0.05	0				10	0				0	
200901	死亡		2	0				10	0				0	
200902	展开		2	0				10	0				0	
200903	收起		2	0				10	0				0	
201601	死亡		2	0				10	0				0	
201602	展开		2.75	0	Attack03			10	0				0	
201603	收起		2.75	0	Attack01			10	0				0	
201604	展开-放电		9999	0	Attack02			10	0				0	
201605	合闭-维持		9999	0	Stand1			10	0				0	
