Id	Name	SkillType	CastTime	AfterTime	Animation	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime
997101	左手前刺		1.3	0	Attack01			10	2		2		4	
997102	右手勾拳		1.3	0	Attack02			10	2		2		4	
997103	泰山压顶		2.9	0	Attack03			10	2		0		4	
997104	攻击前摇6		0.6	0	Attack04			10	2		2		4	
997105	蓄能攻击6		3	0	Attack05			10	2		2		4	
997106	释放攻击6		1.8	0	Attack06			10	2		2		4	
997107	技能前摇8		1.3	0	Attack07			10	2		2		4	
997108	连续发射8		3	0	Attack08			10	2		2		4	
997109	大炮球		1.7	0	Attack09			10	2		2		4	
997110	左脚踩地板		1.9	0	Attack16			10	2		2		4	
997111	右脚踹		1.5	0	Attack17			10	2		2		4	
997112	黄球测试		1.8	0	Attack11			10	2		2		4	
997113	黄球测试		1.8	0	Attack11			10	2		2		4	
997114	黄球测试		1.8	0	Attack11			10	2		2		4	
997115	环绕球		1.7	0	Attack09			10	2		2		4	
997151	格挡无敌-玩家操作		1	0.3	Attack07			10	5		2		0	
997152	格挡无敌-玩家操作		1	0.3	Attack07			10	5		2		0	
997155	左手前刺		0.9	0.8	Attack01			10	2		2		4	
997156	右手勾拳		0.8	0.5	Attack02			10	2		2		4	
997157	天残脚-玩家操作		0.9	1	Attack16			10	2		2		4	
997158	右脚踹		1	0.3	Attack17			10	2		2		4	
997161	机枪咚咚咚-玩家操作		2.3	0.7	Attack08			10	2		2		1	
997162	大炮球-玩家操作		1.3	0.4	Attack09			10	2		2		4	
997163	泰山压顶-玩家操作		1.7	1.2	Attack03			10	5		2		0	
997164	机枪咚咚咚-玩家操作		3	0	Attack08			10	2		2		4	
997165	大炮球-玩家操作		1.7	0	Attack09			10	2		2		4	
997166	天残脚-玩家操作		1.9	0	Attack16			10	2		2		4	
997171	泰山压顶-玩家操作		2.9	0	Attack03			10	2		2		4	
