Id	CueSheetId	CueName	Is1pOr3p
1	19	m_sys_title	1
2	20	m_sys_loginin	1
3	21	m_nbat_victory	1
4	22	m_nbat_failed	1
5	23	m_sys_dorm	1
101	24	m_nbat_nfighting	1
102	25	m_nbat_nsneaking	1
103	26	m_nbat_tower	1
104	30	m_nbat_nightmare	1
111	27	m_bbat_normal	1
112	28	m_bbat_lastfight	1
201	11	m_avg_general	1
202	18	m_avg_spaceship	1
203	8	m_avg_beforebattle	1
204	9	m_avg_daily	1
205	10	m_avg_funny	1
206	12	m_avg_joyofvictory	1
207	13	m_avg_memory	1
208	14	m_avg_missionstable	1
209	15	m_avg_mysterious	1
210	16	m_avg_overlook	1
211	17	m_avg_sad	1
212	4	g_amb_story_crowd	2
213	4	g_amb_story_fire	3
214	4	g_amb_story_rain	4
215	4	g_amb_story_wind	5
216	29	m_sys_christmas	1
401	2	c_nornal_step	1
551	1	b_char_specialflash	3
552	1	b_char_born	3
553	1	b_char_qte	1
554	1	b_char_heal	3
555	1	b_char_lastatk	3
556	1	b_char_dodge	1
557	32	g_ingame_drop01behit	3
558	32	g_ingame_drop01bing	3
559	32	g_ingame_dropdead	3
560	32	g_ingame_kuosan	3
561	32	g_ingame_baozha	3
562	32	g_ingame_faxianqianxing	3
570	32	g_ingame_enemyborn	3
501	5	g_ui_default	1
502	1	b_empty	1
503	1	b_empty	1
504	1	b_empty	1
505	1	b_empty	1
506	1	b_empty	1
507	1	b_empty	1
508	1	b_empty	1
509	5	b_ui_skillsingle	1
510	5	b_ui_skillsingle	1
511	5	b_ui_skillthree	1
512	1	b_empty	1
100001	1	b_empty	1
1001	5	b_ui_skillsingle	1
1002	5	b_ui_skillsingle	1
1003	5	b_ui_skillthree	1
1011	5	g_ui_default	1
1012	5	g_ui_default	1
1013	5	g_ui_default	1
1014	5	g_ui_turnover	1
1021	5	g_ui_popout_n	1
1022	5	g_ui_popout_l	1
1023	5	g_ui_default	1
1024	5	g_ui_cancel	1
1025	5	g_ui_confirm	1
1026	5	g_ui_triangle	1
1027	5	g_ui_tip_up	1
1028	5	g_ui_tip_down	1
1029	5	g_ui_cancel	1
1030	5	g_ui_charshining	1
1031	5	g_ui_select	1
1032	5	g_ui_slide	1
1041	5	g_ui_confirm	1
1042	5	g_ui_triangle	1
1043	5	g_ui_triangle	1
1044	5	g_ui_default	1
1033	5	g_ui_slide	1
1034	5	g_ui_confirm	1
1051	5	g_ui_switch	1
1052	5	g_ui_switch	1
1053	5	g_ui_default	1
1054	5	g_ui_tip_up	1
1055	5	g_ui_tip_down	1
1056	5	g_ui_default	1
1057	5	g_ui_default	1
1058	5	g_ui_confirm	1
1059	5	g_ui_confirm	1
1060	5	g_ui_select	1
1061	5	g_ui_select	1
1062	5	g_ui_switch	1
1063	5	g_ui_default	1
1064	5	g_ui_confirm	1
1065	5	g_ui_confirm	1
1066	5	g_ui_switch	1
1067	5	g_ui_default	1
1068	5	g_ui_confirm	1
1070	5	g_ui_default	1
1071	5	g_ui_default	1
1072	5	g_ui_default	1
1073	5	g_ui_default	1
1074	5	g_ui_confirm	1
1075	5	g_ui_confirm	1
1076	5	g_ui_slide	1
1077	5	b_ui_skillsingle	1
1078	5	b_ui_skillthree	1
1079	5	b_ui_skillthree	1
1080	6	e_signal_attack_n	3
1081	6	e_signal_attack_nf	3
1082	31	me_step_metal	3
1083	31	me_step_metal_heavy	3
1084	31	me_step_metal_bar	3
1085	31	me_step_pulley	3
1086	31	me_step_tentacle	3
1087	31	me_step_tentacle_heavy	3
1088	31	me_step_drone	3
1089	31	me_step_fly	3
1090	31	me_step_human	3
1091	31	me_step_metal_boss	3
1501	7	g_story_alarm	1
1502	7	g_story_armymarch	1
1503	7	g_story_buildingvibration	1
1504	7	g_story_crowdrun	1
1505	7	g_story_liquidimp	1
1506	7	g_story_machinecrash	1
1507	7	g_story_machineft	1
1508	7	g_story_machinegrowl	1
1509	7	g_story_machineon	1
1510	7	g_story_pistol	1
1511	7	g_story_pistolload	1
1512	7	g_story_punch	1
1513	7	g_story_run	1
1514	7	g_story_snowwalk	1
1515	7	g_story_type	1
1516	7	g_story_walk	1
1517	5	g_ui_boxopen	1
1518	5	g_ui_chouka_normal_1	1
1519	5	g_ui_chouka_fivestar_1	1
1520	5	g_ui_chouka_sixstar_1	1
1521	5	g_ui_reward_normal	1
1522	5	g_ui_reward_suipian	1
1523	5	g_ui_furniture_placement	1
1524	5	g_ui_furniture_packup	1
1525	5	g_ui_biandui	1
1526	5	g_ui_zuozhan	1
1527	5	g_ui_dispatch	1
1528	5	g_ui_dispatch_success	1
1529	5	g_ui_dispatch_success_close	1
1530	5	g_ui_chouka_normal_2	1
1531	5	g_ui_chouka_fivestar_2	1
1532	5	g_ui_chouka_sixstar_2	1
1533	5	g_ui_chouka_name	1
1534	5	g_ui_pageentrance	1
1535	5	g_ui_equip	1
1536	5	g_ui_break	1
1537	5	g_ui_charslide	1
1538	5	g_ui_continuetsf	1
1539	5	g_ui_gamestart	1
1540	5	g_ui_lmguslide	1
1541	5	g_ui_sly	1
1542	5	g_ui_transform	1
1543	7	g_story_cloth	1
1544	7	g_story_skate_long	1
1545	7	g_story_skate_short	1
1546	7	g_story_musicbox_fall	1
10001	101	c_liRK2_atk_nml_1	3
10002	101	c_liRK2_atk_nml_2	3
10003	101	c_liRK2_atk_nml_3	3
10004	101	c_liRK2_atk_nml_4	3
10005	101	c_liRK2_atk_nml_5	3
10006	101	c_liRK2_imp_nml_n	3
10007	101	c_liRK2_imp_nml_5	3
10101	101	c_liRK2_skill_red_1	3
10102	101	c_liRK2_skill_red_2	3
10103	101	c_liRK2_skill_red_3	3
10104	101	c_liRK2_skill_red_powerup_1	3
10105	101	c_liRK2_skill_red_powerup_2	3
10106	101	c_liRK2_skill_red_powerup_3	3
10107	101	c_liRK2_imp_red_n	3
10108	101	c_liRK2_imp_red_fire	3
10201	101	c_liRK2_skill_blue_1	3
10202	101	c_liRK2_skill_blue_3	3
10203	101	c_liRK2_imp_blue_n	3
10204	101	c_liRK2_skill_blue_1_explo	3
10205	101	c_liRK2_skill_blue_2_explo	3
10206	101	c_liRK2_skill_blue_3_explo	3
10301	101	c_liRK2_skill_yellow_1_shot	3
10302	101	c_liRK2_skill_yellow_3_shot	3
10303	101	c_liRK2_skill_yellow_1_explo	3
10304	101	c_liRK2_skill_yellow_3_explo	3
10305	101	c_liRK2_skill_yellow_1_field	3
10306	101	c_liRK2_skill_yellow_2_field	3
10307	101	c_liRK2_skill_yellow_3_field	3
10308	101	c_liRK2_imp_yellow	3
10401	101	c_liRK2_buff	3
10402	101	c_liRK2_imp_blue_elc	3
10403	101	c_liRK2_skill_qte	3
10501	101	c_liRK2_ultimate_randomshot	3
10502	101	c_liRK2_ultimate_explo	3
10601	101	c_liRK2_action_flash	3
10701	101	c_liRK2_action_born	1
10702	101	c_liRK2_action_win	1
11001	111	c_liRK3_atk_nml_1	3
11002	111	c_liRK3_atk_nml_2	3
11003	111	c_liRK3_atk_nml_3	3
11004	111	c_liRK3_atk_nml_4	3
11005	111	c_liRK3_atk_nml_5	3
11006	111	c_liRK3_atk_nml_6	3
11007	111	c_liRK3_imp_nml_n	3
11008	111	c_liRK3_imp_nml_2_groundhit	3
11009	111	c_liRK3_imp_nml_6_groundhit	3
11010	111	c_liRK3_imp_nml_3_explo	3
11101	111	c_liRK3_skill_red_1	3
11102	111	c_liRK3_skill_red_3	3
11103	111	c_liRK3_skill_red_ex	3
11104	111	c_liRK3_skill_red_ex_shot	3
11106	111	c_liRK3_imp_red_tuowei	3
11201	111	c_liRK3_skill_blue	3
11202	111	c_liRK3_skill_blue_1_explo	3
11203	111	c_liRK3_skill_blue_2_explo	3
11204	111	c_liRK3_skill_blue_3_explo	3
11301	111	c_liRK3_skill_yellow	3
11302	111	c_liRK3_imp_yellow	3
11303	111	c_liRK3_skill_yellow_explo	3
11401	111	c_liRK3_skill_qte	3
11402	111	c_liRK3_skill_kongjianzidan	3
11403	111	c_liRK3_imp_kongjianzidan	3
11501	111	c_liRK3_ultimate_trigger	3
11502	111	c_liRK3_ultimate_shot	3
11503	111	c_liRK3_ultimate_yujing	3
11504	111	c_liRK3_ultimate_hudong	3
11601	111	c_liRK3_action_flash_1	3
11602	111	c_liRK3_action_flash_2	3
11701	111	c_liRK3_action_born	1
11702	111	c_liRK3_action_win	1
20001	102	c_lucia_atk_nml_1	3
20002	102	c_lucia_atk_nml_2	3
20003	102	c_lucia_atk_nml_3	3
20004	102	c_lucia_atk_nml_4	3
20005	102	c_lucia_atk_nml_5	3
20006	102	c_lucia_atk_nml_6	3
20007	102	c_lucia_imp_nml_1	3
20008	102	c_lucia_imp_nml_2	3
20009	102	c_lucia_imp_nml_3	3
20010	102	c_lucia_imp_nml_4	3
20011	102	c_lucia_imp_nml_5	3
20012	102	c_lucia_imp_nml_6	3
20013	102	c_lucia_assassin	3
20101	102	c_lucia_skill_red_1	3
20102	102	c_lucia_skill_red_3	3
20103	102	c_lucia_imp_red	3
20201	102	c_lucia_skill_blue_1	3
20202	102	c_lucia_skill_blue_3	3
20301	102	c_lucia_skill_yellow_1	3
20302	102	c_lucia_skill_yellow_3	3
20303	102	c_lucia_imp_yellow	3
20304	102	c_lucia_skill_yellow_1_dilie	3
20305	102	c_lucia_skill_yellow_3_dilie	3
20401	102	c_lucia_atk_dual_1	3
20402	102	c_lucia_atk_dual_2	3
20403	102	c_lucia_atk_dual_3	3
20404	102	c_lucia_atk_dual_4	3
20405	102	c_lucia_imp_dual_1	3
20406	102	c_lucia_imp_dual_2	3
20407	102	c_lucia_imp_dual_3	3
20408	102	c_lucia_imp_dual_4	3
20409	102	c_lucia_state_dualblade	3
20410	102	c_lucia_skill_dualblade	3
20501	102	c_lucia_ultimate_slash	3
20502	102	c_lucia_ultimate_swordarray	3
20601	102	c_lucia_action_flash	3
20701	102	c_lucia_action_born	1
20702	102	c_lucia_action_win	1
30001	103	c_liv_atk_nml_1	3
30002	103	c_liv_atk_nml_2	3
30003	103	c_liv_atk_nml_3	3
30004	103	c_liv_atk_nml_3_laser	3
30005	103	c_liv_atk_nml_4	3
30006	103	c_liv_atk_nml_5	3
30007	103	c_liv_atk_nml_5_laser	3
30008	103	c_liv_imp_nml_1	3
30101	103	c_liv_skill_red_1	3
30102	103	c_liv_imp_red	3
30103	103	c_liv_skill_red_3	3
30104	103	c_liv_skill_red_ex	3
30201	103	c_liv_skill_yellow_1	3
30202	103	c_liv_imp_yellow	3
30203	103	c_liv_skill_yellow_3	3
30204	103	c_liv_skill_yellow_1_buff	3
30205	103	c_liv_skill_yellow_2_buff	3
30206	103	c_liv_skill_yellow_3_buff	3
30301	103	c_liv_skill_blue_1	3
30302	103	c_liv_skill_blue_1_end	3
30303	103	c_liv_skill_blue_2	3
30304	103	c_liv_skill_blue_2_end	3
30305	103	c_liv_skill_blue_3	3
30306	103	c_liv_skill_blue_3_end	3
30307	103	c_liv_imp_blue	3
30308	103	c_liv_skill_buff	3
30401	103	c_liv_skill_qte	3
30402	103	c_liv_imp_qte	3
30403	103	c_liv_action_weapondisappear	3
30404	103	c_liv_action_weaponappear	3
30501	103	c_liv_ultimate_trigger	3
30502	103	c_liv_ultimate_shot	3
30503	103	c_liv_imp_ultimate	3
30601	103	c_liv_action_flash_disappear	3
30602	103	c_liv_action_flash_appear	3
30701	103	c_liv_action_born	1
30702	103	c_liv_action_win	1
31001	113	c_livRK2_atk_nml_1	3
31002	113	c_livRK2_atk_nml_2	3
31003	113	c_livRK2_atk_nml_3	3
31004	113	c_livRK2_atk_nml_3_laser	3
31005	113	c_livRK2_atk_nml_4	3
31006	113	c_livRK2_atk_nml_5	3
31007	113	c_livRK2_atk_nml_5_laser	3
31008	113	c_livRK2_imp_nml	3
31101	113	c_livRK2_skill_red_1	3
31102	113	c_livRK2_skill_red_3	3
31103	113	c_livRK2_skill_red_1_loop	3
31104	113	c_livRK2_skill_red_2_loop	3
31105	113	c_livRK2_skill_red_3_loop	3
31106	113	c_livRK2_skill_red_1_explo	3
31107	113	c_livRK2_skill_red_2_explo	3
31108	113	c_livRK2_skill_red_3_explo	3
31201	113	c_livRK2_skill_blue_1	3
31202	113	c_livRK2_skill_blue_1_energy	3
31203	113	c_livRK2_skill_blue_2_energy	3
31204	113	c_livRK2_skill_blue_3_energy	3
31205	113	c_livRK2_imp_blue	3
31301	113	c_livRK2_skill_yellow	3
31302	113	c_livRK2_skill_yellow_1_cube	3
31303	113	c_livRK2_skill_yellow_2_cube	3
31304	113	c_livRK2_skill_yellow_3_cube	3
31401	113	c_livRK2_passive_1	3
31402	113	c_livRK2_skill_qte	3
31501	113	c_livRK2_ultimate_skillcast	3
31601	113	c_livRK2_action_move_1_Start	3
31602	113	c_livRK2_action_move_1_End	3
31603	113	c_livRK2_action_move_2_Start	3
31604	113	c_livRK2_action_move_2_End	3
31701	113	c_livRK2_action_born	1
31702	113	c_livRK2_action_win	1
32001	123	c_livRK3_atk_nml_1	3
32002	123	c_livRK3_atk_nml_2	3
32003	123	c_livRK3_atk_nml_3	3
32004	123	c_livRK3_atk_nml_4	3
32005	123	c_livRK3_atk_nml_4_explo	3
32006	123	c_livRK3_imp_nml	3
32101	123	c_livRK3_skill_red_1_shot	3
32102	123	c_livRK3_skill_red_1_explo	3
32103	123	c_livRK3_skill_red_3_shot	3
32104	123	c_livRK3_skill_red_3_explo	3
32105	123	c_livRK3_imp_red	3
32201	123	c_livRK3_skill_blue_1_shot	3
32202	123	c_livRK3_skill_blue_3_shot	3
32203	123	c_livRK3_skill_blue_1_field	3
32204	123	c_livRK3_skill_blue_2_field	3
32205	123	c_livRK3_skill_blue_3_field	3
32206	123	c_livRK3_imp_blue	3
32301	123	c_livRK3_skill_yellow_1	3
32302	123	c_livRK3_imp_yellow	3
32303	123	c_livRK3_skill_yellow_shot_1	3
32304	123	c_livRK3_skill_yellow_shot	3
32305	123	c_livRK3_skill_yellow_shot_3	3
32501	123	c_livRK3_ultimate_skillcast	3
32401	123	c_livRK3_passive_1_big	3
32402	123	c_livRK3_passive_1_small	3
32403	123	c_livRK3_passive_2_big	3
32404	123	c_livRK3_passive_2_small	3
32405	123	c_livRK3_passive_3_big	3
32406	123	c_livRK3_passive_huixue	3
32601	123	c_livRK3_action_move_1	3
32602	123	c_livRK3_action_move_2	3
32701	123	c_livRK3_action_born	1
32702	123	c_livRK3_action_win	1
32703	123	c_livRK3_step	1
40001	104	c_biancaRK2_atk_nml_1	3
40002	104	c_biancaRK2_atk_nml_2	3
40003	104	c_biancaRK2_atk_nml_3	3
40004	104	c_biancaRK2_atk_nml_4	3
40005	104	c_biancaRK2_imp_nml	3
40101	104	c_biancaRK2_skill_red_1	3
40102	104	c_biancaRK2_skill_red_2	3
40103	104	c_biancaRK2_skill_red_3	3
40104	104	c_biancaRK2_imp_red	3
40201	104	c_biancaRK2_skill_blue	3
40301	104	c_biancaRK2_skill_yellow_1	3
40302	104	c_biancaRK2_skill_yellow_energy	3
40303	104	c_biancaRK2_skill_yellow_3	3
40401	104	c_biancaRK2_skill_passive	3
40402	104	c_biancaRK2_skill_qte	3
40501	104	c_biancaRK2_ultimate_skillrelease	3
40502	104	c_biancaRK2_ultimate_randomshot	3
