Id	CharacterId	MoodMinValue	MoodMaxValue	State	Content[1]	Time[1]	Content[2]	Time[2]	Content[3]	Time[3]	Content[4]	Time[4]	Content[5]	Time[5]	Content[6]	Time[6]
1	1021001	0	10	IDLE	不想动。	2000										
2	1021001	0	10	IDLE	我的青蛙先生呢？	2000										
3	1021001	0	10	IDLE	不要盯着我看……	2000										
4	1021001	0	10	IDLE	不想我下次拿着花来见你，就不要烦我。	2000										
5	1021001	0	30	IDLE	休息一下是好事。	2000										
6	1021001	0	30	IDLE	你的命令我都会执行的，包括待在这里。	2000										
7	1021001	0	30	IDLE	拥挤一点也不要紧，我也习惯了	2000										
8	1021001	0	30	IDLE	意识海都平静了下来呢。	2000										
9	1021001	0	30	IDLE	可以的话，放几盆红色的花吧。	2000										
10	1021001	0	50	IDLE	休息一下是好事。	2000										
11	1021001	0	50	IDLE	你的命令我都会执行的，包括待在这里。	2000										
12	1021001	0	50	IDLE	拥挤一点也不要紧，我也习惯了	2000										
13	1021001	0	50	IDLE	意识海都平静了下来呢。	2000										
14	1021001	0	50	IDLE	可以的话，放几盆红色的花吧。	2000										
15	1021001	0	80	IDLE	嗯，很安心。	2000										
16	1021001	0	80	IDLE	所谓的家，是这种感觉吗？	2000										
17	1021001	0	80	IDLE	平时身边不是惨叫就是神威和里吵吵闹闹，这里可安静多了。	2000										
18	1021001	0	80	IDLE	我并不喜欢呆在窄小的地方，但是只要有你在就无所谓。	2000										
19	1021001	0	100	IDLE	嗯，很安心。	2000										
20	1021001	0	100	IDLE	所谓的家，是这种感觉吗？	2000										
21	1021001	0	100	IDLE	平时身边不是惨叫就是神威和里吵吵闹闹，这里可安静多了。	2000										
22	1021001	0	100	IDLE	我并不喜欢呆在窄小的地方，但是只要有你在就无所谓。	2000										
23	1021001	0	100	IDLE	这里很安全，那我可以稍微触碰一下你吗？	2000										
24	1021001	0	30	IDLE	……	2000										
25	1021001	0	30	IDLE	嗯……	2000										
26	1021001	0	30	IDLE	我看看	2000										
27	1021001	0	30	IDLE	找我吗？	2000										
28	1021001	0	30	IDLE	=-=	2000										
29	1021001	0	50	IDLE	?~	2000										
30	1021001	0	50	IDLE	∑0-0	2000										
31	1021001	0	50	IDLE	我看看	2000										
32	1021001	0	50	IDLE	找我吗？	2000										
33	1021001	0	50	IDLE	=-=	2000										
34	1021001	0	80	IDLE	0v0	2000										
35	1021001	0	80	IDLE	哼~?~哼~?~	2000										
36	1021001	0	80	IDLE	你来啦？	2000										
37	1021001	0	100	IDLE	0v0	2000										
38	1021001	0	100	IDLE	哼~?~哼~?~	2000										
39	1021001	0	100	IDLE	哗！	2000										
40	1021001	0	100	IDLE	你来啦？	2000										
41	1021001	0	100	IDLE	"(,,??ω?)ノ"""	2000										
42	1021001	0	0	IDLE	虽然构造体无法累积疲劳值。	2000	但是床铺看上去很柔软的样子……	2000	人类似乎每天早上都难以离开它。	2000						
43	1021001	0	0	IDLE	嗯……是很温柔的触感。	2000										
44	1021001	0	0	IDLE	还没有到出战时间吗？	2000	那还可以再多休息一会儿。	2000	我记得指挥官似乎说过瘫坐在沙发上会很舒服。	2000						
45	1021001	0	0	IDLE	确、确实呢……好舒服	2000										
46	1021001	0	0	IDLE	指挥官，非常不好意思……	2000	手臂上的零件似乎在更换过程中掉在地上了……	2000	刚才一直在找，没有注意到您……	2000	您说要帮我找找？那可以请您去柜子附近看看吗？	2000				
47	1021001	0	0	IDLE	感谢，这种零件，虽然小，但是确实是不可或缺的呢……	2000										
48	1021001	0	0	IDLE	偶尔也会想偷一下懒，虽然这应该是不会被允许的吧……	2000	嗯？指挥官允许我们再继续休息吗？	2000								
49	1021001	0	0	IDLE	啊~开心了！	2000										
50	1021001	0	0	IDLE	啊……那件武器？	2000	没记错的话，它在上一场的战斗里报废了。	2000	其实它用起来，还挺趁手的，可惜了。	2000						
51	1021001	0	0	IDLE	我没有不开心啦，谢谢指挥官，心情确实好多了。	2000										
52	1021001	0	0	IDLE	指挥官？怎么有空过来了？	2000	伊甸的工作都安排好了吗？	2000								
53	1021001	0	0	IDLE	能过来坐坐也挺好的，指挥官。	2000										
54	1021001	0	0	IDLE	以前也见过些小装饰品，我还挺喜欢的。	2000	啊，不是说一定要放在宿舍里……	2000	反正那些装饰品也不一定能找到了……	2000	失落？不……构造体不会有这些感情……	2000				
55	1021001	0	0	IDLE	但是现在这样也很好，不是吗？	2000										
56	1021001	0	0	IDLE	待在这里会让意识海很放松。	2000	毕竟就算是机器，也需要休整的。	2000	如果所连接认证的指挥官也在的话，一定会更好。	2000						
57	1021001	0	0	IDLE	谢谢，指挥官。	2000										
58	1021001	0	80	IDLE	啊，这是我之前使用的刀？	2000	似乎是被打造成装饰品了。	2000	听说是因为见证了我的荣耀与伤痕……可那不过是我应当做的。	2000						
59	1021001	0	80	IDLE	诶？刚才传达了集合讯号吗？	2000	很抱歉，我并没有听到……	2000	不知不觉就在这里待了很久……可能因为这里是和你有关的场所吧。	2000						
60	1021001	0	100	IDLE	窗户？对于构造体来说，有没有都无所谓吧。	2000	只不过，要是能看见天空，一定很棒。	2000	我和您现在努力的目标，不正是蔚蓝的天空吗？	2000						
61	1021001	0	100	IDLE	大部分时间我都在经历过战乱，很少能像现在这样。	2000	不过，我们可没有后悔或者抱怨过。	2000	毕竟未来，我们想要和您一起，在地球上生活。	2000						
62	1021001	0	100	IDLE	指挥官在苦恼房间的布置吗？	2000	有需要的话可以让我来帮忙的。	2000	至少……物资方面我可以出一些力？	2000						
63	1021001	0	100	IDLE	宿舍用品似乎是消耗一些特殊的零件换来的？	2000	虽然只是见过一两次……	2000	但是应该没弄错吧？这个给您。	2000						
101	1031001	0	10	IDLE	希望这里的配套设备能齐全点。	2000										
102	1031001	0	10	IDLE	我就在这里待着，不会打扰你的。	2000										
103	1031001	0	10	IDLE	待在这里不需要做什么吧？	2000										
104	1031001	0	10	IDLE	那些玩偶……不，我不会碰他们的。	2000										
105	1031001	0	30	IDLE	希望这里的配套设备能齐全点。	2000										
106	1031001	0	30	IDLE	我就在这里待着，不会打扰你的。	2000										
107	1031001	0	30	IDLE	待在这里不需要做什么吧？	2000										
108	1031001	0	30	IDLE	那些玩偶……不，我不会碰他们的。	2000										
109	1031001	0	30	IDLE	需要的话，就算是休息，您也可以让我来帮忙哦。	2000										
110	1031001	0	50	IDLE	我喜欢安静的地方。	2000										
111	1031001	0	50	IDLE	指挥官是希望我待在这里的吗？	2000										
112	1031001	0	50	IDLE	这里可比我以前的宿舍要好。	2000										
113	1031001	0	50	IDLE	这里的光，和星辰有几分相似。	2000										
114	1031001	0	50	IDLE	需要的话，就算是休息，您也可以让我来帮忙哦。	2000										
115	1031001	0	80	IDLE	我喜欢安静的地方。	2000										
116	1031001	0	80	IDLE	指挥官是希望我待在这里的吗？	2000										
117	1031001	0	80	IDLE	这里可比我以前的宿舍要好。	2000										
118	1031001	0	80	IDLE	这里的光，和星辰有几分相似。	2000										
119	1031001	0	100	IDLE	呼~似乎连意识海都清爽了起来~	2000										
120	1031001	0	100	IDLE	人类是用温馨来形容这种温暖的感觉吗？	2000										
121	1031001	0	100	IDLE	这里有很多未知的数据和物品，可得好好分析一下！	2000										
122	1031001	0	100	IDLE	你好像很喜欢这里？那没办法啦，丽芙就再多陪你一会儿。	2000										
123	1031001	0	100	IDLE	在这里可以一起看日出日落吗？	2000										
124	1031001	0	30	IDLE	啊……	2000										
125	1031001	0	30	IDLE	嗯。	2000										
126	1031001	0	30	IDLE	这、这个嘛……	2000										
127	1031001	0	30	IDLE	唔……	2000										
128	1031001	0	30	IDLE	唔……	2000										
129	1031001	0	50	IDLE	啊……	2000										
130	1031001	0	50	IDLE	嗯。	2000										
131	1031001	0	50	IDLE	这、这个嘛……	2000										
132	1031001	0	50	IDLE	唔……	2000										
133	1031001	0	50	IDLE	唔……	2000										
134	1031001	0	80	IDLE	?(? ???A??? ?)?	2000										
135	1031001	0	80	IDLE	哼~?~哼~?~	2000										
136	1031001	0	80	IDLE	∑0-0啊呀！	2000										
137	1031001	0	100	IDLE	啦~?~啦~?~	2000										
138	1031001	0	100	IDLE	"(,,??ω?)ノ"""	2000										
139	1031001	0	100	IDLE	加、加油鸭！	2000										
140	1031001	0	100	IDLE	指挥官说，要多笑一笑。	2000										
141	1031001	0	100	IDLE	……	2000										
142	1031001	0	0	IDLE	软乎乎的被子是另一种方面的治愈方法。	2000	它治愈的是那些看不见的伤口。	2000	诶？可以吗？让我也躺上去试试……	2000						
143	1031001	0	0	IDLE	好像都不愿离开了呢。	2000										
144	1031001	0	0	IDLE	您这是又逃避工作了吗？	2000	你这样我也很苦恼呀指挥官……	2000	不然，丽芙就陪您一起在沙发上休息一会儿吧！	2000						
