Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
11070101	11070101	解密			0.15	15	9	9	110701010			0|0|0			0|0|0		
11070102	11070102	打蔷薇之剑			0.15	15	9	9	110701020			0|0|0			0|0|0		
11070103	11070103	锁弓箭手打弓箭手			0.15	15	1	9	110701030			0|0|0			0|0|0		
11070104	11070104	锁弓箭手打七实			0.15	15	1	9	110701040			0|0|0			0|0|0		
11070105	11070105	炮手利爪			0.15	15	1	9	110701050			0|0|0			0|0|0		
11070106	11070106	自选打四个弓箭手			0.15	15	2	9	110701060			0|0|0			0|0|0		
11080101	11080101	锁神威打卡列			0.15	15	1	10	110801010			0|0|0			0|0|0		
11080102	11080102	自选队伍			0.15	15	1	9	110801020			0|0|0			0|0|0		
11080103	11080103	锁神威打三精英怪			0.15	15	2	9	110801030			0|0|0			0|0|0		
11080104	11080104	意识海打怪			0.15	15	15	9	110801040			0|0|0			0|0|0		
11080105	11080105	锁神威控制修打怪			0.15	15	15	9	110801050			0|0|0			0|0|0		
11080106	11080106	打休			0.15	15	15	10	110801060			0|0|0			0|0|0		
