Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
30030101	30030101	噩梦单挑BOSS 卡穆			0.15	15	15	10	300301010								
30030102	30030102	噩梦单挑BOSS 暴动			0.15	15	1	10	300301020								
30030103	30030103	噩梦单挑BOSS 卡穆超			0.15	15	15	10	300301030								
30030104	30030104	噩梦单挑BOSS 暴动超			0.15	15	1	10	300301040								
30030105	30030105	噩梦单挑BOSS 卡穆超Max			0.15	15	15	10	300301050								
30030106	30030106	噩梦单挑BOSS 暴动超Max			0.15	15	1	10	300301060								
30030201	30030201	噩梦联机BOSS 修女			0.15	15	20	10	300302010								
30030202	30030202	噩梦联机BOSS 欧西里斯			0.15	15	1	10	300302020								
30030203	30030203	噩梦联机BOSS 修女超			0.15	15	20	10	300302030								
30030204	30030204	噩梦联机BOSS 欧西里斯超			0.15	15	1	10	300302040								
30030205	30030205	噩梦联机BOSS 修女超Max			0.15	15	20	10	300302050								
30030206	30030206	噩梦联机BOSS 欧西里斯超Max			0.15	15	1	10	300302060								
