Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
30030301	30030301	试验区-单人木桩1			0.15	15	3	9	300303010								
30030302	30030302	试验区-单人木桩2			0.15	15	3	9	300303020								
30030303	30030303	试验区-对战关			0.15	15	3	9	300303030								
30030401	30030401	试验区-多人木桩1			0.15	15	3	9	300304010								
30030402	30030402	试验区-对战关			0.15	15	3	9	300304020								
30030403	30030403	试验区-多人木桩3			0.15	15	3	9	300304030								
30030501	30030501	试验区-坦克大战			0.15	15	4	1	300305010								
30030601	30030601	噩梦关卡1			0.15	15	2	9	300306010								
30030602	30030602	噩梦关卡2			0.15	15	2	9	300306020								
30030603	30030603	噩梦关卡3			0.15	15	2	9	300306030								
30030604	30030604	噩梦关卡4			0.15	15	2	9	300306040								
30030605	30030605	噩梦关卡5			0.15	15	2	9	300306050								
30030701	30030701	飞机测试联机1	SceneCHtest0003	Feijidazhan	2	15	29	9	99940010								
30030702	30030702	飞机测试联机2	SceneCHtest0003	Feijidazhan	2	15	29	9	99940010								
30030703	30030703	飞机测试联机3	SceneCHtest0003	Feijidazhan	2	15	29	9	99940010								
30030704	30030704	飞机测试联机4	SceneCHtest0003	Feijidazhan	2	15	29	9	99940010								
30030705	30030705	飞机测试联机5	SceneCHtest0003	Feijidazhan	2	15	29	9	99940010								
30030801	30030801	自控怪打怪			0.15	15	2	9	300308010								
