Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
10010101	10010101	普通1-1			0.15	15	4	9	100101010			0|0|0			0|0|0		
10010102	10010102	普通1-2			0.15	15	2	9	100101020			0|0|0			0|0|0		
10010103	10010103	普通1-3			0.15	15	4	9	100101030			0|0|0			0|0|0		
10010104	10010104	普通1-4			0.15	15	2	9	100101040			0|0|0			0|0|0		
10010201	10010201	普通1-5			0.15	15	1	9	100102010			0|0|0			0|0|0		
10010202	10010202	普通1-6			0.15	15	1	9	100102020			0|0|0			0|0|0		
10010203	10010203	普通1-7			0.15	15	2	9	100102030			0|0|0			0|0|0		
10010204	10010204	普通1-8			0.15	15	2	9	100102040			0|0|0			0|0|0		
10010301	10010301	普通1-9			0.15	15	1	9	100103010			0|0|0			0|0|0		
10010302	10010302	普通1-10			0.15	15	1	9	100103020			0|0|0			0|0|0		
10010303	10010303	普通1-11			0.15	15	1	9	100103030			0|0|0			0|0|0		
10010304	10010304	普通1-12			0.15	15	1	11	100103040			0|0|0			0|0|0		
