Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
10020101	10020101	普通2-1			0.15	15	4	9	100201010			0|0|0			0|0|0		
10020102	10020102	普通2-2			0.15	15	1	9	100201020			0|0|0			0|0|0		
10020103	10020103	普通2-3			0.15	15	1	9	100201030			0|0|0			0|0|0		
10020104	10020104	普通2-4			0.15	15	4	9	100201040			0|0|0			0|0|0		
10020201	10020201	普通2-5			0.15	15	4	9	100202010			0|0|0			0|0|0		
10020202	10020202	普通2-6			0.15	15	2	9	100202020			0|0|0			0|0|0		
10020203	10020203	普通2-7			0.15	15	1	9	100202030			0|0|0			0|0|0		
10020204	10020204	普通2-8			0.15	15	1	9	100202040			0|0|0			0|0|0		
10020301	10020301	普通2-9			0.15	15	2	9	100203010			0|0|0			0|0|0		
10020302	10020302	普通2-10			0.15	15	1	9	100203020			0|0|0			0|0|0		
10020303	10020303	普通2-11			0.15	15	6	11	100203030			0|0|0			0|0|0		
10020304	10020304	普通2-12			0.15	15	1	9	100203040			0|0|0			0|0|0		
