Id	EquipId	Times	LevelLimit	AttribId	AttribPromotedId	Exp	LevelUpTemplateId	UseItemId	UseMoney	ItemId[1]	ItemCount[1]	ItemId[2]	ItemCount[2]	ItemId[3]	ItemCount[4]	ItemId[4]	ItemCount[4]	ConditionId	ResId
1	2013001	0	15	20130010	20130010	100	301	1	4000	40103	2							5000	2013001
2	2013001	1	20	20130011	20130011	370	302	1	8000	40100	2	40103	2					5000	2013001
3	2013001	2	25	20130012	20130012	1020	303												2013001
4	2014001	0	20	20140010	20140010	300	401	1	6000	40103	4							5000	2014001
5	2014001	1	25	20140011	20140011	760	402	1	12000	40100	4	40103	4					5000	2014001
6	2014001	2	30	20140012	20140012	1700	403	1	18000	40110	2	40113	2	40100	2	40103	2	5000	2014001
7	2014001	3	35	20140013	20140013	3270	404	1	24000	40110	4	40113	4					5000	2014001
8	2015001	0	25	20150010	20150010	500	501	1	8000	40103	6							5000	2015001
9	2015001	1	30	20150011	20150011	1680	502	1	16000	40100	6	40103	6					5000	2015001
10	2015001	2	35	20150012	20150012	3540	503	1	24000	40110	4	40113	4	40100	4	40103	4	5000	2015001
11	2015001	3	40	20150013	20150013	6570	504	1	32000	40110	8	40113	8	40100	4	40103	4	5000	2015001
12	2015001	4	45	20150014	20150014	11050	505												2015001
13	2016001	0	25	20160010	20160010	700	601	1	10000	40103	8							5000	2016001
14	2016001	1	30	20160011	20160011	2360	602	1	20000	40100	8	40103	8					5000	2016001
15	2016001	2	35	20160012	20160012	5090	603	1	30000	40110	6	40113	6	40100	6	40103	6	5000	2016001
16	2016001	3	40	20160013	20160013	9140	604	1	40000	40110	10	40113	10	40100	6	40103	6	5000	2016001
17	2016001	4	45	20160014	20160014	15280	605												2016001
18	2016002	0	25	20160020	20160020	700	601	1	10000	40103	8							5000	2016002
19	2016002	1	30	20160021	20160021	2360	602	1	20000	40100	8	40103	8					5000	2016002
20	2016002	2	35	20160022	20160022	5090	603	1	30000	40110	6	40113	6	40100	6	40103	6	5000	2016002
21	2016002	3	40	20160023	20160023	9140	604	1	40000	40110	10	40113	10	40100	6	40103	6	5000	2016002
22	2016002	4	45	20160024	20160024	15280	605												2016002
23	2022001	0	10	20220010	20220010	50	301												2022001
24	2023001	0	15	20230010	20230010	100	301	1	4000	40103	2							5000	2023001
25	2023001	1	20	20230011	20230011	370	302	1	8000	40100	2	40103	2					5000	2023001
26	2023001	2	25	20230012	20230012	1020	303												2023001
27	2024001	0	20	20240010	20240010	300	401	1	6000	40103	4							5000	2024001
28	2024001	1	25	20240011	20240011	760	402	1	12000	40100	4	40103	4					5000	2024001
29	2024001	2	30	20240012	20240012	1700	403	1	18000	40110	2	40113	2	40100	2	40103	2	5000	2024001
30	2024001	3	35	20240013	20240013	3270	404	1	24000	40110	4	40113	4					5000	2024001
31	2024002	0	20	20240010	20240010	300	401	1	6000	40103	4							5000	2024001
32	2024002	1	25	20240011	20240011	760	402	1	12000	40100	4	40103	4					5000	2024001
33	2024002	2	30	20240012	20240012	1700	403	1	18000	40110	2	40113	2	40100	2	40103	2	5000	2024001
34	2024002	3	35	20240013	20240013	3270	404	1	24000	40110	4	40113	4					5000	2024001
35	2025001	0	25	20250010	20250010	500	501	1	8000	40103	6							5000	2025001
36	2025001	1	30	20250011	20250011	1680	502	1	16000	40100	6	40103	6					5000	2025001
37	2025001	2	35	20250012	20250012	3540	503	1	24000	40110	4	40113	4	40100	4	40103	4	5000	2025001
38	2025001	3	40	20250013	20250013	6570	504	1	32000	40110	8	40113	8	40100	4	40103	4	5000	2025001
39	2025001	4	45	20250014	20250014	11050	505												2025001
40	2026001	0	25	20260010	20260010	700	601	1	10000	40103	8							5000	2026001
41	2026001	1	30	20260011	20260011	2360	602	1	20000	40100	8	40103	8					5000	2026001
42	2026001	2	35	20260012	20260012	5090	603	1	30000	40110	6	40113	6	40100	6	40103	6	5000	2026001
43	2026001	3	40	20260013	20260013	9140	604	1	40000	40110	10	40113	10	40100	6	40103	6	5000	2026001
44	2026001	4	45	20260014	20260014	15280	605												2026001
45	2026002	0	25	20260020	20260020	700	601	1	10000	40103	8							5000	2026002
46	2026002	1	30	20260021	20260021	2360	602	1	20000	40100	8	40103	8					5000	2026002
47	2026002	2	35	20260022	20260022	5090	603	1	30000	40110	6	40113	6	40100	6	40103	6	5000	2026002
48	2026002	3	40	20260023	20260023	9140	604	1	40000	40110	10	40113	10	40100	6	40103	6	5000	2026002
49	2026002	4	45	20260024	20260024	15280	605												2026002
50	2026003	0	25	20260030	20260030	700	601	1	10000	40103	8							5000	2026003
51	2026003	1	30	20260031	20260031	2360	602	1	20000	40100	8	40103	8					5000	2026003
52	2026003	2	35	20260032	20260032	5090	603	1	30000	40110	6	40113	6	40100	6	40103	6	5000	2026003
53	2026003	3	40	20260033	20260033	9140	604	1	40000	40110	10	40113	10	40100	6	40103	6	5000	2026003
54	2026003	4	45	20260034	20260034	15280	605												2026003
55	2032001	0	10	20320010	20320010	50	301												2032001
56	2033001	0	15	20330010	20330010	100	301	1	4000	40103	2							5000	2033001
57	2033001	1	20	20330011	20330011	370	302	1	8000	40100	2	40103	2					5000	2033001
58	2033001	2	25	20330012	20330012	1020	303												2033001
59	2034001	0	20	20340010	20340010	300	401	1	6000	40103	4							5000	2034001
60	2034001	1	25	20340011	20340011	760	402	1	12000	40100	4	40103	4					5000	2034001
61	2034001	2	30	20340012	20340012	1700	403	1	18000	40110	2	40113	2	40100	2	40103	2	5000	2034001
62	2034001	3	35	20340013	20340013	3270	404	1	24000	40110	4	40113	4					5000	2034001
63	2035001	0	25	20350010	20350010	500	501	1	8000	40103	6							5000	2035001
64	2035001	1	30	20350011	20350011	1680	502	1	16000	40100	6	40103	6					5000	2035001
65	2035001	2	35	20350012	20350012	3540	503	1	24000	40110	4	40113	4	40100	4	40103	4	5000	2035001
66	2035001	3	40	20350013	20350013	6570	504	1	32000	40110	8	40113	8	40100	4	40103	4	5000	2035001
67	2035001	4	45	20350014	20350014	11050	505												2035001
68	2036001	0	25	20360010	20360010	700	601	1	10000	40103	8							5000	2036001
69	2036001	1	30	20360011	20360011	2360	602	1	20000	40100	8	40103	8					5000	2036001
70	2036001	2	35	20360012	20360012	5090	603	1	30000	40110	6	40113	6	40100	6	40103	6	5000	2036001
71	2036001	3	40	20360013	20360013	9140	604	1	40000	40110	10	40113	10	40100	6	40103	6	5000	2036001
72	2036001	4	45	20360014	20360014	15280	605												2036001
73	2036002	0	25	20360020	20360020	700	601	1	10000	40103	8							5000	2036002
74	2036002	1	30	20360021	20360021	2360	602	1	20000	40100	8	40103	8					5000	2036002
75	2036002	2	35	20360022	20360022	5090	603	1	30000	40110	6	40113	6	40100	6	40103	6	5000	2036002
76	2036002	3	40	20360023	20360023	9140	604	1	40000	40110	10	40113	10	40100	6	40103	6	5000	2036002
77	2036002	4	45	20360024	20360024	15280	605												2036002
78	2036003	0	25	20360030	20360030	700	601	1	10000	40103	8							5000	2036003
79	2036003	1	30	20360031	20360031	2360	602	1	20000	40100	8	40103	8					5000	2036003
80	2036003	2	35	20360032	20360032	5090	603	1	30000	40110	6	40113	6	40100	6	40103	6	5000	2036003
81	2036003	3	40	20360033	20360033	9140	604	1	40000	40110	10	40113	10	40100	6	40103	6	5000	2036003
82	2036003	4	45	20360034	20360034	15280	605												2036003
83	2043001	0	15	20430010	20430010	100	301	1	4000	40103	2							5000	2043001
84	2043001	1	20	20430011	20430011	370	302	1	8000	40100	2	40103	2					5000	2043001
85	2043001	2	25	20430012	20430012	1020	303												2043001
86	2044001	0	20	20440010	20440010	300	401	1	6000	40103	4							5000	2044001
87	2044001	1	25	20440011	20440011	760	402	1	12000	40100	4	40103	4					5000	2044001
88	2044001	2	30	20440012	20440012	1700	403	1	18000	40110	2	40113	2	40100	2	40103	2	5000	2044001
89	2044001	3	35	20440013	20440013	3270	404	1	24000	40110	4	40113	4					5000	2044001
90	2045001	0	25	20450010	20450010	500	501	1	8000	40103	6							5000	2045001
91	2045001	1	30	20450011	20450011	1680	502	1	16000	40100	6	40103	6					5000	2045001
92	2045001	2	35	20450012	20450012	3540	503	1	24000	40110	4	40113	4	40100	4	40103	4	5000	2045001
93	2045001	3	40	20450013	20450013	6570	504	1	32000	40110	8	40113	8	40100	4	40103	4	5000	2045001
94	2045001	4	45	20450014	20450014	11050	505												2045001
95	2046001	0	25	20460010	20460010	700	601	1	10000	40103	8							5000	2046001
96	2046001	1	30	20460011	20460011	2360	602	1	20000	40100	8	40103	8					5000	2046001
97	2046001	2	35	20460012	20460012	5090	603	1	30000	40110	6	40113	6	40100	6	40103	6	5000	2046001
98	2046001	3	40	20460013	20460013	9140	604	1	40000	40110	10	40113	10	40100	6	40103	6	5000	2046001
99	2046001	4	45	20460014	20460014	15280	605												2046001
100	2053001	0	15	20530010	20530010	100	301	1	4000	40103	2							5000	2053001
101	2053001	1	20	20530011	20530011	370	302	1	8000	40100	2	40103	2					5000	2053001
102	2053001	2	25	20530012	20530012	1020	303												2053001
103	2054001	0	20	20540010	20540010	300	401	1	6000	40103	4							5000	2054001
104	2054001	1	25	20540011	20540011	760	402	1	12000	40100	4	40103	4					5000	2054001
105	2054001	2	30	20540012	20540012	1700	403	1	18000	40110	2	40113	2	40100	2	40103	2	5000	2054001
106	2054001	3	35	20540013	20540013	3270	404	1	24000	40110	4	40113	4					5000	2054001
107	2055001	0	25	20550010	20550010	500	501	1	8000	40103	6							5000	2055001
108	2055001	1	30	20550011	20550011	1680	502	1	16000	40100	6	40103	6					5000	2055001
109	2055001	2	35	20550012	20550012	3540	503	1	24000	40110	4	40113	4	40100	4	40103	4	5000	2055001
110	2055001	3	40	20550013	20550013	6570	504	1	32000	40110	8	40113	8	40100	4	40103	4	5000	2055001
111	2055001	4	45	20550014	20550014	11050	505												2055001
112	2056001	0	25	20560010	20560010	700	601	1	10000	40103	8							5000	2056001
113	2056001	1	30	20560011	20560011	2360	602	1	20000	40100	8	40103	8					5000	2056001
114	2056001	2	35	20560012	20560012	5090	603	1	30000	40110	6	40113	6	40100	6	40103	6	5000	2056001
115	2056001	3	40	20560013	20560013	9140	604	1	40000	40110	10	40113	10	40100	6	40103	6	5000	2056001
116	2056001	4	45	20560014	20560014	15280	605												2056001
117	2056002	0	25	20560020	20560020	700	601	1	10000	40103	8							5000	2056002
118	2056002	1	30	20560021	20560021	2360	602	1	20000	40100	8	40103	8					5000	2056002
119	2056002	2	35	20560022	20560022	5090	603	1	30000	40110	6	40113	6	40100	6	40103	6	5000	2056002
120	2056002	3	40	20560023	20560023	9140	604	1	40000	40110	10	40113	10	40100	6	40103	6	5000	2056002
121	2056002	4	45	20560024	20560024	15280	605												2056002
122	2063001	0	15	20630010	20630010	100	301	1	4000	40103	2							5000	2063001
123	2063001	1	20	20630011	20630011	370	302	1	8000	40100	2	40103	2					5000	2063001
124	2063001	2	25	20630012	20630012	1020	303												2063001
125	2064001	0	20	20640010	20640010	300	401	1	6000	40103	4							5000	2064001
126	2064001	1	25	20640011	20640011	760	402	1	12000	40100	4	40103	4					5000	2064001
127	2064001	2	30	20640012	20640012	1700	403	1	18000	40110	2	40113	2	40100	2	40103	2	5000	2064001
128	2064001	3	35	20640013	20640013	3270	404	1	24000	40110	4	40113	4					5000	2064001
129	2065001	0	25	20650010	20650010	500	501	1	8000	40103	6							5000	2065001
130	2065001	1	30	20650011	20650011	1680	502	1	16000	40100	6	40103	6					5000	2065001
131	2065001	2	35	20650012	20650012	3540	503	1	24000	40110	4	40113	4	40100	4	40103	4	5000	2065001
132	2065001	3	40	20650013	20650013	6570	504	1	32000	40110	8	40113	8	40100	4	40103	4	5000	2065001
133	2065001	4	45	20650014	20650014	11050	505												2065001
134	2066001	0	25	20660010	20660010	700	601	1	10000	40103	8							5000	2066001
135	2066001	1	30	20660011	20660011	2360	602	1	20000	40100	8	40103	8					5000	2066001
136	2066001	2	35	20660012	20660012	5090	603	1	30000	40110	6	40113	6	40100	6	40103	6	5000	2066001
137	2066001	3	40	20660013	20660013	9140	604	1	40000	40110	10	40113	10	40100	6	40103	6	5000	2066001
138	2066001	4	45	20660014	20660014	15280	605												2066001
139	2066002	0	25	20660020	20660020	700	601	1	10000	40103	8							5000	2066002
140	2066002	1	30	20660021	20660021	2360	602	1	20000	40100	8	40103	8					5000	2066002
141	2066002	2	35	20660022	20660022	5090	603	1	30000	40110	6	40113	6	40100	6	40103	6	5000	2066002
142	2066002	3	40	20660023	20660023	9140	604	1	40000	40110	10	40113	10	40100	6	40103	6	5000	2066002
143	2066002	4	45	20660024	20660024	15280	605												2066002
144	2073001	0	15	20730010	20730010	100	301	1	4000	40103	2							5000	2073001
145	2073001	1	20	20730011	20730011	370	302	1	8000	40100	2	40103	2					5000	2073001
146	2073001	2	25	20730012	20730012	1020	303												2073001
147	2074001	0	20	20740010	20740010	300	401	1	6000	40103	4							5000	2074001
148	2074001	1	25	20740011	20740011	760	402	1	12000	40100	4	40103	4					5000	2074001
149	2074001	2	30	20740012	20740012	1700	403	1	18000	40110	2	40113	2	40100	2	40103	2	5000	2074001
150	2074001	3	35	20740013	20740013	3270	404	1	24000	40110	4	40113	4					5000	2074001
151	2075001	0	25	20750010	20750010	500	501	1	8000	40103	6							5000	2075001
152	2075001	1	30	20750011	20750011	1680	502	1	16000	40100	6	40103	6					5000	2075001
153	2075001	2	35	20750012	20750012	3540	503	1	24000	40110	4	40113	4	40100	4	40103	4	5000	2075001
154	2075001	3	40	20750013	20750013	6570	504	1	32000	40110	8	40113	8	40100	4	40103	4	5000	2075001
155	2075001	4	45	20750014	20750014	11050	505												2075001
156	2076001	0	25	20760010	20760010	700	601	1	10000	40103	8							5000	2076001
157	2076001	1	30	20760011	20760011	2360	602	1	20000	40100	8	40103	8					5000	2076001
158	2076001	2	35	20760012	20760012	5090	603	1	30000	40110	6	40113	6	40100	6	40103	6	5000	2076001
159	2076001	3	40	20760013	20760013	9140	604	1	40000	40110	10	40113	10	40100	6	40103	6	5000	2076001
160	2076001	4	45	20760014	20760014	15280	605												2076001
161	2076002	0	25	20760020	20760020	700	601	1	10000	40103	8							5000	2076002
162	2076002	1	30	20760021	20760021	2360	602	1	20000	40100	8	40103	8					5000	2076002
163	2076002	2	35	20760022	20760022	5090	603	1	30000	40110	6	40113	6	40100	6	40103	6	5000	2076002
164	2076002	3	40	20760023	20760023	9140	604	1	40000	40110	10	40113	10	40100	6	40103	6	5000	2076002
165	2076002	4	45	20760024	20760024	15280	605												2076002
166	2083001	0	15	20830010	20830010	100	301	1	4000	40103	2							5000	2083001
167	2083001	1	20	20830011	20830011	370	302	1	8000	40100	2	40103	2					5000	2083001
168	2083001	2	25	20830012	20830012	1020	303												2083001
169	2084001	0	20	20840010	20840010	300	401	1	6000	40103	4							5000	2084001
170	2084001	1	25	20840011	20840011	760	402	1	12000	40100	4	40103	4					5000	2084001
171	2084001	2	30	20840012	20840012	1700	403	1	18000	40110	2	40113	2	40100	2	40103	2	5000	2084001
172	2084001	3	35	20840013	20840013	3270	404	1	24000	40110	4	40113	4					5000	2084001
173	2085001	0	25	20850010	20850010	500	501	1	8000	40103	6							5000	2085001
174	2085001	1	30	20850011	20850011	1680	502	1	16000	40100	6	40103	6					5000	2085001
175	2085001	2	35	20850012	20850012	3540	503	1	24000	40110	4	40113	4	40100	4	40103	4	5000	2085001
176	2085001	3	40	20850013	20850013	6570	504	1	32000	40110	8	40113	8	40100	4	40103	4	5000	2085001
177	2085001	4	45	20850014	20850014	11050	505												2085001
178	2086001	0	25	20860010	20860010	700	601	1	10000	40103	8							5000	2086001
179	2086001	1	30	20860011	20860011	2360	602	1	20000	40100	8	40103	8					5000	2086001
180	2086001	2	35	20860012	20860012	5090	603	1	30000	40110	6	40113	6	40100	6	40103	6	5000	2086001
181	2086001	3	40	20860013	20860013	9140	604	1	40000	40110	10	40113	10	40100	6	40103	6	5000	2086001
182	2086001	4	45	20860014	20860014	15280	605												2086001
