Id	Name	Info	BornPosition[1]	BornPosition[2]	BornPosition[3]	BornPosition[4]	BornPosition[5]	LookPosition[1]	LookPosition[2]	LookPosition[3]	LookPosition[4]	LookPosition[5]	DefaultObstacleArea[1]	DefaultObstacleArea[2]	DefaultObstacleArea[3]	DefaultObstacleArea[4]	DefaultDynamicObject[1]	DefaultDynamicObject[2]	DefaultDynamicObject[3]	DefaultDynamicObject[4]
900900010	Scene07005	90090001	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005
900900020	Scene00501d	90090003	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101	Scene00501d	Scene00501d	Scene00501d	Scene00501d	Scene00501d	Scene00501d	Scene00501d	Scene00501d
900900040	Scene07005	90090001	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005
900954620	Scene50101b	90095462	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101	Scene50101b	Scene50101b	Scene50101b	Scene50101b	Scene50101b	Scene50101b	Scene50101b	Scene50101b
900934530	Scene50101b	90095462	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101	Scene50101b	Scene50101b	Scene50101b	Scene50101b	Scene50101b	Scene50101b	Scene50101b	Scene50101b
900999120	Scene50101b	90095462	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101	Scene50101b	Scene50101b	Scene50101b	Scene50101b	Scene50101b	Scene50101b	Scene50101b	Scene50101b
999999140	Scene50101b	90095462	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101	Scene50101b	Scene50101b	Scene50101b	Scene50101b	Scene50101b	Scene50101b	Scene50101b	Scene50101b
900900100	Scene50101b	90095462	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101	Scene50101b	Scene50101b	Scene50101b	Scene50101b	Scene50101b	Scene50101b	Scene50101b	Scene50101b
900900110	Scene00102b	90090011	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101	Scene00102b	Scene00102b	Scene00102b	Scene00102b	Scene00102b	Scene00102b	Scene00102b	Scene00102b
900900120	Scene07005	90090012	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005
900900130	Scene07005	90090012	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005
900900140	Scene07005	90090012	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005
900900150	Scene07005	90090012	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005
900900160	Scene07005	90090012	PB1	PB2	PB3	PB4	PB5	B101	B101	B101	B101	B101	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005	Scene07005
