Id	Name	Info	BornPosition[1]	BornPosition[2]	BornPosition[3]	BornPosition[4]	BornPosition[5]	LookPosition[1]	LookPosition[2]	LookPosition[3]	LookPosition[4]	LookPosition[5]	DefaultObstacleArea[1]	DefaultObstacleArea[2]	DefaultObstacleArea[3]	DefaultObstacleArea[4]	DefaultDynamicObject[1]	DefaultDynamicObject[2]	DefaultDynamicObject[3]	DefaultDynamicObject[4]
950000010	Scene00001a	10010102	Scene00001a	Scene00001a	Scene00001a	Scene00001a	Scene00001a	Scene00001a	Scene00001a	Scene00001a	Scene00001a	Scene00001a	Scene00001a	Scene00001a	Scene00001a	Scene00001a	Scene00001a	Scene00001a	Scene00001a	Scene00001a
950000020	Scene00001b	10010103	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101	Scene00001b	Scene00001b	Scene00001b	Scene00001b	Scene00001b	Scene00001b	Scene00001b	Scene00001b
950000030	Scene00001c	11010102	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101	Scene00001c	Scene00001c	Scene00001c	Scene00001c	Scene00001c	Scene00001c	Scene00001c	Scene00001c
950000040	Scene00001d	30050101	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101	Scene00001d	Scene00001d	Scene00001d	Scene00001d	Scene00001d	Scene00001d	Scene00001d	Scene00001d
950000050	Scene00002a	10010201	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101	Scene00002a	Scene00002a	Scene00002a	Scene00002a	Scene00002a	Scene00002a	Scene00002a	Scene00002a
950000060	Scene00002c	11010105	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101	Scene00002c	Scene00002c	Scene00002c	Scene00002c	Scene00002c	Scene00002c	Scene00002c	Scene00002c
950000070	Scene00002d	70010501	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101	Scene00002d	Scene00002d	Scene00002d	Scene00002d	Scene00002d	Scene00002d	Scene00002d	Scene00002d
950000080	Scene00003	11010106	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101	Scene00003	Scene00003	Scene00003	Scene00003	Scene00003	Scene00003	Scene00003	Scene00003
950000090	Scene00003b	12010102	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101	Scene00003b	Scene00003b	Scene00003b	Scene00003b	Scene00003b	Scene00003b	Scene00003b	Scene00003b
950000100	Scene00003d	10010201	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101	Scene00003d	Scene00003d	Scene00003d	Scene00003d	Scene00003d	Scene00003d	Scene00003d	Scene00003d
950000110	Scene00003r	11010104	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101	Scene00003r	Scene00003r	Scene00003r	Scene00003r	Scene00003r	Scene00003r	Scene00003r	Scene00003r
950000120	Scene00004b	10010402	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101	Scene00004b	Scene00004b	Scene00004b	Scene00004b	Scene00004b	Scene00004b	Scene00004b	Scene00004b
950000130	Scene00004d	11010402	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101	Scene00004d	Scene00004d	Scene00004d	Scene00004d	Scene00004d	Scene00004d	Scene00004d	Scene00004d
950000140	Scene00005a	99919913	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101	Scene00005a	Scene00005a	Scene00005a	Scene00005a	Scene00005a	Scene00005a	Scene00005a	Scene00005a
950000150	Scene00006a	90090001	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101	Scene00006a	Scene00006a	Scene00006a	Scene00006a	Scene00006a	Scene00006a	Scene00006a	Scene00006a
950000160	Scene00007a	13010214	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101	Scene00007a	Scene00007a	Scene00007a	Scene00007a	Scene00007a	Scene00007a	Scene00007a	Scene00007a
950000180	Scene00101a	12011001	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101	Scene00101a	Scene00101a	Scene00101a	Scene00101a	Scene00101a	Scene00101a	Scene00101a	Scene00101a
950000190	Scene00101b	12020201	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101	Scene00101b	Scene00101b	Scene00101b	Scene00101b	Scene00101b	Scene00101b	Scene00101b	Scene00101b
950000200	Scene00101d	12011102	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101	Scene00101d	Scene00101d	Scene00101d	Scene00101d	Scene00101d	Scene00101d	Scene00101d	Scene00101d
950000210	Scene00102a	10020301	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101	Scene00102a	Scene00102a	Scene00102a	Scene00102a	Scene00102a	Scene00102a	Scene00102a	Scene00102a
950000220	Scene00102b	90090011	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101	Scene00102b	Scene00102b	Scene00102b	Scene00102b	Scene00102b	Scene00102b	Scene00102b	Scene00102b
950000240	Scene00102d	12020901	PB1	PB1	PB1	PB1	PB1	B101	B101	B101	B101	B101	Scene00102d	Scene00102d	Scene00102d	Scene00102d	Scene00102d	Scene00102d	Scene00102d	Scene00102d
